score;mismaMarca;ratio;offerId;offerPrice;offerTitle;productId;tiendasProducto;precioMinProducto;productName;tokensComunes;offerUrl
0.207;1;1.33;11238;2990;"Filtro Cartón Enrolado OCB";10418;2;3990;"OCB Activ'Tips Slim Carbón Activo 7mm 10u";"filtro ocb";"https://piranha.cl/inicio/6296/filtro-carton-enrolado-ocb-25u.html"
0.201;1;0.00;11070;2490;"Cajita Metálica RAW Rectangular | PIRANHA";10285;2;0;"Bandeja RAW metálica Prepare for Flight - Grande";"metalica raw";"https://piranha.cl/inicio/7298/cajita-metalica-raw-rectangular.html"
0.194;1;1.54;16131;49491;"Bong Kit Extractos Doble Circuit Bonglab | PIRANHA";11010;2;75990;"Bonglab The Sheikh 42cm Azul";"bong bonglab";"https://piranha.cl/inicio/7157/bong-kit-extractos-doble-circuit-bonglab.html"
0.191;1;1.33;15682;39992;"Resistencia Vaporizador Yocan Falcon 5u | PIRANHA";10857;2;52990;"Yocan DYNO Nectar Collector Digital";"vaporizador yocan";"https://piranha.cl/inicio/7582/resistencia-vaporizador-yocan-falcon-5u-tipo-a-eleccion.html"
0.189;1;0.00;93936;1990;"Cajita Metálica Porta Papelillos RAW Black 1 1/4 | PIRANHA";10285;2;0;"Bandeja RAW metálica Prepare for Flight - Grande";"metalica raw";"https://piranha.cl/inicio/8933/cajita-metalica-porta-papelillos-raw-black-1-14.html"
0.187;1;1.74;918;33921;"Bong Red Drop Micro Rig 16cm sin Quemador";10223;2;19493;"Calvo Glass Bee Rig Lite 19cm";"bong rig";"https://piranha.cl/inicio/6369/bong-calvo-drop-micro-rig-16cm-sin-quemador-color-a-eleccion.html"
0.183;1;1.64;103295;24892;"Moledor Calvo Ceramic 63mm - Calvo | PIRANHA";5504;3;15200;"Moledor Calvo Lite Aluminio 63mm";"moledor calvo 63mm";"https://piranha.cl/inicio/6782/moledor-calvo-ceramic-6cm-4-partes-color-a-eleccion.html"
0.182;1;0.00;16131;49491;"Bong Kit Extractos Doble Circuit Bonglab | PIRANHA";10220;2;0;"Purple Rig Purple-Bonglab";"bong bonglab";"https://piranha.cl/inicio/7157/bong-kit-extractos-doble-circuit-bonglab.html"
0.178;1;5.01;15682;39992;"Resistencia Vaporizador Yocan Falcon 5u | PIRANHA";10881;2;7990;"Yocan Boquilla de Enfriamiento Vane";"vaporizador yocan";"https://piranha.cl/inicio/7582/resistencia-vaporizador-yocan-falcon-5u-tipo-a-eleccion.html"
0.173;1;1.39;511;180491;"Vaporizador DynaVap WoodWynd | PIRANHA";10189;3;129990;"Vaporizador Dynavap M7 XL";"vaporizador dynavap";"https://piranha.cl/inicio/7343/vaporizador-dynavap-woodwynd.html"
0.167;1;1.25;15682;39992;"Resistencia Vaporizador Yocan Falcon 5u | PIRANHA";10642;3;49990;"Yocan Vaporizador Vane";"vaporizador yocan";"https://piranha.cl/inicio/7582/resistencia-vaporizador-yocan-falcon-5u-tipo-a-eleccion.html"
0.630;0;1.17;15994;40990;"Bandolera Circular";10235;2;34990;"Bolso Bandolera Circular-Ozeta";"bandolera circular";"https://piranha.cl/inicio/6289/bandolera-circular-anti-olor-ozeta.html"
0.529;0;1.10;15960;14951;"Bandeja Tyson x Futurola Metal Rolling Tray Medium | PIRANHA";10618;2;13600;"Bandeja Cookies Metálica Para Enrolar";"bandeja metal rolling tray medium";"https://piranha.cl/inicio/7161/bandeja-tyson-x-futurola-metal-rolling-tray-medium.html"
0.527;0;1.60;80206;4990;"Quemador Macho 14mm";10296;2;7990;"Bonglab Atrapa cenizas quemador macho 14mm";"quemador macho 14mm";"https://piranha.cl/inicio/3906/quemador-macho-14mm.html"
0.514;0;1.47;15961;19992;"Bandeja Tyson x Futurola Metal Rolling Tray Large | PIRANHA";10618;2;13600;"Bandeja Cookies Metálica Para Enrolar";"bandeja metal rolling tray large";"https://piranha.cl/inicio/7162/bandeja-tyson-x-futurola-metal-rolling-tray-large.html"
0.501;0;0.00;80206;4990;"Quemador Macho 14mm";11030;2;0;"Bonglab Quemador con Rejilla Macho 14mm Verde";"quemador macho 14mm";"https://piranha.cl/inicio/3906/quemador-macho-14mm.html"
0.490;0;1.57;3383;2490;"Conos PreEnrolados G-Rollz King Size Pink Banksy (3u)";10851;2;1590;"OCB 3 Conos Pre-enrolados King Size Premium Slim";"conos king size 3u";"https://piranha.cl/inicio/7689/conos-pre-enrolados-g-rollz-king-size-pink-banksy-3u.html"
0.438;0;0.00;15802;13990;"Bucket Banger 14mm";10477;2;0;"Bonglab Round Kit Banger 14mm";"banger 14mm";"https://piranha.cl/inicio/6378/bucket-banger-14mm-calvo.html"
0.438;0;0.00;80206;4990;"Quemador Macho 14mm";10477;2;0;"Bonglab Round Kit Banger 14mm";"macho 14mm";"https://piranha.cl/inicio/3906/quemador-macho-14mm.html"
0.423;0;1.11;15843;74791;"Mochila Anti Olor Blazy Susan Logos | PIRANHA";10640;2;82990;"Mochila Slim Antiolor";"mochila anti olor";"https://piranha.cl/inicio/7444/mochila-anti-olor-blazy-susan-logos.html"
0.406;0;0.00;39353;14990;"Nectar Collector - Calvo | PIRANHA";10213;2;0;"Nectar Collector Torp 18Cm-Bonglab";"nectar collector";"https://piranha.cl/inicio/8056/nectar-collector-calvo-color-aleatorio.html"
0.405;0;1.90;15948;11394;"G Pen Elite Adaptador para Bong";11041;2;5990;"Pulsar Adaptador de Silicona para Cartridges";"adaptador bong";"https://piranha.cl/inicio/1616/g-pen-elite-adaptador-para-bong.html"
0.403;0;1.19;15815;69591;"Mochila Anti Olor Blazy Susan Clásica Pink | PIRANHA";10640;2;82990;"Mochila Slim Antiolor";"mochila anti olor";"https://piranha.cl/inicio/7443/mochila-anti-olor-blazy-susan-clasica-pink.html"
0.382;0;1.17;15589;6990;"Adaptador 14mm para Bong (Doble Quemador 14mm) | PIRANHA";11041;2;5990;"Pulsar Adaptador de Silicona para Cartridges";"adaptador bong";"https://piranha.cl/inicio/8417/adaptador-14mm-para-bong-doble-quemador-14mm.html"
0.379;0;0.00;866;1790;"Filtro Gizeh Slim Azul (Carbón Activado) 6x15mm (120u)";11046;2;0;"OCB Boquillas Filtro de Carbón Activado 50 uds.";"filtro carbon activado";"https://piranha.cl/inicio/6418/filtro-gizeh-slim-azul-carbon-activado-6x15mm-120u.html"
0.379;0;113.20;94236;179991;"Display 1.000 Conos RAW Pre-Enrolados 1 1/4 | PIRANHA";10851;2;1590;"OCB 3 Conos Pre-enrolados King Size Premium Slim";"conos pre enrolados";"https://piranha.cl/inicio/8938/display-1000-conos-raw-pre-enrolados-1-14.html"
0.377;0;1.57;11252;2490;"Pack 6 Conos Pre-Enrolados Unbleached 1 1/4 Lion Rolling Circus | PIRANHA";10851;2;1590;"OCB 3 Conos Pre-enrolados King Size Premium Slim";"conos pre enrolados";"https://piranha.cl/inicio/7799/pack-conos-pre-enrolados-unbleached-1-14-lion-rolling-circus-6u-x-pack.html"
0.376;0;1.00;15848;34993;"Bolso Anti Olor Dime Bags The Don con Candado | PIRANHA";10235;2;34990;"Bolso Bandolera Circular-Ozeta";"bolso anti olor";"https://piranha.cl/inicio/8354/bolso-anti-olor-dime-bags-the-don-con-candado-color-a-eleccion.html"
0.376;0;1.04;3383;2490;"Conos PreEnrolados G-Rollz King Size Pink Banksy (3u)";10384;2;2390;"Soulblime 6 Conos Pre-enrolados White King Size";"conos king size pink";"https://piranha.cl/inicio/7689/conos-pre-enrolados-g-rollz-king-size-pink-banksy-3u.html"
0.364;0;2.23;866;1790;"Filtro Gizeh Slim Azul (Carbón Activado) 6x15mm (120u)";10418;2;3990;"OCB Activ'Tips Slim Carbón Activo 7mm 10u";"filtro slim carbon activado";"https://piranha.cl/inicio/6418/filtro-gizeh-slim-azul-carbon-activado-6x15mm-120u.html"
0.362;0;1.13;15848;34993;"Bolso Anti Olor Dime Bags The Don con Candado | PIRANHA";11028;2;39600;"Ozeta Bolso Cilíndrico con Clave Anti-Olor";"bolso anti olor";"https://piranha.cl/inicio/8354/bolso-anti-olor-dime-bags-the-don-con-candado-color-a-eleccion.html"
0.361;0;3.54;39353;14990;"Nectar Collector - Calvo | PIRANHA";10857;2;52990;"Yocan DYNO Nectar Collector Digital";"nectar collector";"https://piranha.cl/inicio/8056/nectar-collector-calvo-color-aleatorio.html"
0.360;0;1.76;303;1190;"Papelillo Natural Unbleached King";10283;2;2090;"Blazy Susan Deluxe Rolling Kit Unbleached 1 1/4";"papelillo unbleached";"https://piranha.cl/inicio/3878/papelillo-natural-unbleached-king-size-lion-rolling-circus.html"
0.359;0;23.02;52594;218491;"Filtro de Carbón Activo 10'' Kasvi | PIRANHA";10301;2;9490;"Boquillas Carbón Activo Calvo Black 6mm 50 Uds.";"filtro carbon activo";"https://piranha.cl/inicio/8116/filtro-de-carbon-activo-kasvi-10-250x600mm.html"
0.356;0;0.00;3530;1290;"Papelillo RAW Black Organic Hemp King Size | PIRANHA";10515;2;0;"Papelillos Smoking Deluxe King Size";"papelillo king size";"https://piranha.cl/inicio/7273/papelillos-raw-black-organic-hemp-king-size.html"
0.352;0;1.58;15948;11394;"G Pen Elite Adaptador para Bong";10532;2;17990;"DynaVap The Bonger Adaptador para Bong";"adaptador bong";"https://piranha.cl/inicio/1616/g-pen-elite-adaptador-para-bong.html"
0.348;0;1.25;93936;1990;"Cajita Metálica Porta Papelillos RAW Black 1 1/4 | PIRANHA";10869;2;1590;"Elements Porta Papelillos Metalico 1 1/4";"porta papelillos";"https://piranha.cl/inicio/8933/cajita-metalica-porta-papelillos-raw-black-1-14.html"
0.348;0;1.73;39353;14990;"Nectar Collector - Calvo | PIRANHA";10211;2;25990;"BongLab Nectar Collector Slim 15cm";"nectar collector";"https://piranha.cl/inicio/8056/nectar-collector-calvo-color-aleatorio.html"
0.340;0;118.86;94237;188991;"Display 800 Conos RAW King Size | PIRANHA";10851;2;1590;"OCB 3 Conos Pre-enrolados King Size Premium Slim";"conos king size";"https://piranha.cl/inicio/8939/display-800-conos-raw-king-size.html"
0.338;0;1.25;16104;19992;"Venty Estuche Rígido | PIRANHA";10501;2;24990;"Storz & Bickel Estuche Venty Case";"venty estuche";"https://piranha.cl/inicio/7818/venty-estuche-rigido.html"
0.338;0;20.45;831;44991;"Moledor Grinder Grav 3 Partes";10096;3;2200;"Moledor Plástico Bulldog 3 Partes 60mm | Grinder The Bulldog";"moledor grinder partes";"https://piranha.cl/inicio/1408/moledor-grav-aluminio-cnc-6cm-3-partes-color-a-eleccion.html"
0.335;0;2.57;15589;6990;"Adaptador 14mm para Bong (Doble Quemador 14mm) | PIRANHA";10532;2;17990;"DynaVap The Bonger Adaptador para Bong";"adaptador bong";"https://piranha.cl/inicio/8417/adaptador-14mm-para-bong-doble-quemador-14mm.html"
0.327;0;75.31;94236;179991;"Display 1.000 Conos RAW Pre-Enrolados 1 1/4 | PIRANHA";10384;2;2390;"Soulblime 6 Conos Pre-enrolados White King Size";"conos pre enrolados";"https://piranha.cl/inicio/8938/display-1000-conos-raw-pre-enrolados-1-14.html"
0.326;0;0.00;94236;179991;"Display 1.000 Conos RAW Pre-Enrolados 1 1/4 | PIRANHA";10233;2;0;"Blazy Susan Conos Pre-enrolados Purple 1 1/4 50 uds.";"conos pre enrolados";"https://piranha.cl/inicio/8938/display-1000-conos-raw-pre-enrolados-1-14.html"
0.326;0;0.00;3530;1290;"Papelillo RAW Black Organic Hemp King Size | PIRANHA";10877;2;0;"Shine 24K Papel de Oro King Size";"papelillo king size";"https://piranha.cl/inicio/7273/papelillos-raw-black-organic-hemp-king-size.html"
0.326;0;1.04;11252;2490;"Pack 6 Conos Pre-Enrolados Unbleached 1 1/4 Lion Rolling Circus | PIRANHA";10384;2;2390;"Soulblime 6 Conos Pre-enrolados White King Size";"conos pre enrolados";"https://piranha.cl/inicio/7799/pack-conos-pre-enrolados-unbleached-1-14-lion-rolling-circus-6u-x-pack.html"
0.325;0;0.00;11252;2490;"Pack 6 Conos Pre-Enrolados Unbleached 1 1/4 Lion Rolling Circus | PIRANHA";10233;2;0;"Blazy Susan Conos Pre-enrolados Purple 1 1/4 50 uds.";"conos pre enrolados";"https://piranha.cl/inicio/7799/pack-conos-pre-enrolados-unbleached-1-14-lion-rolling-circus-6u-x-pack.html"
0.324;0;1.19;103295;24892;"Moledor Calvo Ceramic 63mm - Calvo | PIRANHA";11013;2;20990;"Galaxy Moledor Aluminio 63mm Oro Rosa";"moledor 63mm";"https://piranha.cl/inicio/6782/moledor-calvo-ceramic-6cm-4-partes-color-a-eleccion.html"
0.323;0;1.70;15817;7990;"Bandeja Lion Rolling Circus Medium 30x23cm| PIRANHA";10618;2;13600;"Bandeja Cookies Metálica Para Enrolar";"bandeja rolling medium";"https://piranha.cl/inicio/7785/bandeja-lion-rolling-circus-medium-30x23cm.html"
0.322;0;54.76;52594;218491;"Filtro de Carbón Activo 10'' Kasvi | PIRANHA";10418;2;3990;"OCB Activ'Tips Slim Carbón Activo 7mm 10u";"filtro carbon activo";"https://piranha.cl/inicio/8116/filtro-de-carbon-activo-kasvi-10-250x600mm.html"
0.322;0;36.65;52580;347791;"Filtro de Carbón Activo 12'' (315x1000mm) Kasvi | PIRANHA";10301;2;9490;"Boquillas Carbón Activo Calvo Black 6mm 50 Uds.";"filtro carbon activo";"https://piranha.cl/inicio/8679/filtro-de-carbon-activo-industrial-kasvi-12-315x1000mm-3143-m3hr.html"
0.320;0;1.97;15843;74791;"Mochila Anti Olor Blazy Susan Logos | PIRANHA";10858;2;37990;"Ozeta Bandolera Anti-olor";"anti olor";"https://piranha.cl/inicio/7444/mochila-anti-olor-blazy-susan-logos.html"
0.317;0;0.00;870;1590;"Filtro Gizeh Regular Azul Carbón Activado 8x15mm con Pegamento (1 caja de 100u)";11046;2;0;"OCB Boquillas Filtro de Carbón Activado 50 uds.";"filtro carbon activado";"https://piranha.cl/inicio/6424/filtro-gizeh-regular-azul-carbon-activado-8x15mm-con-pegamento-1-caja-de-100u.html"
0.311;0;0.00;16201;89271;"Hemper Puffco Chinese Takeout Peak Top | PIRANHA";11033;2;0;"Puffco Peak";"puffco peak";"https://piranha.cl/inicio/8424/accesorio-hemper-puffco-chinese-takeout-peak-top.html"
0.307;0;5.30;866;1790;"Filtro Gizeh Slim Azul (Carbón Activado) 6x15mm (120u)";10301;2;9490;"Boquillas Carbón Activo Calvo Black 6mm 50 Uds.";"filtro carbon activado";"https://piranha.cl/inicio/6418/filtro-gizeh-slim-azul-carbon-activado-6x15mm-120u.html"
0.306;0;0.00;16008;2690;"Caja Metálica Porta Papelillo King Size Lion Rolling Circus | PIRANHA";10515;2;0;"Papelillos Smoking Deluxe King Size";"papelillo king size";"https://piranha.cl/inicio/7782/caja-metalica-porta-papelillo-king-size-lion-rolling-circus.html"
0.303;0;1.01;3530;1290;"Papelillo RAW Black Organic Hemp King Size | PIRANHA";11048;2;1300;"Vibes Papelillos Organic Hemp 1 1/4";"organic hemp";"https://piranha.cl/inicio/7273/papelillos-raw-black-organic-hemp-king-size.html"
0.302;0;1.50;53604;2390;"Conos PreEnrolados Soulblime Pink Cones King Size (6u) | PIRANHA";10851;2;1590;"OCB 3 Conos Pre-enrolados King Size Premium Slim";"conos king size";"https://piranha.cl/inicio/8398/preenrolados-soulblime-pink-cones-king-size.html"
0.302;0;0.00;303;1190;"Papelillo Natural Unbleached King";10515;2;0;"Papelillos Smoking Deluxe King Size";"papelillo king";"https://piranha.cl/inicio/3878/papelillo-natural-unbleached-king-size-lion-rolling-circus.html"
0.300;0;2.87;15844;4741;"Bandeja Metálica Strain Machine Medium (Diseño aleatorio) | PIRANHA";10618;2;13600;"Bandeja Cookies Metálica Para Enrolar";"bandeja metalica medium";"https://piranha.cl/inicio/7674/bandeja-metalica-strain-machine-medium-27x16cm-diseno-aleatorio.html"
0.295;0;0.00;15734;1226;"Papelillo Crazy Coco Lion Rolling Circus";10184;2;0;"Blazy Susan Deluxe Rolling Kit Pink 1 1/4";"papelillo rolling";"https://piranha.cl/inicio/1474/papelillo-crazy-coco-1-14-lion-rolling-circus.html"
0.293;0;0.00;11146;7981;"Moledor Metálico Gold Lion Rolling Circus 5cm 3 Partes | PIRANHA";10482;2;0;"Encendedor Clipper Metálico Rose Gold";"metalico gold";"https://piranha.cl/inicio/7795/moledor-metalico-gold-lion-rolling-circus-5cm-3-partes.html"
0.293;0;79.08;94237;188991;"Display 800 Conos RAW King Size | PIRANHA";10384;2;2390;"Soulblime 6 Conos Pre-enrolados White King Size";"conos king size";"https://piranha.cl/inicio/8939/display-800-conos-raw-king-size.html"
0.292;0;87.17;52580;347791;"Filtro de Carbón Activo 12'' (315x1000mm) Kasvi | PIRANHA";10418;2;3990;"OCB Activ'Tips Slim Carbón Activo 7mm 10u";"filtro carbon activo";"https://piranha.cl/inicio/8679/filtro-de-carbon-activo-industrial-kasvi-12-315x1000mm-3143-m3hr.html"
0.291;0;1.69;16008;2690;"Caja Metálica Porta Papelillo King Size Lion Rolling Circus | PIRANHA";10869;2;1590;"Elements Porta Papelillos Metalico 1 1/4";"porta papelillo";"https://piranha.cl/inicio/7782/caja-metalica-porta-papelillo-king-size-lion-rolling-circus.html"
0.288;0;0.00;15823;33743;"Bong Extracción Rig II";10535;2;0;"Calvo Glass Phantom Rig 22cm";"bong rig";"https://piranha.cl/inicio/2533/bong-extraccion-rig-ii-color-a-eleccion.html"
0.288;0;0.00;52594;218491;"Filtro de Carbón Activo 10'' Kasvi | PIRANHA";11046;2;0;"OCB Boquillas Filtro de Carbón Activado 50 uds.";"filtro carbon";"https://piranha.cl/inicio/8116/filtro-de-carbon-activo-kasvi-10-250x600mm.html"
0.287;0;0.00;11146;7981;"Moledor Metálico Gold Lion Rolling Circus 5cm 3 Partes | PIRANHA";10751;2;0;"Encendedor Clipper Metálico Gold";"metalico gold";"https://piranha.cl/inicio/7795/moledor-metalico-gold-lion-rolling-circus-5cm-3-partes.html"
0.281;0;0.00;80788;1226;"Papelillo Funky Chocolate 1 1/4 Lion Rolling Circus | PIRANHA";10184;2;0;"Blazy Susan Deluxe Rolling Kit Pink 1 1/4";"papelillo rolling";"https://piranha.cl/inicio/6896/papelillo-funky-chocolate-1-14-lion-rolling-circus.html"
0.276;0;0.00;379;1226;"Papelillo Mind Mint 1 1/4 Lion Rolling Circus | PIRANHA";10184;2;0;"Blazy Susan Deluxe Rolling Kit Pink 1 1/4";"papelillo rolling";"https://piranha.cl/inicio/6897/papelillo-mind-mint-1-14-lion-rolling-circus.html"
0.274;0;5.24;16201;89271;"Hemper Puffco Chinese Takeout Peak Top | PIRANHA";10649;3;467490;"Puffco Peak Pro";"puffco peak";"https://piranha.cl/inicio/8424/accesorio-hemper-puffco-chinese-takeout-peak-top.html"
0.271;0;0.00;303;1190;"Papelillo Natural Unbleached King";10877;2;0;"Shine 24K Papel de Oro King Size";"papelillo king";"https://piranha.cl/inicio/3878/papelillo-natural-unbleached-king-size-lion-rolling-circus.html"
0.269;0;0.00;15763;1226;"Papelillo Chewing Madness 1 1/4 Lion Rolling Circus | PIRANHA";10184;2;0;"Blazy Susan Deluxe Rolling Kit Pink 1 1/4";"papelillo rolling";"https://piranha.cl/inicio/6895/papelillo-chewing-madness-1-14-lion-rolling-circus.html"
0.268;0;0.00;94237;188991;"Display 800 Conos RAW King Size | PIRANHA";10152;2;0;"Blazy Susan Conos Pre-enrolados King Size 50 uds.";"conos king size";"https://piranha.cl/inicio/8939/display-800-conos-raw-king-size.html"
0.266;0;0.00;15823;33743;"Bong Extracción Rig II";10220;2;0;"Purple Rig Purple-Bonglab";"bong rig";"https://piranha.cl/inicio/2533/bong-extraccion-rig-ii-color-a-eleccion.html"
0.265;0;5.97;870;1590;"Filtro Gizeh Regular Azul Carbón Activado 8x15mm con Pegamento (1 caja de 100u)";10301;2;9490;"Boquillas Carbón Activo Calvo Black 6mm 50 Uds.";"filtro carbon activado";"https://piranha.cl/inicio/6424/filtro-gizeh-regular-azul-carbon-activado-8x15mm-con-pegamento-1-caja-de-100u.html"
0.262;0;1.14;15589;6990;"Adaptador 14mm para Bong (Doble Quemador 14mm) | PIRANHA";10296;2;7990;"Bonglab Atrapa cenizas quemador macho 14mm";"14mm quemador";"https://piranha.cl/inicio/8417/adaptador-14mm-para-bong-doble-quemador-14mm.html"
0.257;0;0.00;3383;2490;"Conos PreEnrolados G-Rollz King Size Pink Banksy (3u)";10152;2;0;"Blazy Susan Conos Pre-enrolados King Size 50 uds.";"conos king size";"https://piranha.cl/inicio/7689/conos-pre-enrolados-g-rollz-king-size-pink-banksy-3u.html"
0.257;0;13.23;831;44991;"Moledor Grinder Grav 3 Partes";5498;3;3400;"Galaxy Moledor Biodegradable | Grinder ecológico resistente";"moledor grinder";"https://piranha.cl/inicio/1408/moledor-grav-aluminio-cnc-6cm-3-partes-color-a-eleccion.html"
0.254;0;2.24;15929;1990;"Blunt Wrap Bubble Gum Lion Rolling Circus | PIRANHA";8638;3;890;"Blunt Wrap Platinum x2";"blunt wrap bubble gum";"https://piranha.cl/inicio/6887/blunt-wrap-bubble-gum.html"
0.253;0;0.00;15942;44993;"Hemper Bong Balloon Dog 14cm | PIRANHA";10530;2;0;"Difusor Bonglab 18mm";"bong 14cm";"https://piranha.cl/inicio/8236/hemper-bong-balloon-dog.html"
0.252;0;0.00;16053;227991;"Vaporizador Zenco Uno (Negro) | PIRANHA";10255;2;0;"Pipa Uno Og Standard Azul-American Helix";"uno negro";"https://piranha.cl/inicio/7737/vaporizador-zenco-uno-black.html"
0.250;0;0.00;52580;347791;"Filtro de Carbón Activo 12'' (315x1000mm) Kasvi | PIRANHA";11046;2;0;"OCB Boquillas Filtro de Carbón Activado 50 uds.";"filtro carbon";"https://piranha.cl/inicio/8679/filtro-de-carbon-activo-industrial-kasvi-12-315x1000mm-3143-m3hr.html"
0.247;0;2.02;16187;4194;"Juego de Almohadillas para Líquido PequeÒo";10740;2;8490;"Storz & Bickel Juego de Almohadillas para Extracción (4u)";"juego almohadillas";"https://piranha.cl/inicio/1539/mightycrafty-juego-de-almohadillas-para-liquidos.html"
0.244;0;0.00;53604;2390;"Conos PreEnrolados Soulblime Pink Cones King Size (6u) | PIRANHA";10152;2;0;"Blazy Susan Conos Pre-enrolados King Size 50 uds.";"conos king size";"https://piranha.cl/inicio/8398/preenrolados-soulblime-pink-cones-king-size.html"
0.244;0;2.51;870;1590;"Filtro Gizeh Regular Azul Carbón Activado 8x15mm con Pegamento (1 caja de 100u)";10418;2;3990;"OCB Activ'Tips Slim Carbón Activo 7mm 10u";"filtro carbon activado";"https://piranha.cl/inicio/6424/filtro-gizeh-regular-azul-carbon-activado-8x15mm-con-pegamento-1-caja-de-100u.html"
0.242;0;1.25;15949;3995;"Boquilla G Pen Pro (incluye malla)";10507;2;4990;"Weecke Boquilla Fenix Pro";"boquilla pro";"https://piranha.cl/inicio/1623/boquilla-g-pen-pro-incluye-malla.html"
0.234;0;2.04;16131;49491;"Bong Kit Extractos Doble Circuit Bonglab | PIRANHA";10409;2;24300;"Calvo Glass Double Skull Rig";"bong doble";"https://piranha.cl/inicio/7157/bong-kit-extractos-doble-circuit-bonglab.html"
0.231;0;1.73;15823;33743;"Bong Extracción Rig II";10223;2;19493;"Calvo Glass Bee Rig Lite 19cm";"bong rig";"https://piranha.cl/inicio/2533/bong-extraccion-rig-ii-color-a-eleccion.html"
0.231;0;1.95;15799;66491;"Mini Beaker Bong 6' Grav";10222;3;34100;"Bong Heavy Beaker 28Cm- Cabo";"beaker bong";"https://piranha.cl/inicio/2213/mini-beaker-bong-6.html"
0.229;0;4.41;80192;2490;"Iso Alcohol 99% Thievery (30mL/50mL/500mL/3L) | PIRANHA";10247;2;10990;"Bonglab Limpiador Glass Cleaner 500 ml";"30ml 500ml";"https://piranha.cl/inicio/7467/iso-alcohol-99-thievery.html"
0.228;0;1.99;16019;1990;"Blunt Wrap Blueberry Lion Rolling Circus";10410;2;1000;"Show Blunt Cone Blueberry x2";"blunt blueberry";"https://piranha.cl/inicio/1283/blunt-wrap-blueberry-lion-rolling-circus.html"
0.228;0;10.47;1342;29742;"Cenicero RAW Vidrio (Dark Side/Rainbow) | PIRANHA";5733;2;2840;"CENICERO ASH HOLDER GLOW IN THE DARK - GALAXY";"cenicero dark";"https://piranha.cl/inicio/6483/cenicero-raw-vidrio-dark-side-rainbow.html"
0.225;0;6.76;16108;590;"Filtro Tips Soulblime | PIRANHA";10418;2;3990;"OCB Activ'Tips Slim Carbón Activo 7mm 10u";"filtro tips";"https://piranha.cl/inicio/8399/filtro-tips-soulblime.html"
0.225;0;0.00;16201;89271;"Hemper Puffco Chinese Takeout Peak Top | PIRANHA";10677;2;0;"Puffco New Peak Cloud (2024)";"puffco peak";"https://piranha.cl/inicio/8424/accesorio-hemper-puffco-chinese-takeout-peak-top.html"
0.218;0;1.56;11253;54591;"Hemper Bong Bowlman Lantern 18cm | PIRANHA";10226;2;34990;"Calvo Bong Dual Eye Rig 18cm";"bong 18cm";"https://piranha.cl/inicio/7912/hemper-bong-bowlman-lantern-18cm.html"
0.218;0;1.59;27471;3775;"Cargador USB G Pen";11020;2;5990;"Brass Knuckles Batería 900mAh con Cargador USB";"cargador usb";"https://piranha.cl/inicio/1622/g-pen-cargador-usb-grenco.html"
0.218;0;0.00;94429;7990;"Bandeja Metálica RAW Roja Mediana | PIRANHA";10999;2;0;"Khemo Bandeja Metalica 16x28cm";"bandeja metalica";"https://piranha.cl/inicio/8934/bandeja-metalica-raw-roja-mediana.html"
0.213;0;0.00;14337;5990;"Bandeja Metálica RAW Fly High | PIRANHA";10999;2;0;"Khemo Bandeja Metalica 16x28cm";"bandeja metalica";"https://piranha.cl/inicio/7285/bandeja-metalica-raw-fly-high-tamano-a-eleccion.html"
0.211;0;6.42;80192;2490;"Iso Alcohol 99% Thievery (30mL/50mL/500mL/3L) | PIRANHA";10706;2;15990;"Bonglab Limpiador Glass Cleaner 1 L";"30ml 500ml";"https://piranha.cl/inicio/7467/iso-alcohol-99-thievery.html"
0.209;0;0.00;918;33921;"Bong Red Drop Micro Rig 16cm sin Quemador";10220;2;0;"Purple Rig Purple-Bonglab";"bong rig";"https://piranha.cl/inicio/6369/bong-calvo-drop-micro-rig-16cm-sin-quemador-color-a-eleccion.html"
0.204;0;0.00;16053;227991;"Vaporizador Zenco Uno (Negro) | PIRANHA";11024;2;0;"Vaporizador DaVinci IQ2";"vaporizador negro";"https://piranha.cl/inicio/7737/vaporizador-zenco-uno-black.html"
0.198;0;1.01;11266;1290;"Filtros Soulblime Slim Filters 6x15mm (200u) | PIRANHA";10243;2;1300;"OCB ECO Filtros Slim - GB The Green Brand";"filtros slim";"https://piranha.cl/inicio/8389/filtros-soulblime-slim-filters-6x15mm.html"
0.197;0;1.32;93880;7591;"Cajita Conos RAW Black 1 1/4 (20u) | PIRANHA";10114;2;9990;"CABO Heavy Gear 20mm (Clear/Black) - CABO | PIRANHA";"black piranha";"https://piranha.cl/inicio/8940/cajita-conos-raw-black-1-14-20u.html"
0.197;0;1.11;490;8990;"Pipa Pyrex Top Smoke | PIRANHA";10114;2;9990;"CABO Heavy Gear 20mm (Clear/Black) - CABO | PIRANHA";"pipa piranha";"https://piranha.cl/inicio/8547/pipa-top-smoke-premium-pyrex-35-9cm-aprox-diseno-aleatorio.html"
0.197;0;1.43;1353;6990;"Pipa Pyrex Top Smoke | PIRANHA";10114;2;9990;"CABO Heavy Gear 20mm (Clear/Black) - CABO | PIRANHA";"pipa piranha";"https://piranha.cl/inicio/8546/pipa-top-smoke-premium-pyrex-3-8cm-aprox-diseno-aleatorio.html"
