sim,aId,aStore,aTitle,aPrice,aStock,aUrl,bId,bStore,bTitle,bPrice,bStock,bUrl,nota
95.4,31704,Astro Growshop,"Pocket Bell -Bonglab - Negro",22990,true,"https://astrogrowshop.cl/pocket-bell-bonglab?variant=Negro",33954,Fumetas,"Bonglab Bong Saucer Rig 13cm - Negro",27990,true,"https://fumetas.cl/bonglab-bong-saucer-rig-13cm?variant=Negro","-> prod 10487 (3t)"
95.4,31653,Astro Growshop,"Handy Rig-Bonglab - Verde azulado",29990,true,"https://astrogrowshop.cl/handy-rig-bonglab?variant=Verde%20azulado",33929,Fumetas,"Bonglab Bong Handy Rig 14cm - Turquesa",30990,false,"https://fumetas.cl/bonglab-bong-handy-rig-14cm?variant=Turquesa","ambas huerfanas"
95.4,32849,Astro Growshop,"Bolso Ywiwis Antiolor-Ozeta - INA",24990,true,"https://astrogrowshop.cl/bolso-ywiwis-antiolor-ozeta?variant=INA",36122,Fumetas,"Ozeta Estuches Ywiwis Anti - Olor - Ina",27990,true,"https://fumetas.cl/ozeta-estuches-ywiwis-anti-olor?variant=Ina","-> prod 10696 (2t)"
95.3,2306,GrowBarato Chile,"Bong K165 Heavy Bowl Azul | Bong de Vidrio Grande - GrowBarato Chile",51300,true,"https://www.growbaratochile.cl/parafernalia/k165-heavy-bowl-bonglab.html",3004,Fumetas,"Calvo Glass Bong Sandblasted Straight Tube 40cm",69990,false,"https://fumetas.cl/calvo-glass-bong-sandblasted-straight-tube-40cm","-> prod 10291 (3t)"
95.3,3004,Fumetas,"Calvo Glass Bong Sandblasted Straight Tube 40cm",69990,false,"https://fumetas.cl/calvo-glass-bong-sandblasted-straight-tube-40cm",11407,GrowBarato Chile,"Bong K165 Heavy Bowl Azul | Bong de Vidrio Grande - GrowBarato Chile",61200,true,"https://www.growbaratochile.cl/bonglab/k165-heavy-bowl-bonglab.html","-> prod 10291 (3t)"
95.2,31720,Astro Growshop,"Saucer Rig-Bonglab - Verde azulado",29990,false,"https://astrogrowshop.cl/saucer-rig-bonglab?variant=Verde%20azulado",34750,Fumetas,"Calvo Glass Implosion Drop Rig 23cm - Verde",39990,true,"https://fumetas.cl/calvo-glass-implosion-drop-rig-23cm?variant=Verde","-> prod 10487 (3t)"
95.2,31433,Astro Growshop,"Bongbastic -Bonglab - verde",51990,true,"https://astrogrowshop.cl/bongbastic-k276-bonglab?variant=verde",34066,Fumetas,"Bonglab Bong K276 Bongbastic 45cm - Verde",67990,true,"https://fumetas.cl/bonglab-bongbastic-k276?variant=Verde","ambas huerfanas"
95.2,32848,Astro Growshop,"Bolso Ywiwis Antiolor-Ozeta - GOLLO",27990,true,"https://astrogrowshop.cl/bolso-ywiwis-antiolor-ozeta?variant=GOLLO",36121,Fumetas,"Ozeta Estuches Ywiwis Anti - Olor - Gollo",27990,true,"https://fumetas.cl/ozeta-estuches-ywiwis-anti-olor?variant=Gollo","-> prod 7885 (3t)"
95.1,30968,Astro Growshop,"Ceramics Grinder -Galaxy - Rosa",32990,true,"https://astrogrowshop.cl/ceramics-grinder-galaxy?variant=Rosa",33558,Fumetas,"Moledor Galaxy Cerámico 60mm - Rosado",31990,true,"https://fumetas.cl/moledor-galaxy-ceramico-60mm?variant=Rosado","ambas huerfanas"
95,13558,Fumetas,"Bong Inverted T 27cm",37990,false,"https://fumetas.cl/bong-inverted-t-27cm",17171,Astro Growshop,"Saucer Rig-Bonglab",29990,true,"https://astrogrowshop.cl/saucer-rig-bonglab","-> prod 10487 (3t)"
95,12355,Astro Growshop,"Difusor 18Mm-Bonglab",4990,false,"https://astrogrowshop.cl/difusor-18mm-bonglab",13471,Fumetas,"Difusor Points 18mm-18mm - 13cm",3990,false,"https://fumetas.cl/difusor-bong-generico-18mm-18mm-13-cm","-> prod 10530 (2t)"
95,32603,Astro Growshop,"VAPORIZADOR G8000 ZERO -OXBAR - Cranberry Grape",11990,true,"https://astrogrowshop.cl/vaporizador-g8000-zero-oxbar?variant=Cranberry%20Grape",37427,Fumetas,"Oxbar Vaporizador Desechable G8K Puffs - Cranberry Grape",13990,true,"https://fumetas.cl/oxbar-vaporizador-desechable-g8k-puffs?variant=Cranberry%20Grape","ambas huerfanas"
