sim,category,brandKeyA,brandKeyB,idA,storeA,priceA,titleA,imgA,idB,storeB,priceB,titleB,imgB,priceRatio
0.55,Conos y blunts,lion-rolling-circus,lion-rolling-circus,15985,Piranha,1386,Blunt Wrap - Lion Rolling Circus Terpenes - Gelato,https://piranha.cl/11895-thickbox_default/blunt-wrap-lion-rolling-circus-terpenes-gelato.jpg,17946,Astro Growshop,1390,Blunt Hemp Wrap Terpenes Rolling Stones Lemon Haze- Lion Rolling Circus,https://cdnx.jumpseller.com/astrogrowshop/image/70609196/imagen_1_28874.webp?1765566452,1.00
0.50,Pipas,top-smoke,top-smoke,490,Piranha,8990,Pipa Pyrex Top Smoke | PIRANHA,https://piranha.cl/23314-thickbox_default/pipa-top-smoke-premium-pyrex-35-9cm-aprox-diseno-aleatorio.jpg,1134,Astro Growshop,9990,Pipa Pyrex Chromatic 114- Top Smoke,https://cdnx.jumpseller.com/astrogrowshop/image/70601860/imagen_1_29694.webp?1765551085,1.11
0.50,Pipas,top-smoke,top-smoke,490,Piranha,8990,Pipa Pyrex Top Smoke | PIRANHA,https://piranha.cl/23314-thickbox_default/pipa-top-smoke-premium-pyrex-35-9cm-aprox-diseno-aleatorio.jpg,1169,Astro Growshop,9990,Pipa Pyrex Predator X 93- Top Smoke,https://cdnx.jumpseller.com/astrogrowshop/image/70607791/imagen_1_29632.webp?1765563290,1.11
0.50,Pipas,top-smoke,top-smoke,490,Piranha,8990,Pipa Pyrex Top Smoke | PIRANHA,https://piranha.cl/23314-thickbox_default/pipa-top-smoke-premium-pyrex-35-9cm-aprox-diseno-aleatorio.jpg,2689,Astro Growshop,9990,Pipa Pyrex Apollyon 126- Top Smoke,https://cdnx.jumpseller.com/astrogrowshop/image/70601698/imagen_1_29730.webp?1765550784,1.11
0.50,Pipas,top-smoke,top-smoke,490,Piranha,8990,Pipa Pyrex Top Smoke | PIRANHA,https://piranha.cl/23314-thickbox_default/pipa-top-smoke-premium-pyrex-35-9cm-aprox-diseno-aleatorio.jpg,2690,Astro Growshop,9990,Pipa Pyrex Armageddon 87- Top Smoke,https://cdnx.jumpseller.com/astrogrowshop/image/70601708/imagen_2_29615.webp?1765550811,1.11
0.50,Pipas,top-smoke,top-smoke,490,Piranha,8990,Pipa Pyrex Top Smoke | PIRANHA,https://piranha.cl/23314-thickbox_default/pipa-top-smoke-premium-pyrex-35-9cm-aprox-diseno-aleatorio.jpg,2692,Astro Growshop,9990,Pipa Pyrex Blackout 107- Top Smoke,https://cdnx.jumpseller.com/astrogrowshop/image/70601721/imagen_2_29675.webp?1765550834,1.11
0.50,Pipas,top-smoke,top-smoke,490,Piranha,8990,Pipa Pyrex Top Smoke | PIRANHA,https://piranha.cl/23314-thickbox_default/pipa-top-smoke-premium-pyrex-35-9cm-aprox-diseno-aleatorio.jpg,2693,Astro Growshop,9990,Pipa Pyrex Blast 18- Top Smoke,https://cdnx.jumpseller.com/astrogrowshop/image/70601740/imagen_1_29383.webp?1765550865,1.11
0.50,Pipas,top-smoke,top-smoke,490,Piranha,8990,Pipa Pyrex Top Smoke | PIRANHA,https://piranha.cl/23314-thickbox_default/pipa-top-smoke-premium-pyrex-35-9cm-aprox-diseno-aleatorio.jpg,2694,Astro Growshop,9990,Pipa Pyrex Blitz 60- Top Smoke,https://cdnx.jumpseller.com/astrogrowshop/image/70601757/imagen_1_29533.webp?1765550891,1.11
0.50,Pipas,top-smoke,top-smoke,490,Piranha,8990,Pipa Pyrex Top Smoke | PIRANHA,https://piranha.cl/23314-thickbox_default/pipa-top-smoke-premium-pyrex-35-9cm-aprox-diseno-aleatorio.jpg,2696,Astro Growshop,9990,Pipa Pyrex Catalyst 86- Top Smoke,https://cdnx.jumpseller.com/astrogrowshop/image/70601874/imagen_1_29611.webp?1765551140,1.11
0.50,Pipas,top-smoke,top-smoke,490,Piranha,8990,Pipa Pyrex Top Smoke | PIRANHA,https://piranha.cl/23314-thickbox_default/pipa-top-smoke-premium-pyrex-35-9cm-aprox-diseno-aleatorio.jpg,2700,Astro Growshop,8990,Pipa Pyrex Cyclotron 118- Top Smoke,https://cdnx.jumpseller.com/astrogrowshop/image/70601818/imagen_3_29708.webp?1765551009,1.00
0.50,Pipas,top-smoke,top-smoke,490,Piranha,8990,Pipa Pyrex Top Smoke | PIRANHA,https://piranha.cl/23314-thickbox_default/pipa-top-smoke-premium-pyrex-35-9cm-aprox-diseno-aleatorio.jpg,2701,Astro Growshop,9990,Pipa Pyrex Darkwave 27- Top Smoke,https://cdnx.jumpseller.com/astrogrowshop/image/70602006/imagen_3_29424.webp?1765551418,1.11
0.50,Pipas,top-smoke,top-smoke,490,Piranha,8990,Pipa Pyrex Top Smoke | PIRANHA,https://piranha.cl/23314-thickbox_default/pipa-top-smoke-premium-pyrex-35-9cm-aprox-diseno-aleatorio.jpg,2702,Astro Growshop,9990,Pipa Pyrex Deathcore 110- Top Smoke,https://cdnx.jumpseller.com/astrogrowshop/image/70606809/imagen_2_29684.webp?1765560928,1.11
0.50,Pipas,top-smoke,top-smoke,490,Piranha,8990,Pipa Pyrex Top Smoke | PIRANHA,https://piranha.cl/23314-thickbox_default/pipa-top-smoke-premium-pyrex-35-9cm-aprox-diseno-aleatorio.jpg,2704,Astro Growshop,9990,Pipa Pyrex Dominion 40- Top Smoke,https://cdnx.jumpseller.com/astrogrowshop/image/70601893/imagen_1_29473.webp?1765551192,1.11
0.50,Pipas,top-smoke,top-smoke,490,Piranha,8990,Pipa Pyrex Top Smoke | PIRANHA,https://piranha.cl/23314-thickbox_default/pipa-top-smoke-premium-pyrex-35-9cm-aprox-diseno-aleatorio.jpg,2706,Astro Growshop,10990,Pipa Pyrex Drakon 58- Top Smoke,https://cdnx.jumpseller.com/astrogrowshop/image/70601972/imagen_1_29527.webp?1765551371,1.22
0.50,Pipas,top-smoke,top-smoke,490,Piranha,8990,Pipa Pyrex Top Smoke | PIRANHA,https://piranha.cl/23314-thickbox_default/pipa-top-smoke-premium-pyrex-35-9cm-aprox-diseno-aleatorio.jpg,2707,Astro Growshop,9990,Pipa Pyrex Eclipse 14- Top Smoke,https://cdnx.jumpseller.com/astrogrowshop/image/70606829/imagen_1_29365.webp?1765560959,1.11
0.50,Pipas,top-smoke,top-smoke,490,Piranha,8990,Pipa Pyrex Top Smoke | PIRANHA,https://piranha.cl/23314-thickbox_default/pipa-top-smoke-premium-pyrex-35-9cm-aprox-diseno-aleatorio.jpg,2709,Astro Growshop,9990,Pipa Pyrex Exodus 125- Top Smoke,https://cdnx.jumpseller.com/astrogrowshop/image/70606882/imagen_1_29727.webp?1765561008,1.11
0.50,Pipas,top-smoke,top-smoke,490,Piranha,8990,Pipa Pyrex Top Smoke | PIRANHA,https://piranha.cl/23314-thickbox_default/pipa-top-smoke-premium-pyrex-35-9cm-aprox-diseno-aleatorio.jpg,2710,Astro Growshop,9990,Pipa Pyrex Flux 23- Top Smoke,https://cdnx.jumpseller.com/astrogrowshop/image/70606894/imagen_2_29405.webp?1765561033,1.11
0.50,Pipas,top-smoke,top-smoke,490,Piranha,8990,Pipa Pyrex Top Smoke | PIRANHA,https://piranha.cl/23314-thickbox_default/pipa-top-smoke-premium-pyrex-35-9cm-aprox-diseno-aleatorio.jpg,2711,Astro Growshop,9990,Pipa Pyrex Fluxion 74- Top Smoke,https://cdnx.jumpseller.com/astrogrowshop/image/70606903/imagen_1_29575.webp?1765561058,1.11
0.50,Pipas,top-smoke,top-smoke,490,Piranha,8990,Pipa Pyrex Top Smoke | PIRANHA,https://piranha.cl/23314-thickbox_default/pipa-top-smoke-premium-pyrex-35-9cm-aprox-diseno-aleatorio.jpg,2713,Astro Growshop,9990,Pipa Pyrex Ghost 76- Top Smoke,https://cdnx.jumpseller.com/astrogrowshop/image/77689976/pipa-pyrex-ghost-76-top-smoke-turquesa.webp?1781274976,1.11
0.50,Pipas,top-smoke,top-smoke,490,Piranha,8990,Pipa Pyrex Top Smoke | PIRANHA,https://piranha.cl/23314-thickbox_default/pipa-top-smoke-premium-pyrex-35-9cm-aprox-diseno-aleatorio.jpg,2714,Astro Growshop,9990,Pipa Pyrex Havoc 37- Top Smoke,https://cdnx.jumpseller.com/astrogrowshop/image/70606941/imagen_1_29464.webp?1765561134,1.11
