score;mismaMarca;ratio;offerId;offerPrice;offerTitle;productId;tiendasProducto;precioMinProducto;productName;tokensComunes;offerUrl
0.385;0;1.01;31044;9990;"Moledor Aluminio 4 Partes 50MM Bt - Negro";6567;3;10100;"Moledor Bulldog Ámsterdam Metálico Silver 4 Partes";"moledor partes 50mm";"https://astrogrowshop.cl/moledor-aluminio-4-partes-50mm-bt?variant=Negro"
0.384;0;1.01;31039;9990;"Moledor Aluminio 4 Partes 50MM Bt - verde";6567;3;10100;"Moledor Bulldog Ámsterdam Metálico Silver 4 Partes";"moledor partes 50mm";"https://astrogrowshop.cl/moledor-aluminio-4-partes-50mm-bt?variant=verde"
0.383;0;1.01;31040;9990;"Moledor Aluminio 4 Partes 50MM Bt - azul";6567;3;10100;"Moledor Bulldog Ámsterdam Metálico Silver 4 Partes";"moledor partes 50mm";"https://astrogrowshop.cl/moledor-aluminio-4-partes-50mm-bt?variant=azul"
0.383;0;2.07;32427;2990;"Quemador Bong Cuerno Macho 14Mm - verde";10261;3;6200;"Calvo Glass Quemador Perlas - Macho 14mm";"quemador macho 14mm";"https://astrogrowshop.cl/quemador-bong-cuerno-macho-14mm?variant=verde"
0.380;0;1.01;31038;9990;"Moledor Aluminio 4 Partes 50MM Bt - Morado";6567;3;10100;"Moledor Bulldog Ámsterdam Metálico Silver 4 Partes";"moledor partes 50mm";"https://astrogrowshop.cl/moledor-aluminio-4-partes-50mm-bt?variant=Morado"
0.379;0;2.43;12380;8490;"Quemador Pyrex Abeja Macho 14Mm";5751;3;3490;"Calvo Glass Quemador Pyrex - Macho 14mm";"quemador pyrex macho 14mm";"https://astrogrowshop.cl/quemador-pyrex-abeja-14mm"
0.379;0;2.77;31041;9990;"Moledor Aluminio 4 Partes 50MM Bt - Dorado";5515;3;3600;"Moledor Metálico Lion Rolling Circus - 2 Partes";"moledor partes 50mm";"https://astrogrowshop.cl/moledor-aluminio-4-partes-50mm-bt?variant=Dorado"
0.378;0;1.55;32431;3990;"Quemador Bong Cuerno Macho 14Mm - Rojo";10261;3;6200;"Calvo Glass Quemador Perlas - Macho 14mm";"quemador macho 14mm";"https://astrogrowshop.cl/quemador-bong-cuerno-macho-14mm?variant=Rojo"
0.377;0;1.00;31037;7990;"Moledor Aluminio 4 Partes 40Mm Bt - LIGHT BLACK";6471;2;7990;"Moledor Bulldog 40mm 1 piso";"moledor partes 40mm";"https://astrogrowshop.cl/moledor-aluminio-4-partes-40mm-bt?variant=LIGHT%20BLACK"
0.376;0;1.34;31788;1000;"BLUNT HEMP WRAPS SABORES - SOULBLIME - TROPICAL SUMMER";10733;2;1341;"Lion Rolling Circus Hemp Wraps Terpenes Gelato x2";"blunt hemp wraps sabores";"https://astrogrowshop.cl/blunt-hemp-wraps-sabores-soulblime?variant=TROPICAL%20SUMMER"
0.376;0;2.07;32432;2990;"Quemador Bong Cuerno Macho 14Mm - Rosa";10261;3;6200;"Calvo Glass Quemador Perlas - Macho 14mm";"quemador macho 14mm";"https://astrogrowshop.cl/quemador-bong-cuerno-macho-14mm?variant=Rosa"
