sim,category,brandKeyA,brandKeyB,idA,storeA,priceA,titleA,imgA,idB,storeB,priceB,titleB,imgB,priceRatio
0.44,Conos y blunts,blunt-wrap,blunt-wrap,502,"Piranha",1590,"Kush Blunt Hemp Wrap Terpene Infused (2u) | PIRANHA","https://piranha.cl/19428-thickbox_default/kush-blunt-hemp-wrap-terpene-infused-2u-sabor-a-eleccion.jpg",2082,"Fumetas",990,"Blunt Kush Hemp Wrap x2","https://cdnx.jumpseller.com/fumetas-store/image/34294874/Blunt-Herbal-Wraps-Variedad.webp?1778104502",1.61
0.44,Repuestos para bongs y vaporizadores,storz-bickel,storz-bickel,759,"Astro Growshop",84990,"Unidad De Enfriamiento Crafty Pack 3Uds-Storz &amp; Bickel","https://cdnx.jumpseller.com/astrogrowshop/image/71350725/imagen_1_26462.webp?1767377624",35554,"Fumetas",28990,"Storz &amp; Bickel Unidad de Enfriamiento Veazy - Negro","https://cdnx.jumpseller.com/fumetas-store/image/72782518/Storz_26Bickel-Unidad-de-Enfriamiento-Veazy.jpg?1770308760",2.93
0.44,Contenedores y estuches,bonglab,bonglab,816,"Astro Growshop",21990,"Jar Blanco Gold Ink 4Oz-Bonglab Re: Stash","https://cdnx.jumpseller.com/astrogrowshop/image/70135471/imagen_1_25883.webp?1764089594",35297,"Fumetas",23990,"BongLab Contenedor Re:Stash 4oz - Celeste","https://cdnx.jumpseller.com/fumetas-store/image/12961035/bonglab-re-stash-jar-celeste-4oz.jpg?1713223305",1.09
0.44,Contenedores y estuches,bonglab,bonglab,816,"Astro Growshop",21990,"Jar Blanco Gold Ink 4Oz-Bonglab Re: Stash","https://cdnx.jumpseller.com/astrogrowshop/image/70135471/imagen_1_25883.webp?1764089594",35298,"Fumetas",23990,"BongLab Contenedor Re:Stash 4oz - Negro","https://cdnx.jumpseller.com/fumetas-store/image/12961034/bonglab-re-stash-jar-negro-4oz.jpg?1713223305",1.09
0.44,Contenedores y estuches,bonglab,bonglab,816,"Astro Growshop",21990,"Jar Blanco Gold Ink 4Oz-Bonglab Re: Stash","https://cdnx.jumpseller.com/astrogrowshop/image/70135471/imagen_1_25883.webp?1764089594",35299,"Fumetas",23990,"BongLab Contenedor Re:Stash 4oz - Rosado","https://cdnx.jumpseller.com/fumetas-store/image/13025442/bonglab-re-stash-jar-rosado-4oz__1_.jpg?1713223305",1.09
0.44,Contenedores y estuches,bonglab,bonglab,816,"Astro Growshop",21990,"Jar Blanco Gold Ink 4Oz-Bonglab Re: Stash","https://cdnx.jumpseller.com/astrogrowshop/image/70135471/imagen_1_25883.webp?1764089594",35302,"Fumetas",23990,"BongLab Contenedor Re:Stash 4oz - Dorado","https://cdnx.jumpseller.com/fumetas-store/image/18223089/jar-blanco-gold-ink-4oz-bonglab-re-stash.jpg?1713223305",1.09
0.44,Repuestos para bongs y vaporizadores,,,1404,"GrowBarato Chile",3500,"Quemador Bowl Macho 18mm Colores Surtidos | Bowl para Bong Chile","https://www.growbaratochile.cl/11271-large_default/quemador-bowl-macho-18mm-colores.jpg",34102,"Fumetas",4990,"Quemador Macho 18mm - Diferentes Colores - Azul2","https://cdnx.jumpseller.com/fumetas-store/image/16987651/Quemador_macho_18mm_azul.jpg?1632505678",1.43
0.44,Repuestos para bongs y vaporizadores,,,1404,"GrowBarato Chile",3500,"Quemador Bowl Macho 18mm Colores Surtidos | Bowl para Bong Chile","https://www.growbaratochile.cl/11271-large_default/quemador-bowl-macho-18mm-colores.jpg",34103,"Fumetas",4990,"Quemador Macho 18mm - Diferentes Colores - Verde2","https://cdnx.jumpseller.com/fumetas-store/image/16987652/Quemador_macho_18mm_verde.jpg?1632505678",1.43
0.44,Conos y blunts,soulblime,soulblime,2912,"Fumetas",2390,"Soulblime 6 Conos Pre-enrolados Orgánicos King Size","https://cdnx.jumpseller.com/fumetas-store/image/54392959/6-Conos-Pre-enrolados-King-Size-Organic-Soulblime.jpg?1728420026",32257,"Astro Growshop",2390,"Conos King Size Unidad-Soulblime - Blanco","https://cdnx.jumpseller.com/astrogrowshop/image/70215893/imagen_1_24454.webp?1764270726",1.00
0.44,Conos y blunts,soulblime,soulblime,2912,"Fumetas",2390,"Soulblime 6 Conos Pre-enrolados Orgánicos King Size","https://cdnx.jumpseller.com/fumetas-store/image/54392959/6-Conos-Pre-enrolados-King-Size-Organic-Soulblime.jpg?1728420026",32258,"Astro Growshop",2390,"Conos King Size Unidad-Soulblime - Rosa","https://cdnx.jumpseller.com/astrogrowshop/image/75999577/imagen_1_24453.webp?1776874552",1.00
0.44,Conos y blunts,soulblime,soulblime,2914,"Fumetas",2390,"Soulblime 6 Conos Pre-enrolados Pink King Size","https://cdnx.jumpseller.com/fumetas-store/image/54392939/6-Conos-Pre-enrolados-King-Size-Rosados-Soulblime.jpg?1728419996",32257,"Astro Growshop",2390,"Conos King Size Unidad-Soulblime - Blanco","https://cdnx.jumpseller.com/astrogrowshop/image/70215893/imagen_1_24454.webp?1764270726",1.00
0.44,Conos y blunts,soulblime,soulblime,2914,"Fumetas",2390,"Soulblime 6 Conos Pre-enrolados Pink King Size","https://cdnx.jumpseller.com/fumetas-store/image/54392939/6-Conos-Pre-enrolados-King-Size-Rosados-Soulblime.jpg?1728419996",32258,"Astro Growshop",2390,"Conos King Size Unidad-Soulblime - Rosa","https://cdnx.jumpseller.com/astrogrowshop/image/75999577/imagen_1_24453.webp?1776874552",1.00
0.44,Contenedores y estuches,ozeta,ozeta,12263,"Astro Growshop",24990,"OZETA CHESTBAG 4X4 CON CLAVE - CAJA ROTA","https://cdnx.jumpseller.com/astrogrowshop/image/73241858/OULET32_20_282_29.webp?1770930201",33911,"Fumetas",42990,"Ozeta Chestbag 4x4 con clave - Anti-olor - Red","https://cdnx.jumpseller.com/fumetas-store/image/30330098/Ozeta-4x4-Red.webp?1780273605",1.72
0.44,Contenedores y estuches,ozeta,ozeta,12263,"Astro Growshop",24990,"OZETA CHESTBAG 4X4 CON CLAVE - CAJA ROTA","https://cdnx.jumpseller.com/astrogrowshop/image/73241858/OULET32_20_282_29.webp?1770930201",33913,"Fumetas",42990,"Ozeta Chestbag 4x4 con clave - Anti-olor - Amarillo","https://cdnx.jumpseller.com/fumetas-store/image/30330099/Ozeta-4x4-Yellow.webp?1780273605",1.72
0.44,Contenedores y estuches,ozeta,ozeta,12263,"Astro Growshop",24990,"OZETA CHESTBAG 4X4 CON CLAVE - CAJA ROTA","https://cdnx.jumpseller.com/astrogrowshop/image/73241858/OULET32_20_282_29.webp?1770930201",33914,"Fumetas",42990,"Ozeta Chestbag 4x4 con clave - Anti-olor - Rosado","https://cdnx.jumpseller.com/fumetas-store/image/30330095/Ozeta-4x4-Pink.webp?1780273605",1.72
0.44,Accesorios de extraccion,calvo,calvo,12344,"Astro Growshop",15990,"Bateria 510 Led 400Mah Black-Calvo Glass","https://cdnx.jumpseller.com/astrogrowshop/image/70927508/imagen_1_28410.webp?1766500717",35850,"Fumetas",9561,"Calvo Glass Batería Cartridge 510 - Tornasol","https://cdnx.jumpseller.com/fumetas-store/image/51962637/Bateria-para-Cartridge-Calvo-Glass-Tornasol.jpg?1738624006",1.67
0.44,Repuestos para bongs y vaporizadores,bonglab,bonglab,12843,"Fumetas",4990,"Bonglab Quemador Hembra 14mm Clear","https://cdnx.jumpseller.com/fumetas-store/image/17581472/bonglab-quemador-clear-hembra-18-mm.jpg?1632505801",31270,"Astro Growshop",4990,"Quemador Bowl Chico Hembra 14 Mm -Bonglab - CLEAR","https://cdnx.jumpseller.com/astrogrowshop/image/70238259/imagen_1_26210.webp?1764342410",1.00
0.44,Repuestos para bongs y vaporizadores,bonglab,bonglab,12843,"Fumetas",4990,"Bonglab Quemador Hembra 14mm Clear","https://cdnx.jumpseller.com/fumetas-store/image/17581472/bonglab-quemador-clear-hembra-18-mm.jpg?1632505801",31283,"Astro Growshop",4990,"Quemador Bowl Chico Hembra 14Mm - Bonglab - Azul oscuro","https://cdnx.jumpseller.com/astrogrowshop/image/72537894/QUEMADOR-BOWL-CHICA-HEMBRA-18.webp?1769788384",1.00
0.44,Repuestos para bongs y vaporizadores,bonglab,bonglab,12843,"Fumetas",4990,"Bonglab Quemador Hembra 14mm Clear","https://cdnx.jumpseller.com/fumetas-store/image/17581472/bonglab-quemador-clear-hembra-18-mm.jpg?1632505801",31287,"Astro Growshop",4990,"Quemador Bowl Chico Hembra 14Mm - Bonglab - Verde azulado","https://cdnx.jumpseller.com/astrogrowshop/image/72537903/QUEMADOR-BOWL-CHICA-HEMBRA-18-teal.webp?1769788384",1.00
0.44,Repuestos para bongs y vaporizadores,bonglab,bonglab,12843,"Fumetas",4990,"Bonglab Quemador Hembra 14mm Clear","https://cdnx.jumpseller.com/fumetas-store/image/17581472/bonglab-quemador-clear-hembra-18-mm.jpg?1632505801",31288,"Astro Growshop",4990,"Quemador Bowl Chico Hembra 14Mm - Bonglab - SMOKEY GRAY","https://cdnx.jumpseller.com/astrogrowshop/image/72545974/hermbra-144smoke-gre.png?1769788384",1.00
0.44,Repuestos para bongs y vaporizadores,bonglab,bonglab,13176,"Fumetas",5990,"BongLab Quemador Large Bowl - Macho 14mm","https://cdnx.jumpseller.com/fumetas-store/image/30831852/BongLab-Quemador-Large-Bowl-Macho-14mm.jpg?1673550973",31282,"Astro Growshop",4990,"Quemador Bowl Chico Hembra 14Mm - Bonglab - azul","https://cdnx.jumpseller.com/astrogrowshop/image/72537894/QUEMADOR-BOWL-CHICA-HEMBRA-18.webp?1769788384",1.20
0.44,Repuestos para bongs y vaporizadores,bonglab,bonglab,13176,"Fumetas",5990,"BongLab Quemador Large Bowl - Macho 14mm","https://cdnx.jumpseller.com/fumetas-store/image/30831852/BongLab-Quemador-Large-Bowl-Macho-14mm.jpg?1673550973",31284,"Astro Growshop",4990,"Quemador Bowl Chico Hembra 14Mm - Bonglab - GOLDEN","https://cdnx.jumpseller.com/astrogrowshop/image/72537928/QUEMADOR-BOWL-CHICA-HEMBRA-18-gold.jpg?1769788384",1.20
0.44,Repuestos para bongs y vaporizadores,bonglab,bonglab,13176,"Fumetas",5990,"BongLab Quemador Large Bowl - Macho 14mm","https://cdnx.jumpseller.com/fumetas-store/image/30831852/BongLab-Quemador-Large-Bowl-Macho-14mm.jpg?1673550973",31285,"Astro Growshop",4990,"Quemador Bowl Chico Hembra 14Mm - Bonglab - Morado","https://cdnx.jumpseller.com/astrogrowshop/image/72537898/QUEMADOR-BOWL-CHICA-HEMBRA-18morado.webp?1769788384",1.20
0.44,Repuestos para bongs y vaporizadores,bonglab,bonglab,13176,"Fumetas",5990,"BongLab Quemador Large Bowl - Macho 14mm","https://cdnx.jumpseller.com/fumetas-store/image/30831852/BongLab-Quemador-Large-Bowl-Macho-14mm.jpg?1673550973",31286,"Astro Growshop",4990,"Quemador Bowl Chico Hembra 14Mm - Bonglab - Rosa","https://cdnx.jumpseller.com/astrogrowshop/image/72537902/QUEMADOR-BOWL-CHICA-HEMBRA-18-pink.webp?1769788384",1.20
0.44,Repuestos para bongs y vaporizadores,bonglab,bonglab,13176,"Fumetas",5990,"BongLab Quemador Large Bowl - Macho 14mm","https://cdnx.jumpseller.com/fumetas-store/image/30831852/BongLab-Quemador-Large-Bowl-Macho-14mm.jpg?1673550973",31415,"Astro Growshop",5990,"Quemador Perlas Macho 14Mm - Bonglab - Azul oscuro","https://cdnx.jumpseller.com/astrogrowshop/image/72477071/quemador-macho-simpleperla-azul-oscuro-vertcial-frentejpg.webp?1769788145",1.00
0.44,Repuestos para bongs y vaporizadores,bonglab,bonglab,13176,"Fumetas",5990,"BongLab Quemador Large Bowl - Macho 14mm","https://cdnx.jumpseller.com/fumetas-store/image/30831852/BongLab-Quemador-Large-Bowl-Macho-14mm.jpg?1673550973",31420,"Astro Growshop",5990,"Quemador Perlas Macho 14Mm - Bonglab - Verde azulado","https://cdnx.jumpseller.com/astrogrowshop/image/72477078/quemador-macho-simpleperla-verde-frentejpg.webp?1769788145",1.00
0.44,Repuestos para bongs y vaporizadores,bonglab,bonglab,13176,"Fumetas",5990,"BongLab Quemador Large Bowl - Macho 14mm","https://cdnx.jumpseller.com/fumetas-store/image/30831852/BongLab-Quemador-Large-Bowl-Macho-14mm.jpg?1673550973",31422,"Astro Growshop",5990,"Quemador Perlas Macho 14Mm - Bonglab - SMOKEY GRAY","https://cdnx.jumpseller.com/astrogrowshop/image/72545783/Sin-t_C3_ADtulo-1.png?1769788146",1.00
0.44,Repuestos para bongs y vaporizadores,bonglab,bonglab,13288,"Fumetas",2990,"BongLab Clear Quemador hembra 18mm","https://cdnx.jumpseller.com/fumetas-store/image/11403736/bonglab-quemador-clear-hembra-18-mm.jpg?1622323862",31270,"Astro Growshop",4990,"Quemador Bowl Chico Hembra 14 Mm -Bonglab - CLEAR","https://cdnx.jumpseller.com/astrogrowshop/image/70238259/imagen_1_26210.webp?1764342410",1.67
0.44,Otros parafernalia,blazy-susan,blazy-susan,13623,"Fumetas",6990,"Blazy Susan Cotonitos Pink 300 Unidades","https://cdnx.jumpseller.com/fumetas-store/image/49849475/Cotonitos-300-Unidades-Blazy-Susan.jpg?1718664772",15660,"Piranha",8990,"Cotonitos Blazy Susan 300u (Pink/White) | PIRANHA","https://piranha.cl/18168-thickbox_default/cotonitos-extractos-blazy-susan-300u-pinkwhite.jpg",1.29
0.44,Repuestos para bongs y vaporizadores,,calvo,13672,"Fumetas",3490,"Quemador Glass Cap - Macho 18mm","https://cdnx.jumpseller.com/fumetas-store/image/9374086/GSP69.jpg?1600364681",31349,"Astro Growshop",6990,"Quemador Perlas Macho 18Mm-Calvo Glass - Verde azulado","https://cdnx.jumpseller.com/astrogrowshop/image/74869182/imagen_1_16245.webp?1773937786",2.00
