dist,category,aId,aStore,aProd,aPrice,aTitle,bId,bStore,bProd,bPrice,bTitle
26,"Pipas",11074,3,,3469,"Hemper Quick Hitter Arándano | PIRANHA",34022,2,,3951,"Hemper Quick Hitter Multiuso x2 - Blueberry"
26,"Repuestos para bongs y vaporizadores",31342,1,,5990,"Quemador Perlas Macho 18 Mm -Bonglab - Morado",33995,2,,4401,"Bonglab Quemador Perlas - Macho 18mm - Morado"
26,"Repuestos para bongs y vaporizadores",31412,1,,5990,"Quemador Macho 18Mm -Bonglab - MILK GREEN",33984,2,,4990,"Bonglab Quemador Macho 18mm - Verde"
26,"Vaporizadores herbales",14221,3,10321,269691,"Vaporizador Focus V Carta Sport | PIRANHA",31572,1,,269790,"VAPORIZADOR CARTA SPORT -FOCUS V - Naranjo"
27,"Bongs",32720,1,,36990,"Rig Dragon Ball Z -Calvo Glass - verde",34709,2,,31491,"Calvo Bong Sphere Dragon Rig 22cm - Verde"
28,"Bandejas y ceniceros",1294,3,5731,13941,"Cenicero Blazy Susan Deluxe (Color a elección) | PIRANH",32489,1,,13990,"Cenicero Deluxe Silicona -Blazy Susan - Amarillo"
28,"Bongs",31669,1,,20990,"Little Buchner-Bonglab - Negro",37483,2,,22990,"Bonglab Bong KS10 Little Buchner 25cm - Negro"
28,"Pipas",11075,3,,3469,"Hemper Quick Hitter Sandía | PIRANHA",34025,2,,3951,"Hemper Quick Hitter Multiuso x2 - Watermelon"
28,"Repuestos para bongs y vaporizadores",15559,3,10359,4990,"Difusor Bonglab 14mm/14cm Morado | PIRANHA",32199,1,,3990,"Difusor Logo Purple 14Mm-Bonglab (14Cm/12Cm) - 14 CM"
29,"Bongs",917,3,10193,59992,"Bong Space Opera Waterpipe 30cm",34994,2,,65241,"Calvo Glass Bong Alien 30cm - Verde"
30,"Accesorios de extraccion",2002,2,10119,7490,"Bonglab Banger Cuarzo 90° - Macho 10mm",31276,1,,7990,"Banger Cuarzo Simple 90 Grados -Bonglab - 10MM"
30,"Bongs",1059,3,10290,52191,"Bong Calvo Abeja Color Blue Shower Perc 35cm",34992,2,,56541,"Calvo Glass Bong Abejas 35cm - Ámbar"
30,"Moledores",487,3,5510,9990,"Contenedor Moledor Herb Saver x Blazy Susan (Color Alea",33626,2,,13390,"Blazy Susan Moledor Contenedor Mini Herb Saver Rosado -"
30,"Moledores",1185,1,5504,17990,"Moledor Lite 63Mm- Calvo Glass",33666,2,,17990,"Moledor Calvo Lite Aluminio 63mm - Rosado"
31,"Otros parafernalia",16001,3,10391,43990,"Case XL - OZeta | PIRANHA",36119,2,,43990,"Ozeta Case XL - Anti-olor - Grande"
31,"Papelillos",12319,1,,990,"Papelillo Sabor Bubble Gum 1 1/4 Unidad",37801,2,,1190,"Juicy Jays Papelillos de Sabores 1 1/4 - Bubble Gum"
32,"Filtros y boquillas",13412,2,,75990,"Kasvi Filtro de Carbon Activo 125 x 400",31749,1,,80990,"Filtro De Carbón Activado-Kasvi - 125X400 MM"
32,"Otros parafernalia",16001,3,10391,43990,"Case XL - OZeta | PIRANHA",32675,1,,43990,"CASE XL LOGO GRANDE NEGRO-OZETA"
33,"Otros parafernalia",13622,2,10351,3990,"Blazy Susan Cotonitos Pink 100 Unidades",31790,1,,3990,"Cotonitos Pink -Blazy Susan - 100 UND"
33,"Repuestos para bongs y vaporizadores",32104,1,,23990,"Atrapa Ceniza Panal Triple 14Mm-Bonglab - Azul",34642,2,,22990,"BongLab AtrapaCenizas Triple HoneyComb - Macho 14mm - A"
34,"Accesorios de extraccion",2004,2,10119,7490,"BongLab Banger Cuarzo 90° - Macho 14mm",31277,1,,6990,"Banger Cuarzo Simple 90 Grados -Bonglab - 14MM"
34,"Bongs",31357,1,,66990,"Big Blow-Bonglab - Morado",34380,2,,66990,"Bonglab Bong Pyrex K41 Big Blow 46cm - Morado"
34,"Moledores",31070,1,,17990,"Moledor Lite 63Mm- Calvo Glass - Rojo",33670,2,,17990,"Moledor Calvo Lite Aluminio 63mm - Rojo"
35,"Bongs",31764,1,,50990,"Mercurial KH1-Bonglab - KH1",34954,2,,47990,"BongLab Bong KH1 Mercurial 24cm - Azul"
35,"Pipas",11074,3,,3469,"Hemper Quick Hitter Arándano | PIRANHA",34024,2,,3951,"Hemper Quick Hitter Multiuso x2 - Grape"
36,"Pipas",5472,3,5795,21592,"Pipa Konjurer PieceMaker",33607,2,,17990,"PMG Pipa Konjurer 32cm - Indy Glow"
37,"Bongs",31662,1,,27990,"Jelly Drop-Bonglab - Morado",33841,2,,29990,"Bonglab Bong Jelly Drop 20cm - Morado"
37,"Papelillos",12375,1,,990,"Papelillo Sabor Strawberry 1 1/4 Unidad",37792,2,,1190,"Juicy Jays Papelillos de Sabores 1 1/4 - Strawberry"
37,"Repuestos para bongs y vaporizadores",6907,2,6020,4990,"Bonglab Quemador Macho 14mm Clear",31407,1,,3990,"Quemador Macho 14Mm -Bonglab - CLEAR"
38,"Accesorios de extraccion",2150,2,,8990,"Banger Calvo Flat Bucket 90° - Macho 10mm",32873,1,,7990,"Flat Bucket Banger -Calvo (45° 10Mm/45° 14Mm/90° 10Mm/9"
39,"Bongs",31661,1,,27990,"Jelly Drop-Bonglab - azul",33842,2,,29990,"Bonglab Bong Jelly Drop 20cm - Azul"
39,"Bongs",31764,1,,50990,"Mercurial KH1-Bonglab - KH1",34953,2,,47990,"BongLab Bong KH1 Mercurial 24cm - Gris"
39,"Repuestos para bongs y vaporizadores",14207,3,10257,6990,"Quemador Macho Perlas Bonglab 18mm | PIRANHA",31344,1,,5990,"Quemador Perlas Macho 18 Mm -Bonglab - Verde azulado"
40,"Moledores",31071,1,,17990,"Moledor Lite 63Mm- Calvo Glass - Plata",33667,2,,17990,"Moledor Calvo Lite Aluminio 63mm - Plateado"
41,"Accesorios de extraccion",16077,3,10548,9891,"Vaporizador para Cartridge Yocan Flat | PIRANHA",33091,1,,9990,"VAPORIZADOR YOCAN FLAT - Negro"
41,"Vaporizadores herbales",12969,2,10321,289990,"Focus V Vaporizador Carta Sport",31573,1,,269790,"VAPORIZADOR CARTA SPORT -FOCUS V - Negro"
42,"Encendedores y sopletes",12583,1,10661,14990,"Soplete Rubber Mod Orange-Calvo Glass",35961,2,,14990,"Special Blue Soplete Portatil Mod Rubber - Naranjo"
42,"Encendedores y sopletes",33041,1,10666,20990,"Soplete Flex -Ignite - Negro",38366,3,,15992,"Encendedor Soplete Ignite Flex | PIRANHA"
42,"Pipas",5472,3,5795,21592,"Pipa Konjurer PieceMaker",33608,2,,17990,"PMG Pipa Konjurer 32cm - Kamo"
43,"Bongs",24544,2,,449990,"Stündenglass Gravity Hookah",31802,1,,449990,"Gravity Hookah -Stundenglass - Negro"
43,"Bongs",31622,1,,20990,"Classic Ice 26Cm-Bonglab - azul",34674,2,,22990,"Bonglab Bong KS11 Classic Ice 26cm - Azul"
43,"Otros parafernalia",15658,3,10351,3990,"Cotonitos Blazy Susan 100u (Pink/White) | PIRANHA",31790,1,,3990,"Cotonitos Pink -Blazy Susan - 100 UND"
45,"Accesorios de extraccion",2086,2,10560,539990,"Puffco Vaporizador New Peak Pro + Chamber 3D XL",31828,1,,549990,"New Peak Pro (Color a elección)-Puffco - ONYX"
46,"Bongs",31435,1,,51990,"Bongbastic -Bonglab - Negro",34069,2,,67990,"Bonglab Bong K276 Bongbastic 45cm - Negro"
48,"Accesorios de extraccion",31829,1,,549990,"New Peak Pro (Color a elección)-Puffco - Pearl",34356,2,10561,539990,"Puffco Vaporizador New Peak Pro + Chamber 3D XL - Pearl"
49,"Bongs",17170,1,10465,34990,"Prisma Plus -Bonglab",33943,2,,30990,"Bonglab Bong Prisma Plus 9cm - Amarillo"
50,"Bongs",13282,2,10465,30990,"Bonglab Bong Prisma Plus 9cm",31715,1,,34990,"Prisma Plus -Bonglab - AMBAR"
50,"Pipas",8122,2,,4390,"Hemper Quick Hitter Multiuso x2",11073,3,,3469,"Hemper Quick Hitter Uva | PIRANHA"
50,"Pipas",11073,3,,3469,"Hemper Quick Hitter Uva | PIRANHA",34022,2,,3951,"Hemper Quick Hitter Multiuso x2 - Blueberry"
51,"Accesorios de extraccion",15886,3,,66491,"Saber Electronic Dab Tool Focus V | PIRANHA",36085,2,,49990,"Focus V Saber - Dabber Eléctronico - Jade"
51,"Accesorios de extraccion",18202,1,,89990,"NEW HOT KNIFE-PUFFCO",34373,2,,79990,"Puffco Hot Knife - Dabber eléctronico - Dessert"
51,"Repuestos para bongs y vaporizadores",3369,3,5749,4990,"Quemador Bowl Chico Hembra Bonglab 14mm | PIRANHA",31285,1,,4990,"Quemador Bowl Chico Hembra 14Mm - Bonglab - Morado"
51,"Repuestos para bongs y vaporizadores",14283,3,10375,6951,"Difusor Premium Calvo 14mm",31585,1,,7990,"Difusor Premium -Calvo Glass - TRANSLUCENT YELLOW"
52,"Accesorios de extraccion",683,3,10503,79992,"Vaporizador de Extractos Yocan Pocket | PIRANHA",33093,1,,94990,"VAPORIZADOR YOCAN POCKET - azul"
52,"Otros parafernalia",26061,2,10670,73980,"Cookies X Stündenglass - Wall Mount",33407,1,,71990,"Wall Mount -Stundenglass - SR GREENTHUMBS"
52,"Vaporizadores electronicos",32629,1,,8990,"Vaporizador Mini 2200 -Oxbar - LIMONADA DE ARANDANO",38920,3,,7992,"Oxbar Mini 2200 Strawberry Ice Lemon 4,5% | PIRANHA"
53,"Bongs",31624,1,,20990,"Classic Ice 26Cm-Bonglab - Negro",34671,2,,22990,"Bonglab Bong KS11 Classic Ice 26cm - Negro"
53,"Conos y blunts",15985,3,,1386,"Blunt Wrap - Lion Rolling Circus Terpenes - Gelato",20229,2,,1490,"LRC Blunt Hemp Wraps Terpenes x2 - Sabores"
53,"Conos y blunts",15985,3,,1386,"Blunt Wrap - Lion Rolling Circus Terpenes - Gelato",37567,2,,1341,"LRC Blunt Hemp Wraps Terpenes x2 - Sabores - Gelato"
53,"Encendedores y sopletes",12583,1,10661,14990,"Soplete Rubber Mod Orange-Calvo Glass",35960,2,,14990,"Special Blue Soplete Portatil Mod Rubber - Celeste"
53,"Repuestos para bongs y vaporizadores",15788,3,10260,4990,"Difusor Bonglab 14mm/14cm | PIRANHA",31377,1,,3990,"Difusor 14Mm 14Cm - Bonglab - Morado"
54,"Repuestos para bongs y vaporizadores",33298,1,,16990,"Bateria Mystica Max -Airistech - WILDFLOWER BLACK",38603,3,,16641,"Batería Airistech Mystica Max | PIRANHA"
55,"Accesorios de extraccion",16077,3,10548,9891,"Vaporizador para Cartridge Yocan Flat | PIRANHA",33088,1,,9990,"VAPORIZADOR YOCAN FLAT - verde"
55,"Bandejas y ceniceros",16090,3,,3990,"Bandeja Soulblime",36539,2,,3590,"Soulblime bandejas pequeñas - Photography - Dientes"
55,"Repuestos para bongs y vaporizadores",33295,1,10681,16990,"Bateria Mystica Max -Airistech - LIME GREEN",38603,3,,16641,"Batería Airistech Mystica Max | PIRANHA"
56,"Encendedores y sopletes",32899,1,,18990,"Soplete X-Mini -Ignite - ORANGE",38408,3,,14392,"Soplete Ignite X-Mini | PIRANHA"
57,"Accesorios de extraccion",33091,1,,9990,"VAPORIZADOR YOCAN FLAT - Negro",39077,3,,9592,"Batería Vaporizador Cartridge Airis V2.0 - Airistech |"
57,"Repuestos para bongs y vaporizadores",33297,1,,16990,"Bateria Mystica Max -Airistech - PERSIAN RED",39257,3,,16641,"Batería Airistech Mystica Max | PIRANHA"
58,"Bongs",17170,1,10465,34990,"Prisma Plus -Bonglab",33940,2,,30990,"Bonglab Bong Prisma Plus 9cm - Rosado"
58,"Repuestos para bongs y vaporizadores",33290,1,,18990,"Bateria Mystica Ace -Airistech - PRAIRIE GREEN",39374,3,,19992,"Batería Mystica Ace - Airistech | PIRANHA"
59,"Bongs",858,3,5776,61191,"Bong Jelly Fish",31667,1,,67990,"Jelly Fish-Bonglab - verde"
59,"Moledores",31071,1,,17990,"Moledor Lite 63Mm- Calvo Glass - Plata",33672,2,,17990,"Moledor Calvo Lite Aluminio 63mm - Azul"
59,"Repuestos para bongs y vaporizadores",33293,1,,16990,"Bateria Mystica Max -Airistech - COCOA BROWN",38604,3,10681,16641,"Batería Airistech Mystica Max | PIRANHA"
60,"Conos y blunts",11214,3,10623,1000,"Hemp Wraps Blunt Soulblime | PIRANHA",36233,2,,1000,"Blunt Soulblime Hemp Wrap x2 - Original"
