offerId,store,title,top1_productId,top1_modelSlug,top1_stores,top1_sim,top1_brandKey,top1_tienda_ya_presente,top1_title,top2_productId,top2_modelSlug,top2_stores,top2_sim,top2_tienda_ya_presente,top3_productId,top3_modelSlug,top3_stores,top3_sim,top3_tienda_ya_presente
31270,astrogrowshop,"Quemador Bowl Chico Hembra 14 Mm -Bonglab - CLEAR",5749,bowl-bowl-14mm,3,0.857,bonglab,si,"Quemador Bowl Chico Hembra 14 Mm -Bonglab",5749,bowl-bowl-14mm,3,0.750,bonglab,si,"Quemador Bowl Chico Hembra 14 Mm -Bonglab - Ámbar",5749,bowl-bowl-14mm,3,0.625,bonglab,si,"Quemador Bowl Chico Hembra 14Mm - Bonglab"
31274,astrogrowshop,"Banger Cuarzo Simple 45 Grados -Bonglab - 10MM",5768,banger-simple-macho-45-14mm,4,0.857,bonglab,si,"Banger Cuarzo Simple 45 Grados -Bonglab",10119,banger-simple-macho-90-14mm,4,0.750,bonglab,si,"Banger Cuarzo Simple 90 Grados -Bonglab - 10MM",10119,banger-simple-macho-90-14mm,4,0.625,bonglab,si,"Banger Cuarzo Simple 90 Grados -Bonglab"
31275,astrogrowshop,"Banger Cuarzo Simple 45 Grados -Bonglab - 14MM",5768,banger-simple-macho-45-14mm,4,0.857,bonglab,si,"Banger Cuarzo Simple 45 Grados -Bonglab",10119,banger-simple-macho-90-14mm,4,0.750,bonglab,si,"Banger Cuarzo Simple 90 Grados -Bonglab - 14MM",10119,banger-simple-macho-90-14mm,4,0.625,bonglab,si,"Banger Cuarzo Simple 90 Grados -Bonglab"
31331,astrogrowshop,"Quemador Honeycomb Macho 14Mm -Bonglab - Morado",5746,bowl-honeycomb-14mm,4,0.833,bonglab,si,"Quemador Honeycomb Macho 14Mm -Bonglab",6020,bowl-14mm,3,0.833,bonglab,si,"Quemador Macho 14Mm -Bonglab - Morado",5746,bowl-honeycomb-14mm,4,0.667,bonglab,si,"Quemador Honeycomb Macho 14mm"
31339,astrogrowshop,"Quemador Perlas Macho 18 Mm -Bonglab - Azul oscuro",10257,bowl-perlas-18mm,3,0.857,bonglab,si,"Quemador Perlas Macho 18 Mm -Bonglab - azul",10257,bowl-perlas-18mm,3,0.714,bonglab,si,"Quemador Perlas Macho 18 Mm -Bonglab",10257,bowl-perlas-18mm,3,0.625,bonglab,si,"Quemador Perlas Macho 18 Mm -Bonglab - AMBAR"
31349,astrogrowshop,"Quemador Perlas Macho 18Mm-Calvo Glass - Verde azulado",5748,bowl-perlas-18mm,4,0.875,calvo,si,"Quemador Perlas Macho 18Mm-Calvo Glass - verde",5748,bowl-perlas-18mm,4,0.750,calvo,si,"Quemador Perlas Macho 18Mm-Calvo Glass",5748,bowl-perlas-18mm,4,0.667,calvo,si,"Quemador Perlas Macho 18Mm-Calvo Glass - azul"
31356,astrogrowshop,"Vaporizador Herbva 5G White-Airistech",10680,herbva-nokiva,3,0.286,airistech,si,"Airistech Vaporizador Herbva Nokiva - Negro",10680,herbva-nokiva,3,0.286,airistech,si,"Airistech Vaporizador Herbva Nokiva - Rojo",10680,herbva-nokiva,3,0.286,airistech,si,"Airistech Vaporizador Herbva Nokiva - Blanco"
31404,astrogrowshop,"Quemador Macho 14Mm -Bonglab - MILK GREEN",10297,bowl-macho-18mm,2,0.714,bonglab,si,"Quemador Macho 18Mm -Bonglab - MILK GREEN",6020,bowl-14mm,3,0.667,bonglab,si,"Quemador Macho 14Mm -Bonglab",5746,bowl-honeycomb-14mm,4,0.571,bonglab,si,"Quemador Honeycomb Macho 14Mm -Bonglab"
31539,astrogrowshop,"Quemador Macho 18Mm - Azul oscuro",10297,bowl-macho-18mm,2,0.600,bonglab,si,"Quemador macho 18mm",10257,bowl-perlas-18mm,3,0.571,bonglab,si,"Bonglab Quemador Perlas - Macho 18mm - Azul",10257,bowl-perlas-18mm,3,0.571,bonglab,si,"Quemador Perlas Macho 18 Mm -Bonglab - azul"
31541,astrogrowshop,"Quemador Macho 18Mm - azul",10297,bowl-macho-18mm,2,0.750,bonglab,si,"Quemador macho 18mm",10257,bowl-perlas-18mm,3,0.667,bonglab,si,"Bonglab Quemador Perlas - Macho 18mm - Azul",10257,bowl-perlas-18mm,3,0.667,bonglab,si,"Quemador Perlas Macho 18 Mm -Bonglab - azul"
31546,astrogrowshop,"Quemador Macho 18Mm - CLEAR",10297,bowl-macho-18mm,2,0.750,bonglab,si,"Quemador macho 18mm",10257,bowl-perlas-18mm,3,0.667,bonglab,si,"Quemador Perlas Macho 18 Mm -Bonglab - CLEAR",5747,bowl-honeycomb-18mm,5,0.600,bonglab,si,"Quemador Honeycomb Macho 18mm"
31775,astrogrowshop,"Wig Wag Hammer Pipe-Calvo Glass - ORANGE",6774,hammer-wag-wig,3,0.833,calvo,si,"Wig Wag Hammer Pipe-Calvo Glass",6774,hammer-wag-wig,3,0.714,calvo,si,"Wig Wag Hammer Pipe-Calvo Glass - Negro",6774,hammer-wag-wig,3,0.444,calvo,si,"Wig Wag Hammer Pipe Color Orange-Calvo Glass"
32076,astrogrowshop,"Quemador Rejilla Pyrex 14Mm Cono-Bonglab - Ámbar",5750,bowl-screen-14mm,2,0.833,bonglab,si,"Quemador Rejilla Pyrex 14Mm Cono-Bonglab",5749,bowl-bowl-14mm,3,0.375,bonglab,si,"Bonglab Quemador Hembra 14mm - Ambar",5750,bowl-screen-14mm,2,0.333,bonglab,si,"Bonglab Quemador con rejilla - Macho 14mm"
32077,astrogrowshop,"Quemador Rejilla Pyrex 14Mm Cono-Bonglab - Rosa",5750,bowl-screen-14mm,2,0.833,bonglab,si,"Quemador Rejilla Pyrex 14Mm Cono-Bonglab",5750,bowl-screen-14mm,2,0.333,bonglab,si,"Bonglab Quemador con rejilla - Macho 14mm",5751,bowl-14mm,3,0.333,calvo,no,"Calvo Glass Quemador Pyrex - Macho 14mm"
32104,astrogrowshop,"Atrapa Ceniza Panal Triple 14Mm-Bonglab - Azul",10309,atrapa-cenizas-triple-honeycomb-14mm,5,0.857,bonglab,si,"Atrapa Ceniza Panal Triple 14Mm-Bonglab",10316,atrapa-cenizas-triple-honeycomb-18mm,3,0.750,bonglab,si,"Atrapa Ceniza Panal Triple 18Mm-Bonglab - Azul",10316,atrapa-cenizas-triple-honeycomb-18mm,3,0.625,bonglab,si,"Atrapa Ceniza Panal Triple 18Mm-Bonglab"
32256,astrogrowshop,"Boquilla Herbva 5G-Airistech",10360,iq2-boquilla,3,0.167,davinci,si,"Boquilla DaVinci IQ2",10398,solid-valve-boquilla,2,0.167,storz-bickel,si,"Solid Valve Boquilla",5471,organic-con-tips,3,0.143,ocb,si,"Papelillo OCB Orgánico 1 ¼ + Boquilla"
33130,astrogrowshop,"Filtro Carbon Eco -Prima Klima - 150/400Mm 630M3/H",10725,carbon-activado-125x400,3,0.273,kasvi,si,"Filtro De Carbón Activado-Kasvi - 125X400 MM",10742,carbon-activado-150x400,3,0.273,kasvi,si,"Filtro De Carbón Activado-Kasvi - 150X400 MM",10243,paper-filter-slim,2,0.200,ocb,si,"FILTRO ECO SLIM 120UN"
33599,fumetas,"PieceMaker Pipa Kuban 11 cm - Maduro",6011,kuban,2,0.800,piecemaker,si,"PieceMaker Pipa Kuban 11 cm",6011,kuban,2,0.500,piecemaker,si,"Pipa Kuban PieceMaker 11cm (Color a elección) | PI",5491,karma,3,0.333,piecemaker,si,"Pipa Karma PieceMaker"
33664,fumetas,"Moledor Calvo Lite Aluminio 63mm - Turquesa",5504,lite-aluminio-63mm,3,0.833,calvo,si,"Moledor Calvo Lite Aluminio 63mm",5504,lite-aluminio-63mm,3,0.714,calvo,si,"Moledor Calvo Lite Aluminio 63mm - Rosado",5504,lite-aluminio-63mm,3,0.714,calvo,si,"Moledor Calvo Lite Aluminio 63mm - Plateado"
33669,fumetas,"Moledor Calvo Lite Aluminio 63mm - Morado",5504,lite-aluminio-63mm,3,0.833,calvo,si,"Moledor Calvo Lite Aluminio 63mm",5504,lite-aluminio-63mm,3,0.714,calvo,si,"Moledor Calvo Lite Aluminio 63mm - Rosado",5504,lite-aluminio-63mm,3,0.714,calvo,si,"Moledor Calvo Lite Aluminio 63mm - Plateado"
33672,fumetas,"Moledor Calvo Lite Aluminio 63mm - Azul",5504,lite-aluminio-63mm,3,0.833,calvo,si,"Moledor Calvo Lite Aluminio 63mm",5504,lite-aluminio-63mm,3,0.714,calvo,si,"Moledor Calvo Lite Aluminio 63mm - Rosado",5504,lite-aluminio-63mm,3,0.714,calvo,si,"Moledor Calvo Lite Aluminio 63mm - Plateado"
33739,fumetas,"Moledor SLX 50mm - Carbón",5999,ceramic-50mm,5,0.750,slx,si,"Moledor SLX 50mm",9852,ceramic-60mm,4,0.600,slx,si,"Moledor SLX 60mm - Carbón",6002,ceramic-90mm,4,0.400,slx,si,"Moledor SLX 90mm"
33741,fumetas,"Moledor SLX 50mm - Morado",5999,ceramic-50mm,5,0.750,slx,si,"Moledor SLX 50mm",9852,ceramic-60mm,4,0.600,slx,si,"Moledor SLX 60mm - Morado",6002,ceramic-90mm,4,0.600,slx,si,"Moledor SLX 90mm - Morado"
33742,fumetas,"Moledor SLX 50mm - Rosado",5999,ceramic-50mm,5,0.750,slx,si,"Moledor SLX 50mm",9852,ceramic-60mm,4,0.600,slx,si,"Moledor SLX 60mm - Rosado",6002,ceramic-90mm,4,0.400,slx,si,"Moledor SLX 90mm"
33743,fumetas,"Moledor SLX 50mm - Plateado",5999,ceramic-50mm,5,0.750,slx,si,"Moledor SLX 50mm",9852,ceramic-60mm,4,0.600,slx,si,"Moledor SLX 60mm - Plateado",6002,ceramic-90mm,4,0.400,slx,si,"Moledor SLX 90mm"
33744,fumetas,"Moledor SLX 50mm - Amarillo",5999,ceramic-50mm,5,0.750,slx,si,"Moledor SLX 50mm",9852,ceramic-60mm,4,0.600,slx,si,"Moledor SLX 60mm - Amarillo",6002,ceramic-90mm,4,0.400,slx,si,"Moledor SLX 90mm"
33745,fumetas,"Moledor SLX 50mm - Verde",5999,ceramic-50mm,5,0.750,slx,si,"Moledor SLX 50mm",9852,ceramic-60mm,4,0.600,slx,si,"Moledor SLX 60mm - Verde",6002,ceramic-90mm,4,0.600,slx,si,"Moledor SLX 90mm - Verde"
33859,fumetas,"Bonglab Quemador con rejilla - Macho 14mm - Azul",5750,bowl-screen-14mm,2,0.857,bonglab,si,"Bonglab Quemador con rejilla - Macho 14mm",10256,bowl-perlas-14mm,2,0.625,bonglab,si,"Bonglab Quemador Perlas - Macho 14mm - Azul",10256,bowl-perlas-14mm,2,0.625,bonglab,si,"Quemador Perlas Macho 14Mm - Bonglab - azul"
33969,fumetas,"Bonglab Quemador - Hembra 14mm 2.0 - Verde",5749,bowl-bowl-14mm,3,0.667,bonglab,si,"Bonglab Quemador Hembra 14mm",5749,bowl-bowl-14mm,3,0.571,bonglab,si,"Bonglab Quemador Hembra 14mm - Ambar",5749,bowl-bowl-14mm,3,0.556,bonglab,si,"Quemador Bowl Chico Hembra 14Mm - Bonglab - Verde "
33974,fumetas,"BongLab Quemador HoneyComb Macho 14mm - Morado",5746,bowl-honeycomb-14mm,4,0.833,bonglab,si,"BongLab Quemador HoneyComb Macho 14mm",10256,bowl-perlas-14mm,2,0.714,bonglab,si,"Bonglab Quemador Perlas - Macho 14mm - Morado",10256,bowl-perlas-14mm,2,0.714,bonglab,si,"Quemador Perlas Macho 14Mm - Bonglab - Morado"
33992,fumetas,"Bonglab Quemador Perlas - Macho 18mm - Rosado",10257,bowl-perlas-18mm,3,0.833,bonglab,si,"Bonglab Quemador Perlas - Macho 18mm",10297,bowl-macho-18mm,2,0.833,bonglab,si,"Bonglab Quemador Macho 18mm - Rosado",10257,bowl-perlas-18mm,3,0.714,bonglab,si,"Quemador Macho Perlas Bonglab 18mm | PIRANHA"
33997,fumetas,"Bonglab Quemador Perlas - Macho 18mm - Turquesa",10257,bowl-perlas-18mm,3,0.833,bonglab,si,"Bonglab Quemador Perlas - Macho 18mm",10257,bowl-perlas-18mm,3,0.714,bonglab,si,"Quemador Macho Perlas Bonglab 18mm | PIRANHA",10257,bowl-perlas-18mm,3,0.714,bonglab,si,"Bonglab Quemador Perlas - Macho 18mm - Negro"
34102,fumetas,"Quemador Macho 18mm - Diferentes Colores - Azul2",10297,bowl-macho-18mm,2,0.500,bonglab,si,"Quemador macho 18mm",5747,bowl-honeycomb-18mm,5,0.429,bonglab,si,"Quemador Honeycomb Macho 18mm",10297,bowl-macho-18mm,2,0.429,bonglab,si,"Bonglab Quemador Macho 18mm"
34323,fumetas,"Blazy Susan Gorro Bucket Fuzzy - Negro",10593,gorro-pescador-fuzzy,3,0.833,blazy-susan,si,"Blazy Susan Gorro Bucket Fuzzy",10593,gorro-pescador-fuzzy,3,0.714,blazy-susan,si,"Blazy Susan Gorro Bucket Fuzzy - Rosado",10593,gorro-pescador-fuzzy,3,0.714,blazy-susan,si,"Blazy Susan Gorro Bucket Fuzzy - Blanco"
34366,fumetas,"Peak Pro Joystick Cap Puffco - Onyx",10652,peak-pro-joystick-cap,3,0.833,puffco,si,"Peak Pro Joystick Cap Puffco",10652,peak-pro-joystick-cap,3,0.714,puffco,si,"Puffco Peak Pro Joystick Cap | PIRANHA",10652,peak-pro-joystick-cap,3,0.714,puffco,si,"Peak Pro Joystick Cap Puffco - Pearl"
34642,fumetas,"BongLab AtrapaCenizas Triple HoneyComb - Macho 14mm - Azul",10309,atrapa-cenizas-triple-honeycomb-14mm,5,0.857,bonglab,si,"BongLab AtrapaCenizas Triple HoneyComb - Macho 14m",10316,atrapa-cenizas-triple-honeycomb-18mm,3,0.750,bonglab,si,"BongLab AtrapaCenizas Triple HoneyComb - Macho 18m",10316,atrapa-cenizas-triple-honeycomb-18mm,3,0.625,bonglab,si,"BongLab AtrapaCenizas Triple HoneyComb - Macho 18m"
34775,fumetas,"Calvo Glass Quemador Perlas - Macho 18mm - Amarillo",5748,bowl-perlas-18mm,4,0.857,calvo,si,"Calvo Glass Quemador Perlas - Macho 18mm",10261,bowl-perlas-14mm,3,0.750,calvo,si,"Calvo Glass Quemador Perlas - Macho 14mm - Amarill",5748,bowl-perlas-18mm,4,0.750,calvo,si,"Calvo Glass Quemador Perlas - Macho 18mm - Verde"
34777,fumetas,"Calvo Glass Quemador Perlas - Macho 18mm - Turquesa",5748,bowl-perlas-18mm,4,0.857,calvo,si,"Calvo Glass Quemador Perlas - Macho 18mm",5748,bowl-perlas-18mm,4,0.750,calvo,si,"Calvo Glass Quemador Perlas - Macho 18mm - Verde",5748,bowl-perlas-18mm,4,0.750,calvo,si,"Calvo Glass Quemador Perlas - Macho 18mm - Azul"
34779,fumetas,"Calvo Glass Quemador Perlas - Macho 18mm - Azul Oscuro",5748,bowl-perlas-18mm,4,0.875,calvo,si,"Calvo Glass Quemador Perlas - Macho 18mm - Azul",5748,bowl-perlas-18mm,4,0.750,calvo,si,"Calvo Glass Quemador Perlas - Macho 18mm",5748,bowl-perlas-18mm,4,0.667,calvo,si,"Quemador Perlas Macho 18Mm-Calvo Glass - azul"
34869,fumetas,"Ozeta Estuche mediano 2023 - Anti-olor - Gris",5764,case-antiolor-medium,3,0.833,ozeta,si,"Ozeta Estuche mediano 2023 - Anti-olor",5764,case-antiolor-medium,3,0.667,ozeta,si,"Ozeta Estuche mediano - Anti-olor",5764,case-antiolor-medium,3,0.571,ozeta,si,"Ozeta Estuche mediano 2022 - Anti-olor"
34946,fumetas,"Bonglab Atrapa cenizas 6 brazos 45° - 14mm",10412,atrapaceniza-tree-clear-45,4,0.833,bonglab,si,"Bonglab Atrapa cenizas 6 brazos 45°",10412,atrapaceniza-tree-clear-45,4,0.714,bonglab,si,"Bonglab Atrapa cenizas 6 brazos 45° - 18mm",10296,atrapa-cenizas-macho-14mm,2,0.500,bonglab,si,"Bonglab Atrapa cenizas quemador macho 14mm"
35010,fumetas,"Calvo Glass Pipa Hammer WigWag 13cm - Verde",6774,hammer-wag-wig,3,0.857,calvo,si,"Calvo Glass Pipa Hammer WigWag 13cm",6774,hammer-wag-wig,3,0.750,calvo,si,"Calvo Glass Pipa Hammer WigWag 13cm - Negro",6774,hammer-wag-wig,3,0.333,calvo,si,"Pipa Calvo Glass Wig wag Hammer 13 cm vidrio premi"
35011,fumetas,"Calvo Glass Pipa Hammer WigWag 13cm - Azul",6774,hammer-wag-wig,3,0.857,calvo,si,"Calvo Glass Pipa Hammer WigWag 13cm",6774,hammer-wag-wig,3,0.750,calvo,si,"Calvo Glass Pipa Hammer WigWag 13cm - Negro",6774,hammer-wag-wig,3,0.333,calvo,si,"Pipa Calvo Glass Wig wag Hammer 13 cm vidrio premi"
35042,fumetas,"Vaporizador DaVinci IQ2 - Grey",9244,iq3,3,0.400,davinci,si,"Vaporizador DaVinci IQ3",10360,iq2-boquilla,3,0.400,davinci,si,"Boquilla DaVinci IQ2",10539,iqc,3,0.400,davinci,si,"Vaporizador DaVinci IQC"
35312,fumetas,"Calvo Pipa Hitter 12mm - Negro",6010,hitter,3,0.800,calvo,si,"Calvo Pipa Hitter 12mm",6010,hitter,3,0.667,calvo,si,"Calvo Pipa Hitter 12mm - Hunter",6010,hitter,3,0.556,calvo,si,"Pipa Hitter 12mm Calvo | One Hitter color rosa y n"
35382,fumetas,"Vaporizador PAX 3 - Basic Sand",10864,plus-complete-kit,2,0.250,pax,si,"PAX Vaporizador Plus Kit - Complete Periwinkle",10864,plus-complete-kit,2,0.250,pax,si,"PAX Vaporizador Plus Kit - Complete Sage",10862,plus-starter-kit,2,0.250,pax,si,"PAX Vaporizador Plus Kit - Starter Periwinkle"
35383,fumetas,"Vaporizador PAX 3 - Complete Sand",10864,plus-complete-kit,2,0.429,pax,si,"PAX Vaporizador Plus Kit - Complete Periwinkle",10864,plus-complete-kit,2,0.429,pax,si,"PAX Vaporizador Plus Kit - Complete Sage",10862,plus-starter-kit,2,0.250,pax,si,"PAX Vaporizador Plus Kit - Starter Periwinkle"
35692,fumetas,"Calvo Terp Balls Luminosas 4mm - Verde",10453,bateria-cartridge-510,3,0.200,calvo,si,"Calvo Glass Batería Cartridge 510 - Verde",10446,marble-set,3,0.200,calvo,si,"Calvo Glass Terp Slurper Marble Set",10193,space-opera-waterpipe,3,0.200,calvo,si,"Calvo Glass Bong Alien 30cm - Verde"
35799,fumetas,"Ryot Hitter de Aluminio Anodizado 6mm - Azul",10523,hitter,2,0.222,ozeta,no,"Hitter OZeta de vidrio",10347,filtro-carbon-activo-6mm,2,0.182,gizeh,si,"Filtros de Carbón Activado 6mm Gizeh",10671,lightning-63mm,4,0.182,galaxy,si,"Moledor Galaxy Lightning Aluminio 63mm - Azul"
36157,fumetas,"Special Blue Encendedor Soplete Mini Clear - Naranjo",10310,mini-rubber-2-0,3,0.667,special-blue,si,"Special Blue Encendedor Soplete Mini Rubber 2.0 - ",10310,mini-rubber-2-0,3,0.556,special-blue,si,"Special Blue Encendedor Soplete Mini Rubber 2.0",10310,mini-rubber-2-0,3,0.500,special-blue,si,"Special Blue Encendedor Soplete Mini Rubber 2.0 - "
36195,fumetas,"Airistech Vaporizador Herbva Viva - Blanco",10680,herbva-nokiva,3,0.667,airistech,si,"Airistech Vaporizador Herbva Nokiva - Blanco",10680,herbva-nokiva,3,0.429,airistech,si,"Airistech Vaporizador Herbva Nokiva - Negro",10680,herbva-nokiva,3,0.429,airistech,si,"Airistech Vaporizador Herbva Nokiva - Rojo"
36234,fumetas,"Blunt Soulblime Hemp Wrap x2 - Miel",10388,hemp-blunt-wrap-sabores,5,0.833,soulblime,si,"Blunt Soulblime Hemp Wrap x2",10388,hemp-blunt-wrap-sabores,5,0.714,soulblime,si,"Blunt Soulblime Hemp Wrap x2 - Banana",10388,hemp-blunt-wrap-sabores,5,0.714,soulblime,si,"Blunt Soulblime Hemp Wrap x2 - Melón"
36261,fumetas,"Vaporizador DaVinci Miqro C - Herbal - Rosado",8651,miqro-c,4,0.800,davinci,si,"Vaporizador DaVinci Miqro C - Herbal",9244,iq3,3,0.333,davinci,si,"Vaporizador DaVinci IQ3",10539,iqc,3,0.333,davinci,si,"Vaporizador DaVinci IQC"
36436,fumetas,"Focus V Aeris Bubbler - Negro",10435,aeris,3,0.400,focus-v,si,"Focus V Vaporizador Aeris",10435,aeris,3,0.333,focus-v,si,"Vaporizador Aeris Focus V | PIRANHA",10460,bateria-intercambiable-aeris,2,0.286,focus-v,no,"Batería Intercambiable Aeris Focus V | PIRANHA"
36539,fumetas,"Soulblime bandejas pequeñas - Photography - Dientes",10549,tabaquera,4,0.143,soulblime,si,"Tabaquera Soulblime | PIRANHA",10500,metalica-mix,2,0.143,soulblime,no,"Bandeja SoulBlime metálica",6003,tarjeta,3,0.143,soulblime,si,"Soulblime Tarjeta Moledor"
36706,fumetas,"Bandeja OCB Mediana - Negro",10566,bamboo-rolling-tray,2,0.600,ocb,si,"OCB Bandeja Bamboo - Mediana",10140,premium-king-size-slim,5,0.333,ocb,si,"Papelillo OCB Negro King Size Slim",6008,premium,5,0.333,ocb,si,"Papelillos OCB® Premium negro"
37320,fumetas,"Boquillas Vaporizador Nokiva - Regular",5737,m7,4,0.400,dynavap,si,"Vaporizador Dynavap M 7 - Regular",10680,herbva-nokiva,3,0.333,airistech,si,"Vaporizador Nokiva Kit-Airistech - Negro",10680,herbva-nokiva,3,0.333,airistech,si,"Vaporizador Nokiva Kit-Airistech - Blanco"
37353,fumetas,"Case Galaxy Contenedor Pre-roll - Rosado",10739,case-porta-joint,2,0.667,galaxy,si,"Case Galaxy Contenedor Pre-roll - Plateado",10739,case-porta-joint,2,0.250,galaxy,si,"Tubo Case Galaxy Porta Joint",10110,square-ceramic,3,0.250,galaxy,si,"Moledor Galaxy Square Cerámico - Rosado"
37356,fumetas,"Case Galaxy Contenedor Pre-roll - Oro",10739,case-porta-joint,2,0.667,galaxy,si,"Case Galaxy Contenedor Pre-roll - Plateado",10739,case-porta-joint,2,0.250,galaxy,si,"Tubo Case Galaxy Porta Joint",10694,quartz-63mm,2,0.222,galaxy,si,"Moledor Galaxy Quartz 63 mm - Oro rosa"
37537,fumetas,"Conos Blunt Kush Hemp x2 - Sabores - Grape",10381,blunt-hemp-wrap-x4,3,0.400,g-rollz,si,"G-Rollz Blunt Hemp Wrap X4 - Sabores - Grape",10557,blunt-pre-rolled-hemp-wrap-x2,2,0.364,g-rollz,si,"G-Rollz Blunt Pre Rolled Hemp Wrap x2 - Sabores",10733,terpenes-gelato,2,0.364,lion-rolling-circus,si,"LRC Blunt Hemp Wraps Terpenes x2 - Sabores - Gelat"
37554,fumetas,"Grav Pipa Rocker Steamroller 12cm - Rosado",5494,kazili,3,0.250,piecemaker,si,"PMG Pipa Kazili 12cm",5534,heavy-bubbler,2,0.222,cabo,si,"Cabo Pipa Heavy Bubbler 12cm",5486,classic-mini,2,0.200,american-helix,si,"American Helix Pipa Classic Mini 12cm"
37815,fumetas,"Vaporizador Puffco Peak 2024 - Negro",10648,new-peak-onyx,3,0.800,puffco,si,"Vaporizador Puffco Peak 2024",10735,new-peak-bliss,2,0.667,puffco,si,"Vaporizador Puffco Peak 2024 - Rosado",10677,new-peak-cloud,2,0.667,puffco,si,"Vaporizador Puffco Peak 2024 - Cloud"
60843,fumetas,"BongLab AtrapaCenizas Triple HoneyComb - Macho 14mm - Transp",10309,atrapa-cenizas-triple-honeycomb-14mm,5,0.857,bonglab,si,"BongLab AtrapaCenizas Triple HoneyComb - Macho 14m",10316,atrapa-cenizas-triple-honeycomb-18mm,3,0.750,bonglab,si,"BongLab AtrapaCenizas Triple HoneyComb - Macho 18m",10316,atrapa-cenizas-triple-honeycomb-18mm,3,0.625,bonglab,si,"BongLab AtrapaCenizas Triple HoneyComb - Macho 18m"
69010,kushbreak,"RYOT Hitter de Aluminio Anodizado",10523,hitter,2,0.286,ozeta,no,"Hitter OZeta de vidrio",5356,aluminio-73mm,4,0.167,galaxy,no,"Moledor Galaxy 73 mm - Grinder de Aluminio con Tam",10337,cenicero-bolsillo,3,0.143,raw,no,"Cenicero De Bolsillo-Raw"
69076,kushbreak,"Limpiador Dab cleaner ECO",10247,cleaner-500ml,2,0.286,bonglab,no,"Bonglab Limpiador Glass Cleaner 500 ml",10706,cleaner-1l,2,0.286,bonglab,no,"Bonglab Limpiador Glass Cleaner 1000 ml",10246,cleaner-250ml,3,0.286,bonglab,no,"Bonglab Limpiador Glass Cleaner 250 ml"
69078,kushbreak,"Pipa Pyrex",10357,pyrex-havocrush,2,0.400,top-smoke,no,"Pipa Pyrex Top Smoke | PIRANHA",10357,pyrex-havocrush,2,0.333,top-smoke,no,"Pipa Pyrex Havocrush 59- Top Smoke",5491,karma,3,0.250,piecemaker,no,"Pipa Karma PieceMaker"
69148,kushbreak,"RYOT SmellSafe HeadCase Black",10272,black-king-size-slim,3,0.143,raw,no,"Papelillos Black King Size Slim-Raw",10348,tips-black,3,0.143,raw,no,"Tips Black 1Ud-Raw",10520,billetera-black,3,0.143,ozeta,no,"Billetera Black - OZeta | PIRANHA"
69152,kushbreak,"Vaporizador Davinci IQC",10539,iqc,3,1.000,davinci,no,"Vaporizador DaVinci IQC",10539,iqc,3,0.750,davinci,no,"Vaporizador DaVinci IQC - Verde",10539,iqc,3,0.750,davinci,no,"Vaporizador DaVinci IQC - Azul"
69153,kushbreak,"Vaporizador Davinci Miqro",8651,miqro-c,4,0.750,davinci,no,"Vaporizador DaVinci Miqro C - Herbal",9244,iq3,3,0.500,davinci,no,"Vaporizador DaVinci IQ3",10539,iqc,3,0.500,davinci,no,"Vaporizador DaVinci IQC"
69169,kushbreak,"Encendedor Clipper® Geometric",10307,onis-1,2,0.500,clipper,no,"Encendedor Clipper Onis 1",10576,shinobis,2,0.500,clipper,no,"Encendedor Clipper Shinobis",10581,z-bunnys,2,0.500,clipper,no,"Encendedor Clipper Z-Bunnys"
69198,kushbreak,"Bolso OZeta Clip Pequeño",10505,clip-pequeno,2,0.750,ozeta,no,"OZeta Clip Pequeño",5765,case-antiolor-small,5,0.750,ozeta,si,"Bolso Ozeta Pequeño",10505,clip-pequeno,2,0.600,ozeta,no,"Ozeta Clip Pequeño - Anti-olor"
69199,kushbreak,"Bolso Ozeta Mediano",5761,case-antiolor-large,5,0.500,ozeta,si,"Bolso Ozeta Grande",5765,case-antiolor-small,5,0.500,ozeta,si,"Bolso Ozeta Pequeño",5764,case-antiolor-medium,3,0.400,ozeta,no,"Ozeta Estuche mediano - Anti-olor"
69224,kushbreak,"Shine Glass tip",10469,glass-bowl,3,0.250,stundenglass,no,"Glass Bowl-Stundenglass",10535,phantom-rig-22cm,2,0.200,calvo,no,"Rig Phantom-Calvo Glass",10637,mushroom-implosion-rig-30cm,2,0.167,calvo-glass,no,"Rig Mushroom Implossion-Calvo Glass"
69260,kushbreak,"Encendedor Ronson",10307,onis-1,2,0.250,clipper,no,"Encendedor Clipper Onis 1",10576,shinobis,2,0.250,clipper,no,"Encendedor Clipper Shinobis",10581,z-bunnys,2,0.250,clipper,no,"Encendedor Clipper Z-Bunnys"
69270,kushbreak,"Pioneer Glass Hand Pipe - MJ Arsenal",5490,horn,2,0.200,calvo,no,"Calvo Glass Pipa Horn Pipe 10 cm",6774,hammer-wag-wig,3,0.182,calvo,no,"Wig Wag Hammer Pipe Color Orange-Calvo Glass",10469,glass-bowl,3,0.143,stundenglass,no,"Glass Bowl-Stundenglass"
69339,kushbreak,"Puffco Pivot",10494,pivot,3,0.667,puffco,no,"Vaporizador Puffco Pivot",10494,pivot,3,0.500,puffco,no,"Vaporizador Puffco Pivot Pine - Puffco",10494,pivot,3,0.500,puffco,no,"Vaporizador Puffco Pivot | PIRANHA"
