sim,category,brandKeyA,brandKeyB,idA,storeA,priceA,titleA,imgA,idB,storeB,priceB,titleB,imgB,priceRatio
1.00,Papelillos,futurola,futurola,1205,"Fumetas",1290,"Futurola x Mike Tyson Papelillos 1 1/4 + Tips","https://cdnx.jumpseller.com/fumetas-store/image/46789833/Futurola_x_Myke_Tyson_Papelillos_1_14___Tips_2.jpg?1711136143",69015,"Kushbreak",2000,"Futurola x Mike Tyson Papelillos 1 1/4 + Tips","https://cdnx.jumpseller.com/kushbreak-growshop/image/47057539/Futurola_x_Myke_Tyson_Papelillos_1_14___Tips_2.jpg?1711570523",1.55
1.00,Encendedores y sopletes,blazer,blazer,69011,"Kushbreak",49990,"Blazer Big Buddy Soplete","https://cdnx.jumpseller.com/kushbreak-growshop/image/14358159/Big_buddy_blazer_torch_soplete_butano_cannabis_purple.png?1679515248",19561,"Fumetas",49990,"Blazer - Big Buddy Soplete","https://cdnx.jumpseller.com/fumetas-store/image/18392925/IMG_0014.jpg?1716155033",1.00
1.00,Repuestos para bongs y vaporizadores,,,12577,"Astro Growshop",3990,"Quemador Macho 18Mm","https://cdnx.jumpseller.com/astrogrowshop/image/72476806/AMBAR-1.webp?1769703980",69147,"Kushbreak",5990,"Quemador 18mm macho","https://cdnx.jumpseller.com/kushbreak-growshop/image/36976113/quemador-macho-18mm.jpg?1687983210",1.50
1.00,Repuestos para bongs y vaporizadores,,,12519,"Astro Growshop",3990,"Quemador Macho 14Mm","https://cdnx.jumpseller.com/astrogrowshop/image/72476847/AMBAR-1.webp?1774890330",80206,"Piranha",4990,"Quemador Macho 14mm","https://piranha.cl/11963-thickbox_default/quemador-macho-14mm.jpg",1.25
1.00,Repuestos para bongs y vaporizadores,,,12519,"Astro Growshop",3990,"Quemador Macho 14Mm","https://cdnx.jumpseller.com/astrogrowshop/image/72476847/AMBAR-1.webp?1774890330",69119,"Kushbreak",5990,"Quemador 14mm macho","https://cdnx.jumpseller.com/kushbreak-growshop/image/6528008/Quemador_macho_14mm_agarre_bong_cannabis.png?1679515229",1.50
1.00,Encendedores y sopletes,clipper,clipper,19889,"Fumetas",990,"Encendedor Clipper Dogs","https://cdnx.jumpseller.com/fumetas-store/image/17714892/CLIPPER_DOGS.jpg?1644353478",69133,"Kushbreak",1000,"Encendedor Clipper® Dogs","https://cdnx.jumpseller.com/kushbreak-growshop/image/21763598/Encendedor_Clipper_Dogs_perros_recargable_butano.png?1679515256",1.01
1.00,Encendedores y sopletes,clipper,clipper,19894,"Fumetas",990,"Encendedor Clipper Geometric","https://cdnx.jumpseller.com/fumetas-store/image/29820937/Clipper-Geometric.jpg?1669756271",69169,"Kushbreak",1000,"Encendedor Clipper® Geometric","https://cdnx.jumpseller.com/kushbreak-growshop/image/21763627/Encendedor_Clipper_Geometric_recargable_butano.png?1679515258",1.01
1.00,Otros parafernalia,ryot,ryot,19952,"Fumetas",12990,"Ryot 420 Kit Todo en 1","https://cdnx.jumpseller.com/fumetas-store/image/77578954/Ryot-4-en-1-Gris-2.jpg?1781036103",69026,"Kushbreak",12990,"Ryot 420 Kit Todo En 1","https://cdnx.jumpseller.com/kushbreak-growshop/image/51640336/ryot-420-kit-todo-en-1__1_.jpg?1723668946",1.00
1.00,Accesorios de extraccion,yocan,yocan,19969,"Fumetas",21990,"Yocan Vaporizador Batería Ziva - Cartridges","https://cdnx.jumpseller.com/fumetas-store/image/50426844/Vaporizador-Bateria-Cartridge-Ziva-Dark-Blue.webp?1721348358",69346,"Kushbreak",19990,"Yocan ZIVA - Batería para Cartridges","https://cdnx.jumpseller.com/kushbreak-growshop/image/51634114/yocan-ziva__3_.jpg?1741902854",1.10
1.00,Accesorios de extraccion,puffco,puffco,31772,"Astro Growshop",349990,"Vaporizador Proxy -Puffco - PROXY","https://cdnx.jumpseller.com/astrogrowshop/image/75999991/imagen_1_18381.webp?1776874747",69340,"Kushbreak",329990,"Puffco Proxy","https://cdnx.jumpseller.com/kushbreak-growshop/image/63590390/puffco-proxy__1_.jpg?1747680153",1.06
