offerId;variante;conStock;precio;productIds;slugs;tiendas;tipo;arreglaFalsoSinStock;skuYaEnDestino;titulo;url
32975;SPEARMINT;no;9990;10821|10836|10823|10822;life-pod/eco-pro-cartridge-8000-cherry-bomb|life-pod/eco-pro-cartridge-8000-triple-berry|life-pod/eco-pro-cartridge-8000-white-mocha-ice|life-pod/eco-pro-cartridge-8000-pear-ice;2|2|2|2;WILDCARD-necesita-juicio;no;no;Eco Pro Cartrige 8000 Puff 4,5%/45Mg - Life Pod - SPEARMINT;https://astrogrowshop.cl/eco-pro-cartrige-8000-puff-4545mg-life-pod?variant=SPEARMINT
32977;WATERMELON ICE;no;9990;10821|10836|10823|10822;life-pod/eco-pro-cartridge-8000-cherry-bomb|life-pod/eco-pro-cartridge-8000-triple-berry|life-pod/eco-pro-cartridge-8000-white-mocha-ice|life-pod/eco-pro-cartridge-8000-pear-ice;2|2|2|2;WILDCARD-necesita-juicio;no;no;Eco Pro Cartrige 8000 Puff 4,5%/45Mg - Life Pod - WATERMELON ICE;https://astrogrowshop.cl/eco-pro-cartrige-8000-puff-4545mg-life-pod?variant=WATERMELON%20ICE
32984;GREEN APPLE;no;9990;10821|10836|10823|10822;life-pod/eco-pro-cartridge-8000-cherry-bomb|life-pod/eco-pro-cartridge-8000-triple-berry|life-pod/eco-pro-cartridge-8000-white-mocha-ice|life-pod/eco-pro-cartridge-8000-pear-ice;2|2|2|2;WILDCARD-necesita-juicio;no;no;Eco Pro Cartrige 8000 Puff 4,5%/45Mg - Life Pod - GREEN APPLE;https://astrogrowshop.cl/eco-pro-cartrige-8000-puff-4545mg-life-pod?variant=GREEN%20APPLE
32964;BANANA ICE;no;9990;10821|10836|10823|10822;life-pod/eco-pro-cartridge-8000-cherry-bomb|life-pod/eco-pro-cartridge-8000-triple-berry|life-pod/eco-pro-cartridge-8000-white-mocha-ice|life-pod/eco-pro-cartridge-8000-pear-ice;2|2|2|2;WILDCARD-necesita-juicio;no;no;Eco Pro Cartrige 8000 Puff 4,5%/45Mg - Life Pod - BANANA ICE;https://astrogrowshop.cl/eco-pro-cartrige-8000-puff-4545mg-life-pod?variant=BANANA%20ICE
17957;;si;9990;10821|10836|10823|10822;life-pod/eco-pro-cartridge-8000-cherry-bomb|life-pod/eco-pro-cartridge-8000-triple-berry|life-pod/eco-pro-cartridge-8000-white-mocha-ice|life-pod/eco-pro-cartridge-8000-pear-ice;2|2|2|2;WILDCARD-necesita-juicio;si;no;Eco Pro Cartrige 8000 Puff 4,5%/45Mg - Life Pod;https://astrogrowshop.cl/eco-pro-cartrige-8000-puff-4545mg-life-pod
32978;STRAWBERRY KIWI;no;9990;10821|10836|10823|10822;life-pod/eco-pro-cartridge-8000-cherry-bomb|life-pod/eco-pro-cartridge-8000-triple-berry|life-pod/eco-pro-cartridge-8000-white-mocha-ice|life-pod/eco-pro-cartridge-8000-pear-ice;2|2|2|2;WILDCARD-necesita-juicio;no;no;Eco Pro Cartrige 8000 Puff 4,5%/45Mg - Life Pod - STRAWBERRY KIWI;https://astrogrowshop.cl/eco-pro-cartrige-8000-puff-4545mg-life-pod?variant=STRAWBERRY%20KIWI
32979;STRAWBERRY ICE;no;9990;10821|10836|10823|10822;life-pod/eco-pro-cartridge-8000-cherry-bomb|life-pod/eco-pro-cartridge-8000-triple-berry|life-pod/eco-pro-cartridge-8000-white-mocha-ice|life-pod/eco-pro-cartridge-8000-pear-ice;2|2|2|2;WILDCARD-necesita-juicio;no;no;Eco Pro Cartrige 8000 Puff 4,5%/45Mg - Life Pod - STRAWBERRY ICE;https://astrogrowshop.cl/eco-pro-cartrige-8000-puff-4545mg-life-pod?variant=STRAWBERRY%20ICE
32980;GRAPE ICE;no;9990;10821|10836|10823|10822;life-pod/eco-pro-cartridge-8000-cherry-bomb|life-pod/eco-pro-cartridge-8000-triple-berry|life-pod/eco-pro-cartridge-8000-white-mocha-ice|life-pod/eco-pro-cartridge-8000-pear-ice;2|2|2|2;WILDCARD-necesita-juicio;no;no;Eco Pro Cartrige 8000 Puff 4,5%/45Mg - Life Pod - GRAPE ICE;https://astrogrowshop.cl/eco-pro-cartrige-8000-puff-4545mg-life-pod?variant=GRAPE%20ICE
32981;WATERELON GUMMY;no;9990;10821|10836|10823|10822;life-pod/eco-pro-cartridge-8000-cherry-bomb|life-pod/eco-pro-cartridge-8000-triple-berry|life-pod/eco-pro-cartridge-8000-white-mocha-ice|life-pod/eco-pro-cartridge-8000-pear-ice;2|2|2|2;WILDCARD-necesita-juicio;no;no;Eco Pro Cartrige 8000 Puff 4,5%/45Mg - Life Pod - WATERELON GUMMY;https://astrogrowshop.cl/eco-pro-cartrige-8000-puff-4545mg-life-pod?variant=WATERELON%20GUMMY
32983;LOVE 66;no;9990;10821|10836|10823|10822;life-pod/eco-pro-cartridge-8000-cherry-bomb|life-pod/eco-pro-cartridge-8000-triple-berry|life-pod/eco-pro-cartridge-8000-white-mocha-ice|life-pod/eco-pro-cartridge-8000-pear-ice;2|2|2|2;WILDCARD-necesita-juicio;no;no;Eco Pro Cartrige 8000 Puff 4,5%/45Mg - Life Pod - LOVE 66;https://astrogrowshop.cl/eco-pro-cartrige-8000-puff-4545mg-life-pod?variant=LOVE%2066
32985;PASSION FRUIT MANGO;no;9990;10821|10836|10823|10822;life-pod/eco-pro-cartridge-8000-cherry-bomb|life-pod/eco-pro-cartridge-8000-triple-berry|life-pod/eco-pro-cartridge-8000-white-mocha-ice|life-pod/eco-pro-cartridge-8000-pear-ice;2|2|2|2;WILDCARD-necesita-juicio;no;no;Eco Pro Cartrige 8000 Puff 4,5%/45Mg - Life Pod - PASSION FRUIT MANGO;https://astrogrowshop.cl/eco-pro-cartrige-8000-puff-4545mg-life-pod?variant=PASSION%20FRUIT%20MANGO
32966;MONSTER DRINK;no;9990;10821|10836|10823|10822;life-pod/eco-pro-cartridge-8000-cherry-bomb|life-pod/eco-pro-cartridge-8000-triple-berry|life-pod/eco-pro-cartridge-8000-white-mocha-ice|life-pod/eco-pro-cartridge-8000-pear-ice;2|2|2|2;WILDCARD-necesita-juicio;no;no;Eco Pro Cartrige 8000 Puff 4,5%/45Mg - Life Pod - MONSTER DRINK;https://astrogrowshop.cl/eco-pro-cartrige-8000-puff-4545mg-life-pod?variant=MONSTER%20DRINK
32968;PASSION STRAWBERRY ICE;no;9990;10821|10836|10823|10822;life-pod/eco-pro-cartridge-8000-cherry-bomb|life-pod/eco-pro-cartridge-8000-triple-berry|life-pod/eco-pro-cartridge-8000-white-mocha-ice|life-pod/eco-pro-cartridge-8000-pear-ice;2|2|2|2;WILDCARD-necesita-juicio;no;no;Eco Pro Cartrige 8000 Puff 4,5%/45Mg - Life Pod - PASSION STRAWBERRY ICE;https://astrogrowshop.cl/eco-pro-cartrige-8000-puff-4545mg-life-pod?variant=PASSION%20STRAWBERRY%20ICE
32970;APPLE BERRIES;no;9990;10821|10836|10823|10822;life-pod/eco-pro-cartridge-8000-cherry-bomb|life-pod/eco-pro-cartridge-8000-triple-berry|life-pod/eco-pro-cartridge-8000-white-mocha-ice|life-pod/eco-pro-cartridge-8000-pear-ice;2|2|2|2;WILDCARD-necesita-juicio;no;no;Eco Pro Cartrige 8000 Puff 4,5%/45Mg - Life Pod - APPLE BERRIES;https://astrogrowshop.cl/eco-pro-cartrige-8000-puff-4545mg-life-pod?variant=APPLE%20BERRIES
32971;BLUE RAZZ ICE;no;9990;10821|10836|10823|10822;life-pod/eco-pro-cartridge-8000-cherry-bomb|life-pod/eco-pro-cartridge-8000-triple-berry|life-pod/eco-pro-cartridge-8000-white-mocha-ice|life-pod/eco-pro-cartridge-8000-pear-ice;2|2|2|2;WILDCARD-necesita-juicio;no;no;Eco Pro Cartrige 8000 Puff 4,5%/45Mg - Life Pod - BLUE RAZZ ICE;https://astrogrowshop.cl/eco-pro-cartrige-8000-puff-4545mg-life-pod?variant=BLUE%20RAZZ%20ICE
32973;COCONUT WATER;no;9990;10821|10836|10823|10822;life-pod/eco-pro-cartridge-8000-cherry-bomb|life-pod/eco-pro-cartridge-8000-triple-berry|life-pod/eco-pro-cartridge-8000-white-mocha-ice|life-pod/eco-pro-cartridge-8000-pear-ice;2|2|2|2;WILDCARD-necesita-juicio;no;no;Eco Pro Cartrige 8000 Puff 4,5%/45Mg - Life Pod - COCONUT WATER;https://astrogrowshop.cl/eco-pro-cartrige-8000-puff-4545mg-life-pod?variant=COCONUT%20WATER
92191;blue razz ice;no;9990;10821|10836|10823|10822;life-pod/eco-pro-cartridge-8000-cherry-bomb|life-pod/eco-pro-cartridge-8000-triple-berry|life-pod/eco-pro-cartridge-8000-white-mocha-ice|life-pod/eco-pro-cartridge-8000-pear-ice;2|2|2|2;WILDCARD-necesita-juicio;no;no;Eco Pro Cartrige 8000 Puff 4,5%/45Mg - Life Pod - blue razz ice;https://astrogrowshop.cl/eco-pro-cartrige-8000-puff-4545mg-life-pod?variant=blue%20razz%20ice
92194;Strawberry Banana;no;9990;10821|10836|10823|10822;life-pod/eco-pro-cartridge-8000-cherry-bomb|life-pod/eco-pro-cartridge-8000-triple-berry|life-pod/eco-pro-cartridge-8000-white-mocha-ice|life-pod/eco-pro-cartridge-8000-pear-ice;2|2|2|2;WILDCARD-necesita-juicio;no;no;Eco Pro Cartrige 8000 Puff 4,5%/45Mg - Life Pod - Strawberry Banana;https://astrogrowshop.cl/eco-pro-cartrige-8000-puff-4545mg-life-pod?variant=Strawberry%20Banana
92197;Watermelon Ice;no;9990;10821|10836|10823|10822;life-pod/eco-pro-cartridge-8000-cherry-bomb|life-pod/eco-pro-cartridge-8000-triple-berry|life-pod/eco-pro-cartridge-8000-white-mocha-ice|life-pod/eco-pro-cartridge-8000-pear-ice;2|2|2|2;WILDCARD-necesita-juicio;no;no;Eco Pro Cartrige 8000 Puff 4,5%/45Mg - Life Pod - Watermelon Ice;https://astrogrowshop.cl/eco-pro-cartrige-8000-puff-4545mg-life-pod?variant=Watermelon%20Ice
92200;Grape Ice;no;9990;10821|10836|10823|10822;life-pod/eco-pro-cartridge-8000-cherry-bomb|life-pod/eco-pro-cartridge-8000-triple-berry|life-pod/eco-pro-cartridge-8000-white-mocha-ice|life-pod/eco-pro-cartridge-8000-pear-ice;2|2|2|2;WILDCARD-necesita-juicio;no;no;Eco Pro Cartrige 8000 Puff 4,5%/45Mg - Life Pod - Grape Ice;https://astrogrowshop.cl/eco-pro-cartrige-8000-puff-4545mg-life-pod?variant=Grape%20Ice
92201;WATERMELON GUMMY;no;9990;10821|10836|10823|10822;life-pod/eco-pro-cartridge-8000-cherry-bomb|life-pod/eco-pro-cartridge-8000-triple-berry|life-pod/eco-pro-cartridge-8000-white-mocha-ice|life-pod/eco-pro-cartridge-8000-pear-ice;2|2|2|2;WILDCARD-necesita-juicio;no;no;Eco Pro Cartrige 8000 Puff 4,5%/45Mg - Life Pod - WATERMELON GUMMY;https://astrogrowshop.cl/eco-pro-cartrige-8000-puff-4545mg-life-pod?variant=WATERMELON%20GUMMY
32986;GREEN GRAPE;no;9990;10821|10836|10823|10822;life-pod/eco-pro-cartridge-8000-cherry-bomb|life-pod/eco-pro-cartridge-8000-triple-berry|life-pod/eco-pro-cartridge-8000-white-mocha-ice|life-pod/eco-pro-cartridge-8000-pear-ice;2|2|2|2;WILDCARD-necesita-juicio;no;no;Eco Pro Cartrige 8000 Puff 4,5%/45Mg - Life Pod - GREEN GRAPE;https://astrogrowshop.cl/eco-pro-cartrige-8000-puff-4545mg-life-pod?variant=GREEN%20GRAPE
92207;WHITE COCHA ICE;no;9990;10821|10836|10823|10822;life-pod/eco-pro-cartridge-8000-cherry-bomb|life-pod/eco-pro-cartridge-8000-triple-berry|life-pod/eco-pro-cartridge-8000-white-mocha-ice|life-pod/eco-pro-cartridge-8000-pear-ice;2|2|2|2;WILDCARD-necesita-juicio;no;si-huerfana-mas-vieja-que-of32987;Eco Pro Cartrige 8000 Puff 4,5%/45Mg - Life Pod - WHITE COCHA ICE;https://astrogrowshop.cl/eco-pro-cartrige-8000-puff-4545mg-life-pod?variant=WHITE%20COCHA%20ICE
32976;MENTHOL;no;9990;10821|10836|10823|10822;life-pod/eco-pro-cartridge-8000-cherry-bomb|life-pod/eco-pro-cartridge-8000-triple-berry|life-pod/eco-pro-cartridge-8000-white-mocha-ice|life-pod/eco-pro-cartridge-8000-pear-ice;2|2|2|2;WILDCARD-necesita-juicio;no;no;Eco Pro Cartrige 8000 Puff 4,5%/45Mg - Life Pod - MENTHOL;https://astrogrowshop.cl/eco-pro-cartrige-8000-puff-4545mg-life-pod?variant=MENTHOL
32239;Rojo;no;79990;10674|10325;focus-v/vidrio-carta-2-sport|focus-v/vidrio-carta-sport;2|3;WILDCARD-necesita-juicio;no;si-huerfana-mas-vieja-que-of12286;VIDRIO DE REPUESTO CARTA 2/SPORT-FOCUS V - Rojo;https://astrogrowshop.cl/vidrio-de-repuesto-carta-2sport-focus-v?variant=Rojo
32240;azul;si;79990;10674|10325;focus-v/vidrio-carta-2-sport|focus-v/vidrio-carta-sport;2|3;WILDCARD-necesita-juicio;si;no;VIDRIO DE REPUESTO CARTA 2/SPORT-FOCUS V - azul;https://astrogrowshop.cl/vidrio-de-repuesto-carta-2sport-focus-v?variant=azul
32244;Morado;no;79990;10674|10325;focus-v/vidrio-carta-2-sport|focus-v/vidrio-carta-sport;2|3;WILDCARD-necesita-juicio;no;no;VIDRIO DE REPUESTO CARTA 2/SPORT-FOCUS V - Morado;https://astrogrowshop.cl/vidrio-de-repuesto-carta-2sport-focus-v?variant=Morado
32241;verde;no;79990;10674|10325;focus-v/vidrio-carta-2-sport|focus-v/vidrio-carta-sport;2|3;WILDCARD-necesita-juicio;no;no;VIDRIO DE REPUESTO CARTA 2/SPORT-FOCUS V - verde;https://astrogrowshop.cl/vidrio-de-repuesto-carta-2sport-focus-v?variant=verde
32242;Naranjo;no;79990;10674|10325;focus-v/vidrio-carta-2-sport|focus-v/vidrio-carta-sport;2|3;WILDCARD-necesita-juicio;no;no;VIDRIO DE REPUESTO CARTA 2/SPORT-FOCUS V - Naranjo;https://astrogrowshop.cl/vidrio-de-repuesto-carta-2sport-focus-v?variant=Naranjo
32243;Negro;si;79990;10674|10325;focus-v/vidrio-carta-2-sport|focus-v/vidrio-carta-sport;2|3;WILDCARD-necesita-juicio;si;no;VIDRIO DE REPUESTO CARTA 2/SPORT-FOCUS V - Negro;https://astrogrowshop.cl/vidrio-de-repuesto-carta-2sport-focus-v?variant=Negro
31773;Blanco;si;27990;6774;calvo/hammer-wag-wig;3;unico-destino;si;si-huerfana-mas-vieja-que-of2620;Wig Wag Hammer Pipe-Calvo Glass - Blanco;https://astrogrowshop.cl/wig-wag-hammer-pipe-calvo-glass?variant=Blanco
31774;Negro;no;27990;6774;calvo/hammer-wag-wig;3;unico-destino;no;si-huerfana-mas-vieja-que-of77428;Wig Wag Hammer Pipe-Calvo Glass - Negro;https://astrogrowshop.cl/wig-wag-hammer-pipe-calvo-glass?variant=Negro
77427;WHITE;no;27990;6774;calvo/hammer-wag-wig;3;unico-destino;no;si-huerfana-mas-vieja-que-of2620;Wig Wag Hammer Pipe-Calvo Glass - WHITE;https://astrogrowshop.cl/wig-wag-hammer-pipe-calvo-glass?variant=WHITE
31775;ORANGE;no;27990;6774;calvo/hammer-wag-wig;3;unico-destino;no;si-huerfana-mas-vieja-que-of2603;Wig Wag Hammer Pipe-Calvo Glass - ORANGE;https://astrogrowshop.cl/wig-wag-hammer-pipe-calvo-glass?variant=ORANGE
32104;Azul;no;23990;10309;bonglab/atrapa-cenizas-triple-honeycomb-14mm;5;unico-destino;no;si-huerfana-mas-vieja-que-of12169;Atrapa Ceniza Panal Triple 14Mm-Bonglab - Azul;https://astrogrowshop.cl/atrapa-ceniza-panal-triple-14mm-bonglab?variant=Azul
32105;Verde;si;22990;10309;bonglab/atrapa-cenizas-triple-honeycomb-14mm;5;unico-destino;no;no;Atrapa Ceniza Panal Triple 14Mm-Bonglab - Verde;https://astrogrowshop.cl/atrapa-ceniza-panal-triple-14mm-bonglab?variant=Verde
32106;Transparente;si;24990;10309;bonglab/atrapa-cenizas-triple-honeycomb-14mm;5;unico-destino;no;no;Atrapa Ceniza Panal Triple 14Mm-Bonglab - Transparente;https://astrogrowshop.cl/atrapa-ceniza-panal-triple-14mm-bonglab?variant=Transparente
78018;GREEN;si;22990;10309;bonglab/atrapa-cenizas-triple-honeycomb-14mm;5;unico-destino;no;no;Atrapa Ceniza Panal Triple 14Mm-Bonglab - GREEN;https://astrogrowshop.cl/atrapa-ceniza-panal-triple-14mm-bonglab?variant=GREEN
78019;CLEAR;si;24990;10309;bonglab/atrapa-cenizas-triple-honeycomb-14mm;5;unico-destino;no;no;Atrapa Ceniza Panal Triple 14Mm-Bonglab - CLEAR;https://astrogrowshop.cl/atrapa-ceniza-panal-triple-14mm-bonglab?variant=CLEAR
78017;BLUE;no;23990;10309;bonglab/atrapa-cenizas-triple-honeycomb-14mm;5;unico-destino;no;si-huerfana-mas-vieja-que-of12169;Atrapa Ceniza Panal Triple 14Mm-Bonglab - BLUE;https://astrogrowshop.cl/atrapa-ceniza-panal-triple-14mm-bonglab?variant=BLUE
32124;TAPA BLANCA;no;3490;5760;bonglab/extract-container-extracts-4ml;3;unico-destino;no;si-huerfana-mas-fresca-que-of12181;Contenedor Extractos Clear Tapa Blanca 4Ml-Bonglab - TAPA BLANCA;https://astrogrowshop.cl/contenedor-extractos-clear-tapa-4ml-bonglab?variant=TAPA%20BLANCA
32125;TAPA NEGRA;no;3490;5760;bonglab/extract-container-extracts-4ml;3;unico-destino;no;si-huerfana-mas-vieja-que-of78045;Contenedor Extractos Clear Tapa Blanca 4Ml-Bonglab - TAPA NEGRA;https://astrogrowshop.cl/contenedor-extractos-clear-tapa-4ml-bonglab?variant=TAPA%20NEGRA
32147;Azul;no;2990;10310;special-blue/mini-rubber-2-0;3;unico-destino;no;si-huerfana-mas-fresca-que-of765;Soplete Mini Rubber 2.0 -Calvo Glass - Azul;https://astrogrowshop.cl/soplete-mini-rubber-20-calvo-glass?variant=Azul
32148;Verde;no;2990;10310;special-blue/mini-rubber-2-0;3;unico-destino;no;si-huerfana-mas-vieja-que-of78068;Soplete Mini Rubber 2.0 -Calvo Glass - Verde;https://astrogrowshop.cl/soplete-mini-rubber-20-calvo-glass?variant=Verde
32150;Rojo;no;2990;10310;special-blue/mini-rubber-2-0;3;unico-destino;no;si-huerfana-mas-vieja-que-of78070;Soplete Mini Rubber 2.0 -Calvo Glass - Rojo;https://astrogrowshop.cl/soplete-mini-rubber-20-calvo-glass?variant=Rojo
32161;Morado;no;24990;10718;bonglab/atrapa-cenizas-slits-18mm;4;unico-destino;no;si-huerfana-mas-vieja-que-of12214;Atrapa Ceniza Perc 18Mm -Bonglab - Morado;https://astrogrowshop.cl/atrapa-ceniza-perc-18mm-bonglab?variant=Morado
32162;Negro;no;24990;10718;bonglab/atrapa-cenizas-slits-18mm;4;unico-destino;no;si-huerfana-mas-vieja-que-of78086;Atrapa Ceniza Perc 18Mm -Bonglab - Negro;https://astrogrowshop.cl/atrapa-ceniza-perc-18mm-bonglab?variant=Negro
32166;Verde;no;24990;10718;bonglab/atrapa-cenizas-slits-18mm;4;unico-destino;no;si-huerfana-mas-vieja-que-of78089;Atrapa Ceniza Perc 18Mm -Bonglab - Verde;https://astrogrowshop.cl/atrapa-ceniza-perc-18mm-bonglab?variant=Verde
32164;Rosa;si;24990;10718;bonglab/atrapa-cenizas-slits-18mm;4;unico-destino;no;no;Atrapa Ceniza Perc 18Mm -Bonglab - Rosa;https://astrogrowshop.cl/atrapa-ceniza-perc-18mm-bonglab?variant=Rosa
32163;Transparente;no;24990;10718;bonglab/atrapa-cenizas-slits-18mm;4;unico-destino;no;si-huerfana-mas-vieja-que-of78087;Atrapa Ceniza Perc 18Mm -Bonglab - Transparente;https://astrogrowshop.cl/atrapa-ceniza-perc-18mm-bonglab?variant=Transparente
78088;PINK;si;24990;10718;bonglab/atrapa-cenizas-slits-18mm;4;unico-destino;no;no;Atrapa Ceniza Perc 18Mm -Bonglab - PINK;https://astrogrowshop.cl/atrapa-ceniza-perc-18mm-bonglab?variant=PINK
32165;CLEAR 45;no;24990;10718;bonglab/atrapa-cenizas-slits-18mm;4;unico-destino;no;no;Atrapa Ceniza Perc 18Mm -Bonglab - CLEAR 45;https://astrogrowshop.cl/atrapa-ceniza-perc-18mm-bonglab?variant=CLEAR%2045
32257;Blanco;no;2390;10384;soulblime/conos-king-size-white-x6;2;unico-destino;no;si-huerfana-mas-vieja-que-of12296;Conos King Size Unidad-Soulblime - Blanco;https://astrogrowshop.cl/conos-king-size-unidad-soulblime?variant=Blanco
78218;PINK;no;2390;10384;soulblime/conos-king-size-white-x6;2;unico-destino;no;no;Conos King Size Unidad-Soulblime - PINK;https://astrogrowshop.cl/conos-king-size-unidad-soulblime?variant=PINK
32258;Rosa;no;2390;10384;soulblime/conos-king-size-white-x6;2;unico-destino;no;no;Conos King Size Unidad-Soulblime - Rosa;https://astrogrowshop.cl/conos-king-size-unidad-soulblime?variant=Rosa
78217;WHITE;no;2390;10384;soulblime/conos-king-size-white-x6;2;unico-destino;no;si-huerfana-mas-vieja-que-of12296;Conos King Size Unidad-Soulblime - WHITE;https://astrogrowshop.cl/conos-king-size-unidad-soulblime?variant=WHITE
32326;Morado;no;5990;5712;blazy-susan/pre-roll-shorty-53mm-12u;3;unico-destino;no;no;Conos Pre Roll Shortys Pack 12U-Blazy Susan - Morado;https://astrogrowshop.cl/conos-pre-roll-shortys-pack-12u-blazy-susan?variant=Morado
12352;;si;4990;5712;blazy-susan/pre-roll-shorty-53mm-12u;3;unico-destino;no;no;Conos Pre Roll Shortys Pack 12U-Blazy Susan;https://astrogrowshop.cl/conos-pre-roll-shortys-pack-12u-blazy-susan
78339;PURPLE;no;5990;5712;blazy-susan/pre-roll-shorty-53mm-12u;3;unico-destino;no;no;Conos Pre Roll Shortys Pack 12U-Blazy Susan - PURPLE;https://astrogrowshop.cl/conos-pre-roll-shortys-pack-12u-blazy-susan?variant=PURPLE
32327;Rosa;no;4990;5712;blazy-susan/pre-roll-shorty-53mm-12u;3;unico-destino;no;si-huerfana-mas-vieja-que-of78340;Conos Pre Roll Shortys Pack 12U-Blazy Susan - Rosa;https://astrogrowshop.cl/conos-pre-roll-shortys-pack-12u-blazy-susan?variant=Rosa
32387;EXTRA DULCES ALGODON DE AZUCAR;no;1490;10388;soulblime/hemp-blunt-wrap-sabores;5;unico-destino;no;no;Blunt Sabores 1U- Soulblime - EXTRA DULCES ALGODON DE AZUCAR;https://astrogrowshop.cl/blunt-sabores-1u-soulblime?variant=EXTRA%20DULCES%20ALGODON%20DE%20AZUCAR
32380;CLASICO CITRICO;no;1490;10388;soulblime/hemp-blunt-wrap-sabores;5;unico-destino;no;si-huerfana-mas-vieja-que-of12414;Blunt Sabores 1U- Soulblime - CLASICO CITRICO;https://astrogrowshop.cl/blunt-sabores-1u-soulblime?variant=CLASICO%20CITRICO
32383;DULCE MIX;no;1490;10388;soulblime/hemp-blunt-wrap-sabores;5;unico-destino;no;no;Blunt Sabores 1U- Soulblime - DULCE MIX;https://astrogrowshop.cl/blunt-sabores-1u-soulblime?variant=DULCE%20MIX
32385;DULCE MIX CHOCOLATE;no;1490;10388;soulblime/hemp-blunt-wrap-sabores;5;unico-destino;no;no;Blunt Sabores 1U- Soulblime - DULCE MIX CHOCOLATE;https://astrogrowshop.cl/blunt-sabores-1u-soulblime?variant=DULCE%20MIX%20CHOCOLATE
32386;DULCE MIX VAINILLA;no;1490;10388;soulblime/hemp-blunt-wrap-sabores;5;unico-destino;no;no;Blunt Sabores 1U- Soulblime - DULCE MIX VAINILLA;https://astrogrowshop.cl/blunt-sabores-1u-soulblime?variant=DULCE%20MIX%20VAINILLA
78432;ESTRA DULCES ALGODON DE AZUCAR;no;1490;10388;soulblime/hemp-blunt-wrap-sabores;5;unico-destino;no;no;Blunt Sabores 1U- Soulblime - ESTRA DULCES ALGODON DE AZUCAR;https://astrogrowshop.cl/blunt-sabores-1u-soulblime?variant=ESTRA%20DULCES%20ALGODON%20DE%20AZUCAR
32393;FRUTALES UVA;no;1490;10388;soulblime/hemp-blunt-wrap-sabores;5;unico-destino;no;no;Blunt Sabores 1U- Soulblime - FRUTALES UVA;https://astrogrowshop.cl/blunt-sabores-1u-soulblime?variant=FRUTALES%20UVA
32394;FRUTALES ARANDANO;no;1490;10388;soulblime/hemp-blunt-wrap-sabores;5;unico-destino;no;no;Blunt Sabores 1U- Soulblime - FRUTALES ARANDANO;https://astrogrowshop.cl/blunt-sabores-1u-soulblime?variant=FRUTALES%20ARANDANO
32381;CLASICOS MENTA;no;1490;10388;soulblime/hemp-blunt-wrap-sabores;5;unico-destino;no;no;Blunt Sabores 1U- Soulblime - CLASICOS MENTA;https://astrogrowshop.cl/blunt-sabores-1u-soulblime?variant=CLASICOS%20MENTA
32382;CLASICOS ORIGINAL;no;1490;10388;soulblime/hemp-blunt-wrap-sabores;5;unico-destino;no;no;Blunt Sabores 1U- Soulblime - CLASICOS ORIGINAL;https://astrogrowshop.cl/blunt-sabores-1u-soulblime?variant=CLASICOS%20ORIGINAL
32389;EXTRA DULCES MIEL;no;1490;10388;soulblime/hemp-blunt-wrap-sabores;5;unico-destino;no;no;Blunt Sabores 1U- Soulblime - EXTRA DULCES MIEL;https://astrogrowshop.cl/blunt-sabores-1u-soulblime?variant=EXTRA%20DULCES%20MIEL
32390;TROPICAL PIÑA;no;1490;10388;soulblime/hemp-blunt-wrap-sabores;5;unico-destino;no;no;Blunt Sabores 1U- Soulblime - TROPICAL PIÑA;https://astrogrowshop.cl/blunt-sabores-1u-soulblime?variant=TROPICAL%20PI%C3%91A
32391;TROPICAL MANGO;no;1490;10388;soulblime/hemp-blunt-wrap-sabores;5;unico-destino;no;no;Blunt Sabores 1U- Soulblime - TROPICAL MANGO;https://astrogrowshop.cl/blunt-sabores-1u-soulblime?variant=TROPICAL%20MANGO
32395;FRUTALES FRUTILLA;no;1490;10388;soulblime/hemp-blunt-wrap-sabores;5;unico-destino;no;no;Blunt Sabores 1U- Soulblime - FRUTALES FRUTILLA;https://astrogrowshop.cl/blunt-sabores-1u-soulblime?variant=FRUTALES%20FRUTILLA
32388;EXTRA DULCES CHERRY;no;1490;10388;soulblime/hemp-blunt-wrap-sabores;5;unico-destino;no;no;Blunt Sabores 1U- Soulblime - EXTRA DULCES CHERRY;https://astrogrowshop.cl/blunt-sabores-1u-soulblime?variant=EXTRA%20DULCES%20CHERRY
32392;TROPICAL SANDIA;no;1490;10388;soulblime/hemp-blunt-wrap-sabores;5;unico-destino;no;no;Blunt Sabores 1U- Soulblime - TROPICAL SANDIA;https://astrogrowshop.cl/blunt-sabores-1u-soulblime?variant=TROPICAL%20SANDIA
78426;CLASICO MENTA;no;1490;10388;soulblime/hemp-blunt-wrap-sabores;5;unico-destino;no;no;Blunt Sabores 1U- Soulblime - CLASICO MENTA;https://astrogrowshop.cl/blunt-sabores-1u-soulblime?variant=CLASICO%20MENTA
78427;CLASICO ORIGINAL;no;1490;10388;soulblime/hemp-blunt-wrap-sabores;5;unico-destino;no;no;Blunt Sabores 1U- Soulblime - CLASICO ORIGINAL;https://astrogrowshop.cl/blunt-sabores-1u-soulblime?variant=CLASICO%20ORIGINAL
32384;DULCE MIX CHICLE;no;1490;10388;soulblime/hemp-blunt-wrap-sabores;5;unico-destino;no;no;Blunt Sabores 1U- Soulblime - DULCE MIX CHICLE;https://astrogrowshop.cl/blunt-sabores-1u-soulblime?variant=DULCE%20MIX%20CHICLE
