offerId,tienda,titulo,precio,productId,modelSlug,tiendasDestino,ratioPrecio,senal,queVendeEstaTiendaEnElDestino,identidadOferta
87586,friendlygrow,Vaporizador Para Hierbas Airis Nokiva 5g - Airistech. - Aleatorio,49320,P10680,airistech/herbva-nokiva,3t,0.70,SKU-COMPARTIDO,(el destino no tiene esta tienda),sku=6972136450179 ean=6972136450179 variante=Aleatorio base=https://www.friendlygrow.cl/vaporizador-para-hierbas-airis-nokiva-5g-airistech
87587,friendlygrow,Vaporizador Para Hierbas Airis Nokiva 5g - Airistech. - Blanco,49320,P10680,airistech/herbva-nokiva,3t,0.70,SKU-COMPARTIDO,(el destino no tiene esta tienda),sku=182234755884 ean=6972136450179 variante=Blanco base=https://www.friendlygrow.cl/vaporizador-para-hierbas-airis-nokiva-5g-airistech
87588,friendlygrow,Vaporizador Para Hierbas Airis Nokiva 5g - Airistech. - Negro,49320,P10680,airistech/herbva-nokiva,3t,0.70,SKU-COMPARTIDO,(el destino no tiene esta tienda),sku=182234172460 ean=6972136450179 variante=Negro base=https://www.friendlygrow.cl/vaporizador-para-hierbas-airis-nokiva-5g-airistech
87589,friendlygrow,Vaporizador Para Hierbas Airis Nokiva 5g - Airistech. - Rojo,49320,P10680,airistech/herbva-nokiva,3t,0.70,SKU-COMPARTIDO,(el destino no tiene esta tienda),sku=182234755886 ean=6972136450179 variante=Rojo base=https://www.friendlygrow.cl/vaporizador-para-hierbas-airis-nokiva-5g-airistech
87585,friendlygrow,Vaporizador Para Hierbas Airis Herbva 5g Airistech,30990,P10680,airistech/herbva-nokiva,3t,0.44,TIENDA-AUSENTE,(el destino no tiene esta tienda),sku=6972136450100 ean=6972136450100 variante=- base=https://www.friendlygrow.cl/vaporizador-para-hierbas-airis-herbva-5g-airistech
87784,friendlygrow,Boquilla de Enfriamiento Vaporizador Herbal Airis Nokiva,24990,P10887,airistech/boquilla-nokiva,2t,4.17,TIENDA-AUSENTE,(el destino no tiene esta tienda),sku=- ean=- variante=- base=https://www.friendlygrow.cl/boquilla-de-enfriamiento-vaporizador-herbal-airis-nokiva
87560,friendlygrow,Boquilla de Enfriamiento Vaporizador Herbal Airis Herbva 5g,11990,P10885,airistech/boquilla-herbva-5g,2t,2.00,TIENDA-AUSENTE,(el destino no tiene esta tienda),sku=- ean=- variante=- base=https://www.friendlygrow.cl/boquilla-de-enfriamiento-herbal-airis-herbva-5g
87560,friendlygrow,Boquilla de Enfriamiento Vaporizador Herbal Airis Herbva 5g,11990,P10886,airistech/boquilla-herbva-5g-glass,2t,1.33,TIENDA-AUSENTE,(el destino no tiene esta tienda),sku=- ean=- variante=- base=https://www.friendlygrow.cl/boquilla-de-enfriamiento-herbal-airis-herbva-5g
