offerId;tienda;brandKey;titulo;precio;categoria;productosSinEstaTienda;ejemplosDestino;lastSeenAt;url
11480;growbarato;blazy-susan;"Blazy Susan Papelillo en Rollo Purple + 50 Boquillas – Papeles Personalizables";1800;Papelillos;42;P5460:purple(3t) P5705:pre-roll-pink-1-1-4-6u(3t) P5707:pre-roll-purple-1-1-4-6u(3t);2026-07-27;https://www.growbaratochile.cl/blazy-susan/blazy-susan-rollo-8-metros-purple.html
11379;growbarato;blazy-susan;"Papelillo King Size Slim Blazy Susan Deluxe Kit Purple – Papeles de enrolar premium";1600;Papelillos;42;P5460:purple(3t) P5705:pre-roll-pink-1-1-4-6u(3t) P5707:pre-roll-purple-1-1-4-6u(3t);2026-07-27;https://www.growbaratochile.cl/blazy-susan/blazy-susan-deluxe-kit-king-size-purple.html
11378;growbarato;blazy-susan;"Papelillo King Size Slim Blazy Susan Deluxe Kit Rosado – Papeles de Enrolar Premium";1600;Papelillos;42;P5460:purple(3t) P5705:pre-roll-pink-1-1-4-6u(3t) P5707:pre-roll-purple-1-1-4-6u(3t);2026-07-27;https://www.growbaratochile.cl/blazy-susan/blazy-susan-deluxe-kit-king-size-pink.html
11336;growbarato;blazy-susan;"Blazy Susan papelillos king size purple – Papeles de enrolar ultra finos";400;Papelillos;42;P5460:purple(3t) P5705:pre-roll-pink-1-1-4-6u(3t) P5707:pre-roll-purple-1-1-4-6u(3t);2026-07-27;https://www.growbaratochile.cl/blazy-susan/blazy-susan-papelillos-king-size-slim-purple.html
1420;growbarato;bonglab;"Bong R2 Bonglab 17cm - Una experiencia de fumado excepcional";17600;Bongs;62;P10706:cleaner-1l(2t) P5732:neon-led(3t) P5749:bowl-bowl-14mm(3t);2026-07-21;https://www.growbaratochile.cl/bonglab/bong-r2-bonglab-17cm.html
3153;growbarato;bonglab;"Bong Cristal Mini para marihuana 8-17 cm";14400;Bongs;62;P10706:cleaner-1l(2t) P5732:neon-led(3t) P5749:bowl-bowl-14mm(3t);2026-07-21;https://www.growbaratochile.cl/bonglab/bong-cristal-mini.html
71166;growbarato;bonglab;"Bonglab Pocket Twister 23cm – Bong Compacto Negro y Verde | GrowBaratoChile";28800;Bongs;62;P10706:cleaner-1l(2t) P5732:neon-led(3t) P5749:bowl-bowl-14mm(3t);2026-07-21;https://www.growbaratochile.cl/parafernalia/bong-pocket-twister-bonglab.html
71238;growbarato;bonglab;"Bonglab Papel de celulosa para Rosin";7200;Accesorios de extraccion;62;P10706:cleaner-1l(2t) P5732:neon-led(3t) P5749:bowl-bowl-14mm(3t);2026-07-21;https://www.growbaratochile.cl/extracciones-rosin/papel-rosin.html
71151;growbarato;bonglab;"Mallas Rosin 25, 90, 120 y 160 Micras Bonglab | Extracción Rosin";7200;Accesorios de extraccion;62;P10706:cleaner-1l(2t) P5732:neon-led(3t) P5749:bowl-bowl-14mm(3t);2026-07-21;https://www.growbaratochile.cl/cosecha-y-secado/-mallas-de-rosin-bonglab.html
70855;growbarato;bonglab;"Classic Ice de Bonglab - Gb The Green Brand";19800;Bongs;62;P10706:cleaner-1l(2t) P5732:neon-led(3t) P5749:bowl-bowl-14mm(3t);2026-07-21;https://www.growbaratochile.cl/bonglab/classic-ice.html
71194;growbarato;bonglab;"Contenedor Extractos 4ml Bonglab Blanco y Negro | Wax Dab Storage Chile";3200;Accesorios de extraccion;62;P10706:cleaner-1l(2t) P5732:neon-led(3t) P5749:bowl-bowl-14mm(3t);2026-07-21;https://www.growbaratochile.cl/cosecha-y-secado/contenedor-extractos-bonglab.html
533;growbarato;bonglab;"Mason Re: Stash Jar de Bonglab de vidrio";21600;Contenedores y estuches;62;P10706:cleaner-1l(2t) P5732:neon-led(3t) P5749:bowl-bowl-14mm(3t);2026-07-21;https://www.growbaratochile.cl/despues-de-la-cosecha/mason-restash-jar-de-bonglab.html
70985;growbarato;cabo;"Bong Para Extracciones Heavy Cone";24100;Bongs;1;P10114:clear-gear-heavy(2t);2026-07-21;https://www.growbaratochile.cl/cabo/bong-para-extracciones-heavy-cone.html
71234;growbarato;cabo;"Heavy Pill Cabo para hierba seca";12500;Otros parafernalia;1;P10114:clear-gear-heavy(2t);2026-07-21;https://www.growbaratochile.cl/cabo/heavy-pill-cabo.html
70795;growbarato;calvo;"Bong Rig Wax Set | Dab Rig de Vidrio con Percolador Shower Calvo Glass";22500;Accesorios de extraccion;21;P5490:horn(2t) P5536:beaker-tree-perc(2t) P10404:flat-bucket-banger-45-10mm(2t);2026-07-21;https://www.growbaratochile.cl/parafernalia/wax-set-bubble-rig-banger-carb-cap-calvo-glass-.html
1391;growbarato;calvo;"Moledor Cerámico Calvo Glass 63mm【con cierre de neodimio】";25500;Moledores;21;P5490:horn(2t) P5536:beaker-tree-perc(2t) P10404:flat-bucket-banger-45-10mm(2t);2026-07-24;https://www.growbaratochile.cl/moledores/moledor-ceramico-calvo-glass-63mm.html
3179;growbarato;calvo;"Spinner Carb Cap de Calvo Glass";4900;Accesorios de extraccion;21;P5490:horn(2t) P5536:beaker-tree-perc(2t) P10404:flat-bucket-banger-45-10mm(2t);2026-07-21;https://www.growbaratochile.cl/bho-extracciones/spinner-carb-cap-calvo-glass-.html
71071;growbarato;calvo;"Difusor Calvo Classic 14mm Clear 10cm | Downstem para Bong Chile";5500;Repuestos para bongs y vaporizadores;21;P5490:horn(2t) P5536:beaker-tree-perc(2t) P10404:flat-bucket-banger-45-10mm(2t);2026-07-21;https://www.growbaratochile.cl/parafernalia/difusor-calvo-glass.html
11427;growbarato;calvo;"Batería Calvo Hidden 510 | Vaporizador para Catridge Discreto y Elegante Ocultación 650mAh";22500;Repuestos para bongs y vaporizadores;21;P5490:horn(2t) P5536:beaker-tree-perc(2t) P10404:flat-bucket-banger-45-10mm(2t);2026-07-21;https://www.growbaratochile.cl/parafernalia/calvo-510-battery-hide-.html
11433;growbarato;calvo;"Insert Banger Fondo Opaco Calvo Glass";18900;Accesorios de extraccion;21;P5490:horn(2t) P5536:beaker-tree-perc(2t) P10404:flat-bucket-banger-45-10mm(2t);2026-07-21;https://www.growbaratochile.cl/pipas-bongs-y-cachimbas/insert-banger-fondo-opaco-calvo-glass.html
70892;growbarato;calvo;"El Bong Tubular Calvo 40cm- Calvo Glass";41300;Bongs;21;P5490:horn(2t) P5536:beaker-tree-perc(2t) P10404:flat-bucket-banger-45-10mm(2t);2026-07-21;https://www.growbaratochile.cl/calvoglass/bong-tubular-calvo-35cm.html
11600;growbarato;calvo;"Bangers Calvo de gran calidad y resistencia";5400;Accesorios de extraccion;21;P5490:horn(2t) P5536:beaker-tree-perc(2t) P10404:flat-bucket-banger-45-10mm(2t);2026-07-21;https://www.growbaratochile.cl/bho-extracciones/bangers.html
70870;growbarato;calvo;"Calvo Terp Balls Luminosas 4mm | Perlas para Banger y Dabs";4500;Accesorios de extraccion;21;P5490:horn(2t) P5536:beaker-tree-perc(2t) P10404:flat-bucket-banger-45-10mm(2t);2026-07-21;https://www.growbaratochile.cl/cosecha-y-secado/ruby-pearls-terp-balls-4mm-blue-calvo-glass.html
71214;growbarato;calvo;"Calvo Glass Ruby Pearls para extracciones";3600;Otros parafernalia;21;P5490:horn(2t) P5536:beaker-tree-perc(2t) P10404:flat-bucket-banger-45-10mm(2t);2026-07-21;https://www.growbaratochile.cl/pipas-bongs-y-cachimbas/calvo-glass-ruby-pearls.html
1443;growbarato;clipper;"Encendedor Clipper varios modelos disponibles";1000;Encendedores y sopletes;32;P5728:gas-classic-16ml(3t) P10480:metalico-deep-blue(2t) P10304:super-pocket-1(2t);2026-07-21;https://www.growbaratochile.cl/encendedores-clipper/encendedor-clipper.html
11515;growbarato;clipper;"Piedra Clipper┃Repuesto para encendedor";550;Encendedores y sopletes;32;P5728:gas-classic-16ml(3t) P10480:metalico-deep-blue(2t) P10304:super-pocket-1(2t);2026-07-21;https://www.growbaratochile.cl/encendedores-clipper/piedra-clipper.html
11487;growbarato;clipper;"Encendedor Clipper Hippie - GB The Green Brand";1000;Encendedores y sopletes;32;P5728:gas-classic-16ml(3t) P10480:metalico-deep-blue(2t) P10304:super-pocket-1(2t);2026-07-21;https://www.growbaratochile.cl/encendedores-clipper/encendedor-clipper-hippie.html
71053;growbarato;clipper;"Encendedor Clipper Animals - GB The Green Brand";1000;Encendedores y sopletes;32;P5728:gas-classic-16ml(3t) P10480:metalico-deep-blue(2t) P10304:super-pocket-1(2t);2026-07-21;https://www.growbaratochile.cl/encendedores-clipper/encendedor-clipper-animals.html
11561;growbarato;clipper;"Repuesto Pedernal Clipper | Consíguelo en GB The GreenBrand Chile";900;Encendedores y sopletes;32;P5728:gas-classic-16ml(3t) P10480:metalico-deep-blue(2t) P10304:super-pocket-1(2t);2026-07-21;https://www.growbaratochile.cl/parafernalia/repuesto-pedernal-clipper.html
1384;growbarato;clipper;"Encendedor Clipper GB The Green Brand - GB The Green Brand";1000;Encendedores y sopletes;32;P5728:gas-classic-16ml(3t) P10480:metalico-deep-blue(2t) P10304:super-pocket-1(2t);2026-07-21;https://www.growbaratochile.cl/encendedores/encendedor-clipper-gb-the-green-brand.html
71199;growbarato;cookies;"Miracle Alien Cookies (MAC) GB Strains- GB The Green Brand";21000;Otros parafernalia;1;P10670:stundenglass-wall-mount(3t);2026-07-21;https://www.growbaratochile.cl/gb-strains/miracle-alien-cookies-mac.html
71041;growbarato;cookies;"Calcetines Cookies Original Mint Socks Black & White | Calcetines Largos";15900;Otros parafernalia;1;P10670:stundenglass-wall-mount(3t);2026-07-21;https://www.growbaratochile.cl/articulos-para-el-fumador/calcetines-con-diseno-original-logo-socks.html
71198;growbarato;cookies;"Auto Tropicanna Cookies XXL GB Strains";7500;Otros parafernalia;1;P10670:stundenglass-wall-mount(3t);2026-07-21;https://www.growbaratochile.cl/gb-strains-auto/auto-tropicanna-cookies-xxl.html
11581;growbarato;davinci;"Davinci Accessory Kik【para dispositivo Davinci】Growbarato✅";9000;Vaporizadores herbales;3;P9244:iq3(3t) P10360:iq2-boquilla(3t) P10539:iqc(4t);2026-07-21;https://www.growbaratochile.cl/vaporizadores-da-vinci/davinci-accessory-kit.html
71008;growbarato;davinci;"Vaporizador Davinci IQ para nuestras flores";225900;Vaporizadores herbales;3;P9244:iq3(3t) P10360:iq2-boquilla(3t) P10539:iqc(4t);2026-07-21;https://www.growbaratochile.cl/descuento-todos/vaporizador-da-vinci-iq.html
1394;growbarato;dynavap;"Kit de Inicio Vaporizador Dynavap M7 | Todo en 1 sin batería";159000;Vaporizadores herbales;8;P5740:b2(3t) P10532:bonger(2t) P10278:dynakit(3t);2026-07-21;https://www.growbaratochile.cl/vaporizadores/kit-de-inicio-vaporizador-dynavap-the-m7.html
71163;growbarato;galaxy;"Bandejas Smoking Galaxy Collection | Heaven, Inferno y Earth";11200;Bandejas y ceniceros;11;P5499:aluminio-63mm(3t) P5503:quartz(3t) P5733:ashtray-ash-holder(2t);2026-07-21;https://www.growbaratochile.cl/parafernalia/bandeja-para-enrolar-smoking.html
11568;growbarato;galaxy;"Práctico Snuffer Galaxy en varios colores - GB The Green Brand";7100;Otros parafernalia;11;P5499:aluminio-63mm(3t) P5503:quartz(3t) P5733:ashtray-ash-holder(2t);2026-07-21;https://www.growbaratochile.cl/articulos-para-el-fumador/snuffer-galaxy.html
542;growbarato;galaxy;"Galaxy Stardust cenicero de metal";11700;Bandejas y ceniceros;11;P5499:aluminio-63mm(3t) P5503:quartz(3t) P5733:ashtray-ash-holder(2t);2026-07-21;https://www.growbaratochile.cl/articulos-para-el-fumador/galaxy-stardust.html
147;growbarato;galaxy;"Porta Pitos - Galaxy【guarda caños】en Growbarato Chile";9000;Contenedores y estuches;11;P5499:aluminio-63mm(3t) P5503:quartz(3t) P5733:ashtray-ash-holder(2t);2026-07-21;https://www.growbaratochile.cl/articulos-para-el-fumador/porta-pitos-galaxy.html
71140;growbarato;ignite;"Soplete Phantom Black-Ignite para calentar su hierba";19800;Encendedores y sopletes;4;P10666:flex(3t) P10663:phantom-mini(2t) P10667:phantom(3t);2026-07-21;https://www.growbaratochile.cl/articulos-para-el-fumador/soplete-phantom-black-ignite.html
71184;growbarato;ignite;"Soplete Ignite Flex - GB The Green Brand";19500;Encendedores y sopletes;4;P10666:flex(3t) P10663:phantom-mini(2t) P10667:phantom(3t);2026-07-21;https://www.growbaratochile.cl/articulos-para-el-fumador/soplete-flex-ignite.html
71107;growbarato;kasvi;"Humidificador Kasvi 8 Litros | Control de Humedad para Cultivo";51900;Otros parafernalia;22;P10779:malla-secado-55cm(2t) P10725:carbon-activado-125x400(3t) P10742:carbon-activado-150x400(3t);2026-07-21;https://www.growbaratochile.cl/humedad-y-temperatura/humidificador-8l-kasvi.html
70844;growbarato;kasvi;"Bandeja Trimming Kasvi para Manicura y Recolección | Growbarato Chile";56500;Bandejas y ceniceros;22;P10779:malla-secado-55cm(2t) P10725:carbon-activado-125x400(3t) P10742:carbon-activado-150x400(3t);2026-07-21;https://www.growbaratochile.cl/herramientas-accesorios/bandeja-trimming-kasvi.html
71294;growbarato;lion-rolling-circus;"Tainer Lion Rolling Circus | Contenedor con Moledor Hermético";5300;Moledores;16;P10234:case-1-1-4(2t) P10299:unbleached-1-1-4(2t) P10452:alfalfa-king-size(3t);2026-07-21;https://www.growbaratochile.cl/parafernalia/tainer-lion-rolling-circus.html
11588;growbarato;lion-rolling-circus;"Unbleach King Size de Lion Rolling Circus";1300;Papelillos;16;P10234:case-1-1-4(2t) P10299:unbleached-1-1-4(2t) P10452:alfalfa-king-size(3t);2026-07-21;https://www.growbaratochile.cl/papelillos/rolling-circus-unbleach-big-smoke.html
11606;growbarato;lion-rolling-circus;"Lion Rolling Circus Unbleach - Papel sin blanquear";850;Papelillos;16;P10234:case-1-1-4(2t) P10299:unbleached-1-1-4(2t) P10452:alfalfa-king-size(3t);2026-07-21;https://www.growbaratochile.cl/papelillos/rolling-circus-unbleach.html
11602;growbarato;lion-rolling-circus;"Lion Rolling Circus Transparent 1/1.4 - Growbarato";1600;Otros parafernalia;16;P10234:case-1-1-4(2t) P10299:unbleached-1-1-4(2t) P10452:alfalfa-king-size(3t);2026-07-21;https://www.growbaratochile.cl/papel-de-celulosa/rolling-circus-transparent.html
11594;growbarato;lion-rolling-circus;"Lion Rolling Circus Transparent Block 420 - Growbarato";5400;Otros parafernalia;16;P10234:case-1-1-4(2t) P10299:unbleached-1-1-4(2t) P10452:alfalfa-king-size(3t);2026-07-21;https://www.growbaratochile.cl/papel-de-celulosa/rolling-circus-transparent-block.html
71110;growbarato;lion-rolling-circus;"Lion Rolling Circus Grinder Acrilico 2 Partes - GB The Green Brand";1900;Moledores;16;P10234:case-1-1-4(2t) P10299:unbleached-1-1-4(2t) P10452:alfalfa-king-size(3t);2026-07-21;https://www.growbaratochile.cl/moledores/lion-rolling-circus-grinder-acrilico.html
11538;growbarato;lion-rolling-circus;"Hemp Wraps Rolling Stones Lion Rolling Circus | Diferentes sabores";1400;Conos y blunts;16;P10234:case-1-1-4(2t) P10299:unbleached-1-1-4(2t) P10452:alfalfa-king-size(3t);2026-07-21;https://www.growbaratochile.cl/parafernalia/blunt-hemp-wrap-lion-rolling-circus.html
537;growbarato;lion-rolling-circus;"Lion Rolling Circus Wrap Natural Blunts";1400;Papelillos;16;P10234:case-1-1-4(2t) P10299:unbleached-1-1-4(2t) P10452:alfalfa-king-size(3t);2026-07-21;https://www.growbaratochile.cl/papelillos/rolling-circus-hemp-wrap.html
71289;growbarato;lion-rolling-circus;"Cone Hemp Gold de Lion Rolling Circus";10800;Papelillos;16;P10234:case-1-1-4(2t) P10299:unbleached-1-1-4(2t) P10452:alfalfa-king-size(3t);2026-07-21;https://www.growbaratochile.cl/papelillos/cone-hemp-gold.html
71246;growbarato;lion-rolling-circus;"Lion Rolling Circus Sylver papel fino de calidad";900;Papelillos;16;P10234:case-1-1-4(2t) P10299:unbleached-1-1-4(2t) P10452:alfalfa-king-size(3t);2026-07-21;https://www.growbaratochile.cl/papelillos/lion-rolling-circus-sylver.html
71245;growbarato;lion-rolling-circus;"Conos Hemp Gelato Berry Lion Rolling Circus | con Terpenos";1800;Papelillos;16;P10234:case-1-1-4(2t) P10299:unbleached-1-1-4(2t) P10452:alfalfa-king-size(3t);2026-07-21;https://www.growbaratochile.cl/papelillos/cone-hemp-gelato-berry-lion-rolling-circus.html
71243;growbarato;lion-rolling-circus;"Lion Rolling Circus Transparent King Size - Growbarato Chile";1500;Otros parafernalia;16;P10234:case-1-1-4(2t) P10299:unbleached-1-1-4(2t) P10452:alfalfa-king-size(3t);2026-07-21;https://www.growbaratochile.cl/papel-de-celulosa/rolling-circus-transparent-king-size.html
71232;growbarato;lion-rolling-circus;"Tips pequeños de Lion Rolling Circus";800;Filtros y boquillas;16;P10234:case-1-1-4(2t) P10299:unbleached-1-1-4(2t) P10452:alfalfa-king-size(3t);2026-07-21;https://www.growbaratochile.cl/articulos-para-el-fumador/tips-pequenos.html
11582;growbarato;lion-rolling-circus;"Lion Rolling Circus Pre Rolled Filters";3400;Otros parafernalia;16;P10234:case-1-1-4(2t) P10299:unbleached-1-1-4(2t) P10452:alfalfa-king-size(3t);2026-07-21;https://www.growbaratochile.cl/articulos-para-el-fumador/rolling-circus-pre-rolled-filters.html
320;growbarato;ocb;"OCB Filtro Premium Slim Bolsa - GB The Green Brand";1800;Filtros y boquillas;16;P5471:organic-con-tips(3t) P5797:rolling-machine-acrilica-1-1-4(3t) P6001:eco(3t);2026-07-21;https://www.growbaratochile.cl/articulos-para-el-fumador/ocb-filtro-premium-slim-bolsa.html
308;growbarato;ocb;"OCB Filtro de Carbón Activo - GB The Green Brand";300;Filtros y boquillas;16;P5471:organic-con-tips(3t) P5797:rolling-machine-acrilica-1-1-4(3t) P6001:eco(3t);2026-07-21;https://www.growbaratochile.cl/parafernalia/ocb-filtro-de-carbon-activo.html
71015;growbarato;ocb;"OCB Papel Blanco Mini - GB The Green Brand";450;Otros parafernalia;16;P5471:organic-con-tips(3t) P5797:rolling-machine-acrilica-1-1-4(3t) P6001:eco(3t);2026-07-21;https://www.growbaratochile.cl/papel-de-celulosa/ocb-papel-blanco-mini.html
71061;growbarato;ozeta;"Contenedor hermético OZeta - GB The Green Brand";900;Contenedores y estuches;32;P10699:case-pequeno-2023(2t) P5764:case-antiolor-medium(3t) P5780:bag-chestbag-4x4-4x4(3t);2026-07-21;https://www.growbaratochile.cl/ozeta/contenedor-hermetico-ozeta.html
3225;growbarato;ozeta;"Kit Fumeta OZeta Case XL antiolor";39500;Contenedores y estuches;32;P10699:case-pequeno-2023(2t) P5764:case-antiolor-medium(3t) P5780:bag-chestbag-4x4-4x4(3t);2026-07-21;https://www.growbaratochile.cl/ozeta/kit-fumeta-ozeta-case-xl.html
11457;growbarato;ozeta;"Mochila con Clave OZeta con filtro antiolor";50500;Filtros y boquillas;32;P10699:case-pequeno-2023(2t) P5764:case-antiolor-medium(3t) P5780:bag-chestbag-4x4-4x4(3t);2026-07-21;https://www.growbaratochile.cl/ozeta/mochila-con-clave-ozeta.html
3134;growbarato;ozeta;"Mecha de Cáñamo Ozeta";1000;Otros parafernalia;32;P10699:case-pequeno-2023(2t) P5764:case-antiolor-medium(3t) P5780:bag-chestbag-4x4-4x4(3t);2026-07-21;https://www.growbaratochile.cl/parafernalia/ozeta-mecha-de-canamo.html
71112;growbarato;ozeta;"Ozeta Ywiwis - Estuche con tecnología CDO";25200;Contenedores y estuches;32;P10699:case-pequeno-2023(2t) P5764:case-antiolor-medium(3t) P5780:bag-chestbag-4x4-4x4(3t);2026-07-21;https://www.growbaratochile.cl/ozeta/ozeta-iwiwis.html
71113;growbarato;ozeta;"Ozeta Techbag┃Bolso anti - olor";31600;Contenedores y estuches;32;P10699:case-pequeno-2023(2t) P5764:case-antiolor-medium(3t) P5780:bag-chestbag-4x4-4x4(3t);2026-07-21;https://www.growbaratochile.cl/ozeta/ozeta-techbag.html
70827;growbarato;ozeta;"Bandolera OZeta - GB The Greeb Brand";36800;Otros parafernalia;32;P10699:case-pequeno-2023(2t) P5764:case-antiolor-medium(3t) P5780:bag-chestbag-4x4-4x4(3t);2026-07-21;https://www.growbaratochile.cl/ozeta/bandolera-ozeta-.html
71013;growbarato;ozeta;"Bolso Cilíndrico Anti-Olor de Ozeta grande";39600;Contenedores y estuches;32;P10699:case-pequeno-2023(2t) P5764:case-antiolor-medium(3t) P5780:bag-chestbag-4x4-4x4(3t);2026-07-21;https://www.growbaratochile.cl/ozeta/bolso-cilindrico-anti-olor.html
71001;growbarato;pax;"Pax 3 - Basic Kit┃ Vaporizador para hierba seca y concentrados";276300;Vaporizadores herbales;3;P5753:mouthpiece-2u(2t) P10862:plus-starter-kit(2t) P10864:plus-complete-kit(2t);2026-07-21;https://www.growbaratochile.cl/vaporizadores/pax-3-basic-kit.html
70905;growbarato;pax;"Pax 3 vaporizador para marihuana y bho";319500;Vaporizadores herbales;3;P5753:mouthpiece-2u(2t) P10862:plus-starter-kit(2t) P10864:plus-complete-kit(2t);2026-07-21;https://www.growbaratochile.cl/vaporizadores/vaporizador-pax-3.html
3168;growbarato;piecemaker;"Bong de silicona Klutch de Piece Maker";22900;Bongs;4;P6011:kuban(2t) P10645:kirby(2t) P10421:kube-9cm(2t);2026-07-21;https://www.growbaratochile.cl/pipas-bongs-y-cachimbas/bong-de-silicona-klutch.html
11585;growbarato;piecemaker;"PieceMaker Gear Kolt | Bong Flexible y Ergonómico";18000;Bongs;4;P6011:kuban(2t) P10645:kirby(2t) P10421:kube-9cm(2t);2026-07-21;https://www.growbaratochile.cl/bongs-de-silicona/piece-maker-gear-kolt.html
71153;growbarato;piecemaker;"Kontainer de Piece Maker para extracciones";3200;Otros parafernalia;4;P6011:kuban(2t) P10645:kirby(2t) P10421:kube-9cm(2t);2026-07-24;https://www.growbaratochile.cl/extraccion-de-resina/container-silicona.html
70881;growbarato;raw;"Conos RAW 5 Stages | Conos pre-armados papel natural – GrowBaratoChile";3400;Papelillos;37;P5465:black-organic-hemp(3t) P5711:pre-roll-1-1-4-6u(2t) P5716:paper-tip-classic(3t);2026-07-21;https://www.growbaratochile.cl/papelillos/raw-cones-5-stage-rawket.html
2292;growbarato;raw;"RAW Connoisseur 1.1/4+ Tips es kit de fumador";1600;Papelillos;37;P5465:black-organic-hemp(3t) P5711:pre-roll-1-1-4-6u(2t) P5716:paper-tip-classic(3t);2026-07-21;https://www.growbaratochile.cl/papelillos/raw-connoisseur-114-pre-rolled-tips.html
11567;growbarato;raw;"RAW Pre Rolled Tips de RAW filtros de calidad";1300;Filtros y boquillas;37;P5465:black-organic-hemp(3t) P5711:pre-roll-1-1-4-6u(2t) P5716:paper-tip-classic(3t);2026-07-21;https://www.growbaratochile.cl/articulos-para-el-fumador/raw-pre-rolled-tips.html
150;growbarato;ronson;"Soplete Ronson┃Encendido fácil y recargable✅";3600;Encendedores y sopletes;2;P10238:gas-18ml(2t) P10874:torch-pequeno(2t);2026-07-21;https://www.growbaratochile.cl/encendedores/soplete-ronson.html
1426;growbarato;ronson;"Encendedor Ronson Electrolite【recargable】";700;Encendedores y sopletes;2;P10238:gas-18ml(2t) P10874:torch-pequeno(2t);2026-07-21;https://www.growbaratochile.cl/encendedores-ronson/encendedor-ronson-electrolite.html
11592;growbarato;ronson;"Encendedor Monster Ronson【llama regulable】";700;Encendedores y sopletes;2;P10238:gas-18ml(2t) P10874:torch-pequeno(2t);2026-07-21;https://www.growbaratochile.cl/encendedores/encededor-monster-ronson.html
1396;growbarato;ronson;"Encendedor De Cocina - Ronson Pequeño【 Recargable 】";1000;Encendedores y sopletes;2;P10238:gas-18ml(2t) P10874:torch-pequeno(2t);2026-07-21;https://www.growbaratochile.cl/encendedores-ronson/encendedor-de-cocina-ronson-pequeno.html
11559;growbarato;smoking;"Ceniceros Smoking Metálicos Retro Labels, Skater, Flames y Surf";4800;Bandejas y ceniceros;1;P10515:deluxe-king-size(2t);2026-07-21;https://www.growbaratochile.cl/parafernalia/cenicero-smoking-.html
22143;growbarato;soulblime;"Tubos Guarda Pitos SoulBlime";1000;Contenedores y estuches;4;P10736:desmontable(2t) P10533:cenicero-metalico(2t) P10546:contenedor-tapa-bandeja(3t);2026-07-21;https://www.growbaratochile.cl/soulblime/tubo-guarda-pitos-soulblime.html
16757;growbarato;soulblime;"Moledor Tarjeta Soulblime portátil";2300;Moledores;4;P10736:desmontable(2t) P10533:cenicero-metalico(2t) P10546:contenedor-tapa-bandeja(3t);2026-07-27;https://www.growbaratochile.cl/soulblime/moledor-tarjeta-soulblime.html
22156;growbarato;soulblime;"Cajita Metálica SoulBlime varios diseños";1800;Contenedores y estuches;4;P10736:desmontable(2t) P10533:cenicero-metalico(2t) P10546:contenedor-tapa-bandeja(3t);2026-07-21;https://www.growbaratochile.cl/soulblime/cajita-metalica-soulblime.html
71241;growbarato;storz-bickel;"Mighty Wash Limpiador de Residuos y Araña Roja en Spray";10800;Vaporizadores herbales;45;P10263:dosing-capsules-volcano-camara(3t) P5755:charger-mighty-plus-usb-c-supercharger(3t) P5756:cooling-unit-crafty(3t);2026-07-24;https://www.growbaratochile.cl/insecticidas-y-fungicidas-varios/mighty-wash.html
1406;growbarato;the-bulldog;"Encendedor Clipper Bulldog Ámsterdam - GB The Green Brand";1000;Encendedores y sopletes;3;P5713:pre-roll-1-1-4-6u(2t) P6471:40mm(2t) P10537:giga-28cm(2t);2026-07-21;https://www.growbaratochile.cl/encendedores-clipper/encendedor-clipper-bulldog-amsterdam.html
3227;growbarato;vibes;"VIBES CONES CUBANO - Conos pre-enrolados";1600;Papelillos;1;P10875:hemp-1-1-4(2t);2026-07-21;https://www.growbaratochile.cl/papelillos/vibes-cones-box-cubano.html
2291;growbarato;vibes;"Papelillos Vibes 1.¼ Organic Hemp";1300;Papelillos;1;P10875:hemp-1-1-4(2t);2026-07-21;https://www.growbaratochile.cl/papelillos/papelillos-vibes-114.html
71114;growbarato;vibes;"VIBES The Cali Hemp 2G - Hemp";3400;Papelillos;1;P10875:hemp-1-1-4(2t);2026-07-21;https://www.growbaratochile.cl/papelillos/cali-hemp-1g.html
71106;growbarato;zippo;"Zippo Logo┃elegancia y calidad al mejor precio";14400;Encendedores y sopletes;15;P10332:cannabis-design-iridiscente(2t) P10276:royal-blue-matte(2t) P10308:cannabis-design-3(2t);2026-07-21;https://www.growbaratochile.cl/encendedores/zippo-logo.html
71009;growbarato;zippo;"Zippo Leaf Engraved【barato】en GB The Green Brand✅";20900;Encendedores y sopletes;15;P10332:cannabis-design-iridiscente(2t) P10276:royal-blue-matte(2t) P10308:cannabis-design-3(2t);2026-07-21;https://www.growbaratochile.cl/encendedores/zippo-leaf-engraved-.html
69011;kushbreak;blazer;"Blazer Big Buddy Soplete";49990;Encendedores y sopletes;1;P10711:big-shot-higher-standards(2t);2026-07-24;https://www.kushbreak.cl/soplete-blazer-big-buddy-torch-cannabis
69187;kushbreak;blazer;"Blazer Stingray Soplete";59990;Encendedores y sopletes;1;P10711:big-shot-higher-standards(2t);2026-07-21;https://www.kushbreak.cl/soplete-blazer-stingray-torch-cannabis
69454;kushbreak;blunt-wrap;"Blunt Wrap Platinum 2x";890;Conos y blunts;1;P8638:wrap-platinum-2u(2t);2026-07-24;https://www.kushbreak.cl/blunt-wrap-platinum-x2-tabaco-cannabis
69223;kushbreak;calvo;"Repuesto Difusor CALVO GLASS";9990;Repuestos para bongs y vaporizadores;44;P5490:horn(2t) P5536:beaker-tree-perc(2t) P5751:bowl-14mm(3t);2026-07-21;https://www.kushbreak.cl/repuesto-difusor-calvo-glass
