offerId;tienda;brandKey;titulo;precio;categoria;productosSinEstaTienda;ejemplosDestino;lastSeenAt;url
11257;piranha;ocb;"Máquina Enroladora Acrílica OCB 1";3990;Otros parafernalia;4;P10243:paper-filter-slim(2t) P10870:regular-7-5mm(2t) P10851:pre-roll-premium-king-size-slim-3u(2t);2026-07-27;https://piranha.cl/inicio/7961/maquina-enroladora-acrilica-ocb-1.html
15839;piranha;ocb;"Filtros OCB Mentolado 6mm (150u)";1990;Filtros y boquillas;4;P10243:paper-filter-slim(2t) P10870:regular-7-5mm(2t) P10851:pre-roll-premium-king-size-slim-3u(2t);2026-07-27;https://piranha.cl/inicio/6497/filtros-ocb-mentolado-6mm-150u.html
16117;piranha;ocb;"Bandeja OCB (Diseño aleatorio)";7990;Bandejas y ceniceros;4;P10243:paper-filter-slim(2t) P10870:regular-7-5mm(2t) P10851:pre-roll-premium-king-size-slim-3u(2t);2026-07-27;https://piranha.cl/inicio/6094/bandeja-ocb-diseno-aleatorio.html
3391;piranha;ocb;"Papelillo OCB Virgin 1 | PIRANHA";890;Papelillos;4;P10243:paper-filter-slim(2t) P10870:regular-7-5mm(2t) P10851:pre-roll-premium-king-size-slim-3u(2t);2026-07-27;https://piranha.cl/inicio/8375/papelillo-ocb-virgin-1.html
298;piranha;ocb;"Papelillo OCB Ultimate 1";890;Papelillos;4;P10243:paper-filter-slim(2t) P10870:regular-7-5mm(2t) P10851:pre-roll-premium-king-size-slim-3u(2t);2026-07-27;https://piranha.cl/inicio/1479/papelillo-ocb-ultimate-1.html
16113;piranha;ocb;"Kit OCB x Piranha";8390;Otros parafernalia;4;P10243:paper-filter-slim(2t) P10870:regular-7-5mm(2t) P10851:pre-roll-premium-king-size-slim-3u(2t);2026-07-27;https://piranha.cl/inicio/5856/kit-ocb-x-piranha.html
299;piranha;ocb;"Papelillo OCB Azul Premium 1 1/4";890;Papelillos;4;P10243:paper-filter-slim(2t) P10870:regular-7-5mm(2t) P10851:pre-roll-premium-king-size-slim-3u(2t);2026-07-27;https://piranha.cl/inicio/881/papelillo-azul-n1-ocb-organico.html
15806;piranha;ocb;"Filtros OCB Slim Engomado 6mm (150u)";1990;Filtros y boquillas;4;P10243:paper-filter-slim(2t) P10870:regular-7-5mm(2t) P10851:pre-roll-premium-king-size-slim-3u(2t);2026-07-27;https://piranha.cl/inicio/6496/filtros-ocb-slim-engomado-6mm-150u.html
11211;piranha;ocb;"Filtros OCB ECO Slim 6mm (120u)";1990;Filtros y boquillas;4;P10243:paper-filter-slim(2t) P10870:regular-7-5mm(2t) P10851:pre-roll-premium-king-size-slim-3u(2t);2026-07-27;https://piranha.cl/inicio/6494/filtros-ocb-eco-slim-6mm-120u.html
11221;piranha;ocb;"Conos PreEnrolados OCB Ultra Fino 109mm (3u)| PIRANHA";1790;Conos y blunts;4;P10243:paper-filter-slim(2t) P10870:regular-7-5mm(2t) P10851:pre-roll-premium-king-size-slim-3u(2t);2026-07-27;https://piranha.cl/inicio/8383/conos-preenrolados-ocb-ultra-fino-109mm.html
15759;piranha;piecemaker;"Bong K9 - Piecemaker | PIRANHA";35994;Bongs;3;P6771:kiwi(2t) P10421:kube-9cm(2t) P10440:munchie-bowl(2t);2026-07-27;https://piranha.cl/inicio/6769/bong-piecemaker-k9-color-a-eleccion.html
16165;piranha;piecemaker;"Kap (Carb Cap) PieceMaker (Color aleatorio) | PIRANHA";990;Accesorios de extraccion;3;P6771:kiwi(2t) P10421:kube-9cm(2t) P10440:munchie-bowl(2t);2026-07-27;https://piranha.cl/inicio/7573/kap-carb-cap-piecemaker-color-aleatorio.html
15746;piranha;piecemaker;"Contenedor Piecemaker Large";5490;Contenedores y estuches;3;P6771:kiwi(2t) P10421:kube-9cm(2t) P10440:munchie-bowl(2t);2026-07-27;https://piranha.cl/inicio/3937/contenedor-piecemaker-large-color-a-eleccion.html
678;piranha;puffco;"Vaporizador Puffco New Peak | PIRANHA";295992;Accesorios de extraccion;9;P10648:new-peak-onyx(3t) P10649:peak-pro(2t) P10677:new-peak-cloud(2t);2026-07-27;https://piranha.cl/inicio/7665/vaporizador-puffco-new-peak-color-a-eleccion.html
80305;piranha;puffco;"Puffco New Peak Pro 3DXL LTD Plasma Edition Chamber | PIRANHA";179991;Accesorios de extraccion;9;P10648:new-peak-onyx(3t) P10649:peak-pro(2t) P10677:new-peak-cloud(2t);2026-07-27;https://piranha.cl/inicio/8853/puffco-new-peak-pro-3dxl-ltd-plasma-edition-chamber.html
81217;piranha;puffco;"Polera HigherTech Puffco | PIRANHA";28491;Accesorios de extraccion;9;P10648:new-peak-onyx(3t) P10649:peak-pro(2t) P10677:new-peak-cloud(2t);2026-07-27;https://piranha.cl/inicio/8860/polera-highertech-puffco-talla-a-eleccion.html
16231;piranha;puffco;"Accesorio Proxy Droplet - Puffco";118992;Accesorios de extraccion;9;P10648:new-peak-onyx(3t) P10649:peak-pro(2t) P10677:new-peak-cloud(2t);2026-07-27;https://piranha.cl/inicio/6201/accesorio-proxy-droplet-puffco.html
16172;piranha;puffco;"Accesorio Puffco New Hot Knife | PIRANHA";85491;Accesorios de extraccion;9;P10648:new-peak-onyx(3t) P10649:peak-pro(2t) P10677:new-peak-cloud(2t);2026-07-27;https://piranha.cl/inicio/8809/accesorio-puffco-new-hot-knife-color-a-eleccion.html
16170;piranha;puffco;"Accesorio Puffco Proxy Core | PIRANHA";104491;Accesorios de extraccion;9;P10648:new-peak-onyx(3t) P10649:peak-pro(2t) P10677:new-peak-cloud(2t);2026-07-27;https://piranha.cl/inicio/8807/accesorio-puffco-proxy-core-color-a-eleccion.html
16064;piranha;puffco;"Vaporizador Puffco New Proxy Kit - Puffco";299993;Accesorios de extraccion;9;P10648:new-peak-onyx(3t) P10649:peak-pro(2t) P10677:new-peak-cloud(2t);2026-07-27;https://piranha.cl/inicio/8508/vaporizador-puffco-new-proxy-kit-color-a-eleccion.html
16211;piranha;puffco;"Vaporizador Modular Puffco Proxy Core Kit Onyx | PIRANHA";427491;Accesorios de extraccion;9;P10648:new-peak-onyx(3t) P10649:peak-pro(2t) P10677:new-peak-cloud(2t);2026-07-27;https://piranha.cl/inicio/8806/vaporizador-modular-puffco-proxy-core-kit-onyx.html
16148;piranha;puffco;"Peak Pro Colored Ball Cap";31992;Otros parafernalia;9;P10648:new-peak-onyx(3t) P10649:peak-pro(2t) P10677:new-peak-cloud(2t);2026-07-27;https://piranha.cl/inicio/6215/puffco-peak-pro-colored-ball-cap-color-a-eleccion.html
16146;piranha;puffco;"Peak Pro Colored Glass";99990;Otros parafernalia;9;P10648:new-peak-onyx(3t) P10649:peak-pro(2t) P10677:new-peak-cloud(2t);2026-07-27;https://piranha.cl/inicio/6213/puffco-peak-pro-colored-glass-color-a-eleccion.html
16040;piranha;puffco;"Vaporizador Proxy Kit Black - Puffco";258993;Accesorios de extraccion;9;P10648:new-peak-onyx(3t) P10649:peak-pro(2t) P10677:new-peak-cloud(2t);2026-07-27;https://piranha.cl/inicio/6197/vaporizador-puffco-proxy-kit-color-a-eleccion.html
16232;piranha;puffco;"Proxy Ball Cap - Puffco";31992;Accesorios de extraccion;9;P10648:new-peak-onyx(3t) P10649:peak-pro(2t) P10677:new-peak-cloud(2t);2026-07-27;https://piranha.cl/inicio/6203/proxy-ball-cap-puffco.html
16142;piranha;puffco;"Proxy Travel Pipe";53991;Pipas;9;P10648:new-peak-onyx(3t) P10649:peak-pro(2t) P10677:new-peak-cloud(2t);2026-07-27;https://piranha.cl/inicio/6202/puffco-proxy-travel-pipe-color-a-eleccion.html
94237;piranha;raw;"Display 800 Conos RAW King Size | PIRANHA";188991;Conos y blunts;3;P10285:prepare-for-flight-grande(2t) P10479:cono-perfecto(2t) P10186:black-connoisseur-1-1-4-tips(1t);2026-07-27;https://piranha.cl/inicio/8939/display-800-conos-raw-king-size.html
11243;piranha;raw;"Anillo RAW Dorado Smoker 24K";39992;Otros parafernalia;3;P10285:prepare-for-flight-grande(2t) P10479:cono-perfecto(2t) P10186:black-connoisseur-1-1-4-tips(1t);2026-07-27;https://piranha.cl/inicio/6475/anillo-raw-dorado-smoker-24k.html
15878;piranha;raw;"Anillo RAW Black Smoker Ring (Talla 9/Talla 10) | PIRANHA";39992;Otros parafernalia;3;P10285:prepare-for-flight-grande(2t) P10479:cono-perfecto(2t) P10186:black-connoisseur-1-1-4-tips(1t);2026-07-27;https://piranha.cl/inicio/7304/anillo-raw-black-smoker-ring.html
11241;piranha;raw;"Filtros RAW Cono Perfect (32u)";890;Filtros y boquillas;3;P10285:prepare-for-flight-grande(2t) P10479:cono-perfecto(2t) P10186:black-connoisseur-1-1-4-tips(1t);2026-07-27;https://piranha.cl/inicio/6465/filtros-raw-cono-perfect-32u.html
93698;piranha;raw;"Jockey RAW Camuflado con Spot Secreto | PIRANHA";14241;Otros parafernalia;3;P10285:prepare-for-flight-grande(2t) P10479:cono-perfecto(2t) P10186:black-connoisseur-1-1-4-tips(1t);2026-07-27;https://piranha.cl/inicio/8928/jockey-raw-camuflado-con-spot-secreto.html
3530;piranha;raw;"Papelillo RAW Black Organic Hemp King Size | PIRANHA";1290;Papelillos;3;P10285:prepare-for-flight-grande(2t) P10479:cono-perfecto(2t) P10186:black-connoisseur-1-1-4-tips(1t);2026-07-27;https://piranha.cl/inicio/7273/papelillos-raw-black-organic-hemp-king-size.html
93721;piranha;raw;"Llavero RAW Bandeja Miniatura Silver | PIRANHA";3990;Bandejas y ceniceros;3;P10285:prepare-for-flight-grande(2t) P10479:cono-perfecto(2t) P10186:black-connoisseur-1-1-4-tips(1t);2026-07-27;https://piranha.cl/inicio/8937/llavero-raw-bandeja-miniatura-silver.html
93880;piranha;raw;"Cajita Conos RAW Black 1 1/4 (20u) | PIRANHA";7591;Conos y blunts;3;P10285:prepare-for-flight-grande(2t) P10479:cono-perfecto(2t) P10186:black-connoisseur-1-1-4-tips(1t);2026-07-27;https://piranha.cl/inicio/8940/cajita-conos-raw-black-1-14-20u.html
93936;piranha;raw;"Cajita Metálica Porta Papelillos RAW Black 1 1/4 | PIRANHA";1990;Contenedores y estuches;3;P10285:prepare-for-flight-grande(2t) P10479:cono-perfecto(2t) P10186:black-connoisseur-1-1-4-tips(1t);2026-07-27;https://piranha.cl/inicio/8933/cajita-metalica-porta-papelillos-raw-black-1-14.html
707;piranha;raw;"Alfombra RAW Negra 60x80cm";34553;Otros parafernalia;3;P10285:prepare-for-flight-grande(2t) P10479:cono-perfecto(2t) P10186:black-connoisseur-1-1-4-tips(1t);2026-07-27;https://piranha.cl/inicio/6473/alfombra-raw-negra-60x80cm.html
11070;piranha;raw;"Cajita Metálica RAW Rectangular | PIRANHA";2490;Contenedores y estuches;3;P10285:prepare-for-flight-grande(2t) P10479:cono-perfecto(2t) P10186:black-connoisseur-1-1-4-tips(1t);2026-07-27;https://piranha.cl/inicio/7298/cajita-metalica-raw-rectangular.html
94428;piranha;raw;"Figura Decorativa RAW Dancing Cone | PIRANHA";29751;Otros parafernalia;3;P10285:prepare-for-flight-grande(2t) P10479:cono-perfecto(2t) P10186:black-connoisseur-1-1-4-tips(1t);2026-07-27;https://piranha.cl/inicio/8930/figura-decorativa-raw-dancing-cone.html
11209;piranha;raw;"Jockey RAW con Spot Secreto";12341;Otros parafernalia;3;P10285:prepare-for-flight-grande(2t) P10479:cono-perfecto(2t) P10186:black-connoisseur-1-1-4-tips(1t);2026-07-27;https://piranha.cl/inicio/6478/jockey-raw-con-spot-secreto.html
708;piranha;raw;"Vela RAW de Cáñamo Neutralizadora de Olores";16992;Otros parafernalia;3;P10285:prepare-for-flight-grande(2t) P10479:cono-perfecto(2t) P10186:black-connoisseur-1-1-4-tips(1t);2026-07-27;https://piranha.cl/inicio/6477/vela-raw-de-canamo-neutralizadora-de-olores.html
15965;piranha;raw;"Polera RAW Beige (S/M/L/XL) | PIRANHA";14993;Otros parafernalia;3;P10285:prepare-for-flight-grande(2t) P10479:cono-perfecto(2t) P10186:black-connoisseur-1-1-4-tips(1t);2026-07-27;https://piranha.cl/inicio/7307/polera-raw-beige.html
93997;piranha;raw;"RAW Pins Tarjeta con 4 Diseños | PIRANHA";14951;Otros parafernalia;3;P10285:prepare-for-flight-grande(2t) P10479:cono-perfecto(2t) P10186:black-connoisseur-1-1-4-tips(1t);2026-07-27;https://piranha.cl/inicio/8931/raw-pins-tarjeta-con-4-disenos.html
1342;piranha;raw;"Cenicero RAW Vidrio (Dark Side/Rainbow) | PIRANHA";29742;Bandejas y ceniceros;3;P10285:prepare-for-flight-grande(2t) P10479:cono-perfecto(2t) P10186:black-connoisseur-1-1-4-tips(1t);2026-07-27;https://piranha.cl/inicio/6483/cenicero-raw-vidrio-dark-side-rainbow.html
93208;piranha;raw;"Moledor RAW Silver 5,5cm 4 Partes | PIRANHA";19992;Moledores;3;P10285:prepare-for-flight-grande(2t) P10479:cono-perfecto(2t) P10186:black-connoisseur-1-1-4-tips(1t);2026-07-27;https://piranha.cl/inicio/8942/moledor-raw-silver-55cm-4-partes.html
14337;piranha;raw;"Bandeja Metálica RAW Fly High | PIRANHA";5990;Bandejas y ceniceros;3;P10285:prepare-for-flight-grande(2t) P10479:cono-perfecto(2t) P10186:black-connoisseur-1-1-4-tips(1t);2026-07-27;https://piranha.cl/inicio/7285/bandeja-metalica-raw-fly-high-tamano-a-eleccion.html
93264;piranha;raw;"Moledor Hammercraft x RAW 6cm 4 Partes | PIRANHA";24792;Moledores;3;P10285:prepare-for-flight-grande(2t) P10479:cono-perfecto(2t) P10186:black-connoisseur-1-1-4-tips(1t);2026-07-27;https://piranha.cl/inicio/8941/moledor-hammercraft-x-raw-6cm-4-partes-color-a-eleccion.html
94430;piranha;raw;"Letrero Luminoso RAW LED Sign | PIRANHA";158091;Otros parafernalia;3;P10285:prepare-for-flight-grande(2t) P10479:cono-perfecto(2t) P10186:black-connoisseur-1-1-4-tips(1t);2026-07-27;https://piranha.cl/inicio/8936/letrero-luminoso-raw-led-sign.html
93294;piranha;raw;"Papelillo RAW Black Connoisseur 1 1/4 + Boquilla | PIRANHA";1590;Papelillos;3;P10285:prepare-for-flight-grande(2t) P10479:cono-perfecto(2t) P10186:black-connoisseur-1-1-4-tips(1t);2026-07-27;https://piranha.cl/inicio/8926/papelillo-raw-black-connoisseur-1-14-boquilla.html
94236;piranha;raw;"Display 1.000 Conos RAW Pre-Enrolados 1 1/4 | PIRANHA";179991;Conos y blunts;3;P10285:prepare-for-flight-grande(2t) P10479:cono-perfecto(2t) P10186:black-connoisseur-1-1-4-tips(1t);2026-07-27;https://piranha.cl/inicio/8938/display-1000-conos-raw-pre-enrolados-1-14.html
93353;piranha;raw;"Bolsa RAW Tote Bag 40x60cm | PIRANHA";7990;Otros parafernalia;3;P10285:prepare-for-flight-grande(2t) P10479:cono-perfecto(2t) P10186:black-connoisseur-1-1-4-tips(1t);2026-07-27;https://piranha.cl/inicio/8935/bolsa-raw-tote-bag-40x60cm.html
93637;piranha;raw;"Gorro de Lana con Parche RAW | PIRANHA";17991;Otros parafernalia;3;P10285:prepare-for-flight-grande(2t) P10479:cono-perfecto(2t) P10186:black-connoisseur-1-1-4-tips(1t);2026-07-27;https://piranha.cl/inicio/8927/gorro-de-lana-con-parche-raw-color-a-eleccion.html
94234;piranha;raw;"Tubo Case RAW Metal Tube Porta Joint | PIRANHA";4990;Contenedores y estuches;3;P10285:prepare-for-flight-grande(2t) P10479:cono-perfecto(2t) P10186:black-connoisseur-1-1-4-tips(1t);2026-07-27;https://piranha.cl/inicio/8932/tubo-case-raw-metal-tube-porta-joint-color-a-eleccion.html
93658;piranha;raw;"Jockey RAW Trucker Camuflado con Beige y Spot Secreto | PIRANHA";14241;Otros parafernalia;3;P10285:prepare-for-flight-grande(2t) P10479:cono-perfecto(2t) P10186:black-connoisseur-1-1-4-tips(1t);2026-07-27;https://piranha.cl/inicio/8929/jockey-raw-trucker-camuflado-con-beige-y-spot-secreto.html
94479;piranha;raw;"Polera RAW Negra (S/M/L/XL) | PIRANHA";14993;Otros parafernalia;3;P10285:prepare-for-flight-grande(2t) P10479:cono-perfecto(2t) P10186:black-connoisseur-1-1-4-tips(1t);2026-07-27;https://piranha.cl/inicio/7306/polera-raw-negra.html
94429;piranha;raw;"Bandeja Metálica RAW Roja Mediana | PIRANHA";7990;Bandejas y ceniceros;3;P10285:prepare-for-flight-grande(2t) P10479:cono-perfecto(2t) P10186:black-connoisseur-1-1-4-tips(1t);2026-07-27;https://piranha.cl/inicio/8934/bandeja-metalica-raw-roja-mediana.html
27263;piranha;soulblime;"Filtros Soulblime Berrymint Slim Filters 6x15mm (150u) | PIRANHA";1290;Filtros y boquillas;4;P10527:bolsa-hermetica(2t) P10533:cenicero-metalico(2t) P10236:sliding(3t);2026-07-27;https://piranha.cl/inicio/8391/filtros-soulblime-berrymint-slim-filters-6x15mm-150u.html
53604;piranha;soulblime;"Conos PreEnrolados Soulblime Pink Cones King Size (6u) | PIRANHA";2390;Conos y blunts;4;P10527:bolsa-hermetica(2t) P10533:cenicero-metalico(2t) P10236:sliding(3t);2026-07-10;https://piranha.cl/inicio/8398/preenrolados-soulblime-pink-cones-king-size.html
11266;piranha;soulblime;"Filtros Soulblime Slim Filters 6x15mm (200u) | PIRANHA";1290;Filtros y boquillas;4;P10527:bolsa-hermetica(2t) P10533:cenicero-metalico(2t) P10236:sliding(3t);2026-07-27;https://piranha.cl/inicio/8389/filtros-soulblime-slim-filters-6x15mm.html
16059;piranha;soulblime;"Bolsita Hermetica Antiolor - Soulblime | PIRANHA";790;Contenedores y estuches;4;P10527:bolsa-hermetica(2t) P10533:cenicero-metalico(2t) P10236:sliding(3t);2026-07-27;https://piranha.cl/inicio/8201/bolsita-hermetica-antiolor-soulblime.html
79859;piranha;soulblime;"Hemp Wraps Blunt Soulblime | PIRANHA";1000;Conos y blunts;4;P10527:bolsa-hermetica(2t) P10533:cenicero-metalico(2t) P10236:sliding(3t);2026-07-27;https://piranha.cl/inicio/5978/hemp-wraps-blunt-soulblime-chocolate-2u.html
16108;piranha;soulblime;"Filtro Tips Soulblime | PIRANHA";590;Filtros y boquillas;4;P10527:bolsa-hermetica(2t) P10533:cenicero-metalico(2t) P10236:sliding(3t);2026-07-27;https://piranha.cl/inicio/8399/filtro-tips-soulblime.html
16125;piranha;soulblime;"Cenicero Soulblime | PIRANHA";1990;Bandejas y ceniceros;4;P10527:bolsa-hermetica(2t) P10533:cenicero-metalico(2t) P10236:sliding(3t);2026-07-27;https://piranha.cl/inicio/8400/cenicero-soulblime.html
16129;piranha;soulblime;"Caja Soulblime";1990;Otros parafernalia;4;P10527:bolsa-hermetica(2t) P10533:cenicero-metalico(2t) P10236:sliding(3t);2026-07-27;https://piranha.cl/inicio/6020/caja-soulblime-pequena-con-bisagra-diseno-aleatorio.html
16135;piranha;soulblime;"Caja Soulblime Grande con Bisagra | PIRANHA";2490;Otros parafernalia;4;P10527:bolsa-hermetica(2t) P10533:cenicero-metalico(2t) P10236:sliding(3t);2026-07-27;https://piranha.cl/inicio/8388/caja-soulblime-grande-con-bisagra-diseno-aleatorio.html
16139;piranha;soulblime;"Tubo Soulblime";1490;Otros parafernalia;4;P10527:bolsa-hermetica(2t) P10533:cenicero-metalico(2t) P10236:sliding(3t);2026-07-27;https://piranha.cl/inicio/6021/tubo-soulblime-porta-joint-diseno-aleatorio.html
80502;piranha;soulblime;"Filtros Soulblime Chocolate Slim Filters 6x15mm (150u) | PIRANHA";1290;Filtros y boquillas;4;P10527:bolsa-hermetica(2t) P10533:cenicero-metalico(2t) P10236:sliding(3t);2026-07-27;https://piranha.cl/inicio/8390/filtros-soulblime-chocolate-slim-filters-6x15mm.html
80503;piranha;soulblime;"Filtros Soulblime Menthol Slim Filters 6x15mm (150u) | PIRANHA";1290;Filtros y boquillas;4;P10527:bolsa-hermetica(2t) P10533:cenicero-metalico(2t) P10236:sliding(3t);2026-07-27;https://piranha.cl/inicio/8392/filtros-soulblime-menthol-slim-filters-6x15mm.html
15778;piranha;storz-bickel;"Pack Cepillos de Limpieza Storz & Bickel (3u)| PIRANHA";4990;Repuestos para bongs y vaporizadores;8;P10501:venty-case(2t) P10502:crafty-case(2t) P10740:almohadillas-extraccion(2t);2026-07-27;https://piranha.cl/inicio/7834/pack-cepillos-de-limpieza-storz-bickel-3u.html
11119;piranha;storz-bickel;"Vaporizador Volcano Classic Evergreen Edition | PIRANHA";348292;Vaporizadores herbales;8;P10501:venty-case(2t) P10502:crafty-case(2t) P10740:almohadillas-extraccion(2t);2026-07-27;https://piranha.cl/inicio/8659/vaporizador-volcano-classic-evergreen.html
16026;piranha;storz-bickel;"Mighty Juego de Boquillas";13900;Repuestos para bongs y vaporizadores;8;P10501:venty-case(2t) P10502:crafty-case(2t) P10740:almohadillas-extraccion(2t);2026-07-27;https://piranha.cl/inicio/317/mightymighty-juego-de-boquillas.html
16088;piranha;storz-bickel;"Cápsula Dosificadora Mighty/Crafty | PIRANHA";990;Repuestos para bongs y vaporizadores;8;P10501:venty-case(2t) P10502:crafty-case(2t) P10740:almohadillas-extraccion(2t);2026-07-27;https://piranha.cl/inicio/559/mightycrafty-capsula-dosificadora.html
16103;piranha;storz-bickel;"Crafty/Crafty+ Estuche Rígido| PIRANHA";17991;Vaporizadores herbales;8;P10501:venty-case(2t) P10502:crafty-case(2t) P10740:almohadillas-extraccion(2t);2026-07-27;https://piranha.cl/inicio/7817/craftycrafty-estuche-rigido.html
16057;piranha;storz-bickel;"Cápsula Dosificadora (Concentrados))| PIRANHA";2490;Repuestos para bongs y vaporizadores;8;P10501:venty-case(2t) P10502:crafty-case(2t) P10740:almohadillas-extraccion(2t);2026-07-27;https://piranha.cl/inicio/7822/mightycrafty-capsula-dosificadora-concentrados.html
3384;piranha;storz-bickel;"Volcano Hybrid Set Tubos 3x1m c/u | PIRANHA";42741;Repuestos para bongs y vaporizadores;8;P10501:venty-case(2t) P10502:crafty-case(2t) P10740:almohadillas-extraccion(2t);2026-07-27;https://piranha.cl/inicio/7826/volcano-hybrid-set-tubos-3u-x-1m-cu.html
15738;piranha;storz-bickel;"Volcano Juego de Tubo de Globo (3m)";4990;Vaporizadores herbales;8;P10501:venty-case(2t) P10502:crafty-case(2t) P10740:almohadillas-extraccion(2t);2026-07-27;https://piranha.cl/inicio/307/volcano-balloon-tube-set-3m.html
11107;piranha;storz-bickel;"Volcano Hybrid Cámara de Hierbas| PIRANHA";94991;Vaporizadores herbales;8;P10501:venty-case(2t) P10502:crafty-case(2t) P10740:almohadillas-extraccion(2t);2026-07-27;https://piranha.cl/inicio/7825/volcano-hybrid-camara-de-hierbas.html
15860;piranha;storz-bickel;"Válvula Solid Valve Pieza Interior de la Cámara de Relleno";11391;Repuestos para bongs y vaporizadores;8;P10501:venty-case(2t) P10502:crafty-case(2t) P10740:almohadillas-extraccion(2t);2026-07-27;https://piranha.cl/inicio/309/volcano-solid-valve-pieza-interior-de-la-camara-de-relleno.html
11086;piranha;storz-bickel;"Volcano Hybrid Air Filter Cap";3791;Vaporizadores herbales;8;P10501:venty-case(2t) P10502:crafty-case(2t) P10740:almohadillas-extraccion(2t);2026-07-27;https://piranha.cl/inicio/1679/volcano-hybrid-air-filter-cap.html
11087;piranha;storz-bickel;"Volcano Hybrid Air Filter Set";4990;Vaporizadores herbales;8;P10501:venty-case(2t) P10502:crafty-case(2t) P10740:almohadillas-extraccion(2t);2026-07-27;https://piranha.cl/inicio/1680/volcano-hybrid-air-filter-set.html
16029;piranha;storz-bickel;"Crafty Adaptador de Corriente";15990;Vaporizadores herbales;8;P10501:venty-case(2t) P10502:crafty-case(2t) P10740:almohadillas-extraccion(2t);2026-07-27;https://piranha.cl/inicio/329/crafty-adaptador-de-corriente.html
16175;piranha;storz-bickel;"Crafty Kit de Repuestos";29742;Repuestos para bongs y vaporizadores;8;P10501:venty-case(2t) P10502:crafty-case(2t) P10740:almohadillas-extraccion(2t);2026-07-27;https://piranha.cl/inicio/326/crafty-kit-de-repuestos.html
513;piranha;storz-bickel;"Válvula Solid Valve Set";110492;Repuestos para bongs y vaporizadores;8;P10501:venty-case(2t) P10502:crafty-case(2t) P10740:almohadillas-extraccion(2t);2026-07-27;https://piranha.cl/inicio/305/volcano-solid-valve-set.html
5623;piranha;the-bulldog;"Moledor Plástico Bulldog 6cm 2 Partes";4990;Moledores;2;P10096:plastic-3-partes-63mm(3t) P10188:metalico-swing(2t);2026-07-27;https://piranha.cl/inicio/223/moledor-plastico-bulldog.html
11239;piranha;vibes;"Cono Preenrolado Vibes 2g (3u)";2793;Conos y blunts;1;P10685:rice-king-size-slim(2t);2026-07-27;https://piranha.cl/inicio/6301/cono-preenrolado-vibes-2g-3u.html
11240;piranha;vibes;"Cono Preenrolado Vibes 3g (3u)";3493;Conos y blunts;1;P10685:rice-king-size-slim(2t);2026-07-27;https://piranha.cl/inicio/6302/cono-preenrolado-vibes-3g-3u.html
16190;piranha;vibes;"Kit Vibes x Piranha";1862;Otros parafernalia;1;P10685:rice-king-size-slim(2t);2026-07-27;https://piranha.cl/inicio/5864/kit-vibes-x-piranha.html
698;piranha;vibes;"Cono Preenrolado Vibes Cubano 8g (1u)";1494;Conos y blunts;1;P10685:rice-king-size-slim(2t);2026-07-27;https://piranha.cl/inicio/6303/cono-preenrolado-vibes-cubano-8g-1u.html
15682;piranha;yocan;"Resistencia Vaporizador Yocan Falcon 5u | PIRANHA";39992;Accesorios de extraccion;5;P10892:vaporizer-hit(2t) P10642:vaporizer-vane(3t) P10679:vaporizer-vane-2(3t);2026-07-27;https://piranha.cl/inicio/7582/resistencia-vaporizador-yocan-falcon-5u-tipo-a-eleccion.html
11186;piranha;yocan;"Resistencia Vaporizador Yocan Orbit Coil Cuarzo (5u) | PIRANHA";49192;Accesorios de extraccion;5;P10892:vaporizer-hit(2t) P10642:vaporizer-vane(3t) P10679:vaporizer-vane-2(3t);2026-07-27;https://piranha.cl/inicio/7579/resistencia-vaporizador-yocan-orbit-coil-cuarzo-5u.html
15591;piranha;yocan;"Repuesto Cámara de Cerámica Cloud 3 | PIRANHA";47491;Repuestos para bongs y vaporizadores;5;P10892:vaporizer-hit(2t) P10642:vaporizer-vane(3t) P10679:vaporizer-vane-2(3t);2026-07-27;https://piranha.cl/inicio/8753/repuesto-camara-de-ceramica-cloud-31-para-yocan-pocket.html
15863;piranha;zippo;"Encendedor Zippo Leaf Design Engraved";34990;Encendedores y sopletes;9;P10276:royal-blue-matte(2t) P10308:cannabis-design-3(2t) P10425:jack-daniels(2t);2026-07-27;https://piranha.cl/inicio/6266/encendedor-zippo-leaf-design-engraved.html
15923;piranha;zippo;"Encendedor Zippo Iron Stone";34990;Encendedores y sopletes;9;P10276:royal-blue-matte(2t) P10308:cannabis-design-3(2t) P10425:jack-daniels(2t);2026-07-27;https://piranha.cl/inicio/6263/encendedor-zippo-iron-stone.html
71226;growbarato;airistech;"Vaporizador Switch Airistech - GB The Green Brand";76500;Vaporizadores herbales;6;P10886:boquilla-herbva-5g-glass(2t) P10681:bateria-mystica-max(3t) P10882:dabble(2t);2026-07-21;https://www.growbaratochile.cl/vaporizadores/vaporizador-switch-airistech.html
11380;growbarato;blazy-susan;"Papelillo King Size Slim Blazy Susan Deluxe Kit Unbleached – Kit de enrolar natural";1700;Papelillos;42;P5460:purple(3t) P5705:pre-roll-pink-1-1-4-6u(3t) P5707:pre-roll-purple-1-1-4-6u(3t);2026-07-27;https://www.growbaratochile.cl/blazy-susan/blazy-susan-deluxe-kit-king-size-unbleached.html
