offerId,tienda,titulo,precio,lastSeenAt,senal,valor,productId,modelSlug,tiendasProducto,tiendaYaPresente,congelado,ofertaCuradaRef,ratioPrecio,url
33548,fumetas,Moledor plástico Bulldog 3 partes 60mm - Transparente,2490,2026-07-28,imagen,https://cdnx.jumpseller.com/fumetas-store/image/13750278/clear_plastic_grinder-uai-828x955.jpg?1677296076,10096,the-bulldog/plastic-3-partes-63mm,3,si,no,of2024:Moledor plástico Bulldog 3 partes 60mm,1.00,https://fumetas.cl/moledor-plastico-bulldog-3-partes?variant=Transparente
33599,fumetas,PieceMaker Pipa Kuban 11 cm - Maduro,21990,2026-07-21,imagen,https://cdnx.jumpseller.com/fumetas-store/image/20786003/Maduro.jpg?1706194856,6011,piecemaker/kuban,2,si,no,of5582:PieceMaker Pipa Kuban 11 cm,1.00,https://fumetas.cl/pmg-pipa-kuban-11cm?variant=Maduro
33880,fumetas,American Helix Pipa Classic Mini 12cm - Azul,43990,2026-07-21,imagen,https://cdnx.jumpseller.com/fumetas-store/image/20786094/Helix_Classic_Mini_Azul.jpg?1673549599,5486,american-helix/classic-mini,2,si,no,of1267:American Helix Pipa Classic Mini 12cm,1.00,https://fumetas.cl/american-helix-pipa-classic-mini-12cm?variant=Azul
33845,fumetas,Bonglab Bong Jelly Drop 20cm - Ámbar,29990,2026-07-21,imagen,https://cdnx.jumpseller.com/fumetas-store/image/24036364/jelly-drop-bonglab.jpg?1749920665,5341,bonglab/jelly-drop,4,si,si,of1583:Bonglab Bong Jelly Drop 20cm,1.00,https://fumetas.cl/bonglab-bong-jelly-drop-20cm-diferentes-colores?variant=%C3%81mbar
34380,fumetas,Bonglab Bong Pyrex K41 Big Blow 46cm - Morado,66990,2026-07-21,imagen,https://cdnx.jumpseller.com/fumetas-store/image/24155794/bonglab-k41-big-blow.jpg?1658347459,5519,bonglab/big-blow,4,si,si,of1233:Bonglab Bong Pyrex K41 Big Blow 46cm,1.00,https://fumetas.cl/bonglab-bong-pyrex-k41-big-blow-purple-46cm?variant=Morado
34779,fumetas,Calvo Glass Quemador Perlas - Macho 18mm - Azul Oscuro,6890,2026-07-21,imagen,https://cdnx.jumpseller.com/fumetas-store/image/33022392/QPCG-B.jpg?1761926756,5748,calvo/bowl-perlas-18mm,4,si,si,of13209:Calvo Glass Quemador Perlas - Macho 18mm,1.00,https://fumetas.cl/calvo-glass-quemador-perlas-macho-18mm?variant=Azul%20Oscuro
20229,fumetas,LRC Blunt Hemp Wraps Terpenes x2 - Sabores,1490,2026-06-12,imagen,https://cdnx.jumpseller.com/fumetas-store/image/34373881/Blunt-Lion-Rolling-Circus-Terpenes-Gelato.webp?1694118562,10733,lion-rolling-circus/terpenes-gelato,2,si,no,of37567:LRC Blunt Hemp Wraps Terpenes x2 - Sabores - Gelato,1.00,https://fumetas.cl/lrc-blunt-hemp-wraps-terpenes-sabor-gelato
33946,fumetas,BongLab Bong R3 Mini 10.5cm - Verde,24990,2026-07-21,imagen,https://cdnx.jumpseller.com/fumetas-store/image/34389628/BongLab-R3-Mini-Green.webp?1781110801,5529,bonglab/r3-mini,4,si,si,of2016:BongLab Bong R3 Mini 10.5cm,1.00,https://fumetas.cl/bonglab-bong-r3-mini-105cm?variant=Verde
34419,fumetas,BongLab Bong X5 Pocket Bell 17cm - Azul,25990,2026-07-21,imagen,https://cdnx.jumpseller.com/fumetas-store/image/34545485/Bong_X5_Pocket_Bell-Blue.webp?1781145032,5528,bonglab/pocket-bell,4,si,si,of1244:BongLab Bong X5 Pocket Bell 17cm,1.00,https://fumetas.cl/bonglab-bong-x5-pocket-bell-17cm?variant=Azul
37073,fumetas,Ozeta Muslera Con Clave - Anti Olor - Sand,48990,2026-07-21,imagen,https://cdnx.jumpseller.com/fumetas-store/image/36751957/ozeta-bolso-muslera-antiolor-hermetico-sand-02.webp?1774967482,5782,ozeta/bag-legbag,5,si,si,of20033:Ozeta Muslera Con Clave - Anti Olor,1.00,https://fumetas.cl/ozeta-muslera?variant=Sand
37483,fumetas,Bonglab Bong KS10 Little Buchner 25cm - Negro,22990,2026-07-10,imagen,https://cdnx.jumpseller.com/fumetas-store/image/37254577/BongLab-KS10-Little-Buchner-Black.jpg?1781034312,5777,bonglab/little-buchner,4,si,si,of20189:Bonglab Bong KS10 Little Buchner 25cm,1.00,https://fumetas.cl/smokeshop/bongs-y-pipas/bongs/bonglab-ks10-little-buchner?variant=Negro
34674,fumetas,Bonglab Bong KS11 Classic Ice 26cm - Azul,22990,2026-07-21,imagen,https://cdnx.jumpseller.com/fumetas-store/image/39016077/BongLab-KS11-Classic-Ice-Blue.jpg?1781110367,5773,bonglab/classic-ice,4,si,si,of13168:Bonglab Bong KS11 Classic Ice 26cm,1.00,https://fumetas.cl/bonglab-bong-ks11-classic-ice-26cm?variant=Azul
34680,fumetas,Bonglab Bong X2 Color Cube 23cm - Azul,25990,2026-07-21,imagen,https://cdnx.jumpseller.com/fumetas-store/image/39079355/BongLab-X2-Blue.jpg?1781034117,5535,bonglab/color-cube,4,si,si,of13170:Bonglab Bong X2 Color Cube 23cm,1.00,https://fumetas.cl/bonglab-bong-x2-colo-cube-23cm?variant=Azul
33624,fumetas,Blazy Susan Moledor Contenedor Mini Herb Saver Rosado - Checkers,13390,2026-07-21,imagen,https://cdnx.jumpseller.com/fumetas-store/image/49866471/Moledor-Contenedor-Herb-Saver-Pink-Checkers.jpg?1718730723,5510,blazy-susan/herb-saver-mini,3,si,no,of2046:Blazy Susan Moledor Contenedor Mini Herb Saver Rosado,1.00,https://fumetas.cl/blazy-susan-moledor-contenedor-herb-saver?variant=Checkers
34301,fumetas,Ozeta Estuche pequeño - Anti-olor - Cian,28990,2026-07-21,imagen,https://cdnx.jumpseller.com/fumetas-store/image/50294875/Nuevo-estuche-ozeta-pequen_o-8.jpeg?1774967127,5765,ozeta/case-antiolor-small,5,si,si,of18552:Ozeta Estuche pequeño - Anti-olor,1.00,https://fumetas.cl/ozeta-estuche-pequeno?variant=Cian
33558,fumetas,Moledor Galaxy Cerámico 60mm - Rosado,31990,2026-07-28,imagen,https://cdnx.jumpseller.com/fumetas-store/image/53914152/Moledor-ceramico-Galaxy-63mm-Rosado.jpg?1729957583,10082,galaxy/ceramic-60mm,4,si,si,of4626:Moledor Galaxy Cerámico 60mm,1.00,https://fumetas.cl/moledor-galaxy-ceramico-60mm?variant=Rosado
33550,fumetas,Moledor Galaxy Aluminio 63mm - Negro,20990,2026-07-28,imagen,https://cdnx.jumpseller.com/fumetas-store/image/53914281/Moledor-Aluminio-Galaxy-63mm-Negro.jpg?1763413314,5499,galaxy/aluminio-63mm,3,si,no,of4625:Moledor Galaxy Aluminio 63mm,1.00,https://fumetas.cl/moledor-galaxy-aluminio-63mm?variant=Negro
11378,growbarato,Papelillo King Size Slim Blazy Susan Deluxe Kit Rosado – Papeles de Enrolar Premium,1600,2026-07-27,imagen,https://www.growbaratochile.cl/10775-large_default/blazy-susan-deluxe-kit-king-size-pink.jpg,10181,blazy-susan/pink-king-size-slim-con-tips,4,si,si,of2257:Papelillo King Size Slim Blazy Susan Deluxe Kit Rosado – Papeles de Enrolar Premium,1.00,https://www.growbaratochile.cl/blazy-susan/blazy-susan-deluxe-kit-king-size-pink.html
11336,growbarato,Blazy Susan papelillos king size purple – Papeles de enrolar ultra finos,400,2026-07-27,imagen,https://www.growbaratochile.cl/10781-large_default/blazy-susan-papelillos-king-size-slim-purple.jpg,10066,blazy-susan/purple-king-size-slim,4,si,si,of1436:Blazy Susan papelillos king size purple – Papeles de enrolar ultra finos,1.00,https://www.growbaratochile.cl/blazy-susan/blazy-susan-papelillos-king-size-slim-purple.html
11480,growbarato,Blazy Susan Papelillo en Rollo Purple + 50 Boquillas – Papeles Personalizables,1800,2026-07-27,imagen,https://www.growbaratochile.cl/10784-large_default/blazy-susan-rollo-8-metros-purple.jpg,10172,blazy-susan/purple-rolls-con-tips,4,si,si,of3162:Blazy Susan Papelillo en Rollo Purple + 50 Boquillas – Papeles Personalizables,1.00,https://www.growbaratochile.cl/blazy-susan/blazy-susan-rollo-8-metros-purple.html
11379,growbarato,Papelillo King Size Slim Blazy Susan Deluxe Kit Purple – Papeles de enrolar premium,1600,2026-07-27,imagen,https://www.growbaratochile.cl/10785-large_default/blazy-susan-deluxe-kit-king-size-purple.jpg,10182,blazy-susan/purple-king-size-slim-con-tips,4,si,si,of2258:Papelillo King Size Slim Blazy Susan Deluxe Kit Purple – Papeles de enrolar premium,1.00,https://www.growbaratochile.cl/blazy-susan/blazy-susan-deluxe-kit-king-size-purple.html
11380,growbarato,Papelillo King Size Slim Blazy Susan Deluxe Kit Unbleached – Kit de enrolar natural,1700,2026-07-27,imagen,https://www.growbaratochile.cl/10789-large_default/blazy-susan-deluxe-kit-king-size-unbleached.jpg,10282,blazy-susan/unbleached-king-size-slim-con-tips,3,si,no,of2259:Papelillo King Size Slim Blazy Susan Deluxe Kit Unbleached – Kit de enrolar natural,1.00,https://www.growbaratochile.cl/blazy-susan/blazy-susan-deluxe-kit-king-size-unbleached.html
