sim,dist,missingStore,productId,productName,category,seedOfferId,seedTitle,seedPrice,offerId,offerTitle,offerPrice,priceRatio,inStock,textScore,seenInTextSweep,offerUrl,offerImage
0.6867,161,kushbreak,10549,"Tabaquera Soulblime","Otros parafernalia",18128,"Tabaqueras De Tela-Soulblime",8990,69153,"Vaporizador Davinci Miqro",159990,17.8,1,0,0,https://www.kushbreak.cl/vaporizador-davinci-miqro-standar-explorer-cannabis,https://cdnx.jumpseller.com/kushbreak-growshop/image/5365195/Davinci_Miqro_vaporizador_cannabis.png?1679515246
0.6845,191,kushbreak,10066,"Blazy Susan papelillos king size purple – Papeles de enrolar","Papelillos",3532,"Papelillo King Size Slim Blazy Susan Purple | PIRANHA",990,69065,"Khemo Organic",800,1.24,1,0,0,https://www.kushbreak.cl/khemo-organic-1-14-papelillos,https://cdnx.jumpseller.com/kushbreak-growshop/image/5530379/Khemo_unbleach_paper_papelillos.png?1679515248
0.6845,200,kushbreak,10190,"Bandeja RAW Metálica Classic Mediana","Bandejas y ceniceros",152,"RAW Bandeja Metálica para liar - GB The Green Brand",5400,69051,"RAW® Level 5 madera",39990,7.41,1,0.4,0,https://www.kushbreak.cl/raw-boquilla-madera-level-5-holder,https://cdnx.jumpseller.com/kushbreak-growshop/image/8497010/Raw_Level_Five_Wooden_Cigarette_Holder.png?1679515252
0.6837,109,kushbreak,8651,"Vaporizador DaVinci MIQRO-C | PIRANHA","Vaporizadores herbales",10941,"Vaporizador DaVinci MIQRO-C | PIRANHA",97993,69110,"Limpiador Bong Cleaner 250ml - PEC",6990,14.02,1,0,0,https://www.kushbreak.cl/limpiador-bong-cleaner-250ml,https://cdnx.jumpseller.com/kushbreak-growshop/image/48811532/d573a568-d380-43c0-a667-ddb0b8cdb7e7-removebg.png?1715791995
0.6826,199,kushbreak,10099,"Volcano Hybrid Storz & Bickel - GB The Green Brand","Vaporizadores herbales",2602,"Volcano Hybrid-Storz &amp; Bickel",539990,69187,"Blazer Stingray Soplete",59990,9,1,0,1,https://www.kushbreak.cl/soplete-blazer-stingray-torch-cannabis,https://cdnx.jumpseller.com/kushbreak-growshop/image/14358288/Soplete_blazer_stingray_butano_cannanbis_azul.png?1679515259
0.6759,192,kushbreak,10082,"Moledor Galaxy Ceramics 60mm - GB The Green Brand","Moledores",4626,"Moledor Galaxy Cerámico 60mm",31990,69026,"Ryot 420 Kit Todo En 1",12990,2.46,1,0,0,https://www.kushbreak.cl/ryot-420-kit-todo-1,https://cdnx.jumpseller.com/kushbreak-growshop/image/51640336/ryot-420-kit-todo-en-1__1_.jpg?1723668946
0.6756,185,kushbreak,10508,"Weecke Vaporizador Fenix Mini Plus","Vaporizadores herbales",18567,"Vaporizador Fenix Mini Plus +",91990,69248,"Grenco Science - G Pen Elite II Vaporizer",249990,2.72,1,0,0,https://www.kushbreak.cl/vaporizador-grenco-elite-gpen-ll-cannabis,https://cdnx.jumpseller.com/kushbreak-growshop/image/47056957/grenco-science-g-pen-elite-ii-vaporizer.jpg?1711569871
0.6752,185,kushbreak,10671,"Moledor Galaxy Lightning Aluminio 63mm","Moledores",31081,"Lightning Grinder 63Mm-Galaxy - verde",23990,69248,"Grenco Science - G Pen Elite II Vaporizer",249990,10.42,1,0,0,https://www.kushbreak.cl/vaporizador-grenco-elite-gpen-ll-cannabis,https://cdnx.jumpseller.com/kushbreak-growshop/image/47056957/grenco-science-g-pen-elite-ii-vaporizer.jpg?1711569871
0.6745,189,kushbreak,10099,"Volcano Hybrid Storz & Bickel - GB The Green Brand","Vaporizadores herbales",2880,"Storz &amp; Bickel Vaporizador Volcano Hybrid",599990,69323,"Puffco plus prism",16990,35.31,0,0,1,https://www.kushbreak.cl/puffco-prism-silicona-contenedor-rosin,https://cdnx.jumpseller.com/kushbreak-growshop/image/5939585/Puffco_plus_prism_contenedor_silicona_2.png?1679515249
0.6719,190,kushbreak,10172,"Blazy Susan Papelillo en Rollo Purple + 50 Boquillas – Papel","Papelillos",15772,"Papelillos Roll 8m Blazy Susan Kit Purple | PIRANHA",2490,69292,"Filtros pre-enrolados Lion Rolling Circus",6500,2.61,0,0,0,https://www.kushbreak.cl/filtros-pre-enrolados-lion-rolling-circus,https://cdnx.jumpseller.com/kushbreak-growshop/image/3557315/Lion-Rolling_6.png?1679515237
0.6652,198,kushbreak,10508,"Weecke Vaporizador Fenix Mini Plus","Vaporizadores herbales",17814,"Vaporizador Hierba Fenix Mini Plus- Weecke",113990,69152,"Vaporizador Davinci IQC",224990,1.97,0,0,0,https://www.kushbreak.cl/vaporizador-davinci-iq-c-cannabis-medicinal,https://cdnx.jumpseller.com/kushbreak-growshop/image/23156967/Vaporizador_Da_vinci_IQ_C_cannabis_medicinal.png?1679515266
0.6649,192,kushbreak,10671,"Moledor Galaxy Lightning Aluminio 63mm","Moledores",31081,"Lightning Grinder 63Mm-Galaxy - verde",23990,69073,"Contenedor silicona",3990,6.01,1,0,0,https://www.kushbreak.cl/contenedor-silicona-2-espacios,https://cdnx.jumpseller.com/kushbreak-growshop/image/12732310/Contenedor_silicona_extraccion_rosin_cannabis.png?1679515248
0.6646,148,kushbreak,5464,"Papelillo RAW Classic Black 1 1/4 | PIRANHA","Papelillos",1427,"Papelillos RAW Black 1.1/4 para Liar Cannabis - GB The Green",1000,69119,"Quemador 14mm macho",5990,5.99,1,0,1,https://www.kushbreak.cl/repuesto-quemador-14mm-macho,https://cdnx.jumpseller.com/kushbreak-growshop/image/6528008/Quemador_macho_14mm_agarre_bong_cannabis.png?1679515229
0.6639,168,kushbreak,5525,"Dream Rig-Bonglab","Bongs",11374,"Dream Rig Bonglab Pyrex | Bong Recycler Compacto Chile",23400,69110,"Limpiador Bong Cleaner 250ml - PEC",6990,3.35,1,0,0,https://www.kushbreak.cl/limpiador-bong-cleaner-250ml,https://cdnx.jumpseller.com/kushbreak-growshop/image/48811532/d573a568-d380-43c0-a667-ddb0b8cdb7e7-removebg.png?1715791995
0.6597,180,kushbreak,10172,"Blazy Susan Papelillo en Rollo Purple + 50 Boquillas – Papel","Papelillos",195,"Blazy Susan Papelillos En Rollo Purple + Boquillas",2290,69241,"Pipa Ice cream",10990,4.8,0,0,0,https://www.kushbreak.cl/pipa-ice-cream-silicona,https://cdnx.jumpseller.com/kushbreak-growshop/image/18040098/Pipa_silicona_helado_cannabis_pmg_2.png?1679515263
0.6554,150,kushbreak,8651,"Vaporizador DaVinci MIQRO-C | PIRANHA","Vaporizadores herbales",10941,"Vaporizador DaVinci MIQRO-C | PIRANHA",97993,69334,"Papel Rolling Amsterdam CELULOSA 1 1/4 + TIPS",1190,82.35,1,0,0,https://www.kushbreak.cl/papelillos-rolling-amsterdam-celulosa-tips,https://cdnx.jumpseller.com/kushbreak-growshop/image/42117143/540.webp?1699987975
0.6541,193,kushbreak,5356,"Moledor Galaxy Aluminio 7cm 4 Partes | PIRANHA","Moledores",139,"Moledor Galaxy 73 mm - Grinder de Aluminio con Tamiz y Compa",27100,69101,"Contenedor metálico con tapa - Soulblime",1990,13.62,0,0,0,https://www.kushbreak.cl/contenedor-metalico-con-tapa-soulblime,https://cdnx.jumpseller.com/kushbreak-growshop/image/32596430/caja-soulblime.png?1679515268
0.6497,178,kushbreak,5763,"Ozeta Chestbag Circular 4x4 Con Clave - Anti Olor","Contenedores y estuches",11401,"OZeta Chestbag 4×4 Con Clave - GB The Green Brand",38600,69248,"Grenco Science - G Pen Elite II Vaporizer",249990,6.48,1,0,0,https://www.kushbreak.cl/vaporizador-grenco-elite-gpen-ll-cannabis,https://cdnx.jumpseller.com/kushbreak-growshop/image/47056957/grenco-science-g-pen-elite-ii-vaporizer.jpg?1711569871
0.6488,182,kushbreak,10066,"Blazy Susan papelillos king size purple – Papeles de enrolar","Papelillos",1436,"Blazy Susan papelillos king size purple – Papeles de enrolar",400,69224,"Shine Glass tip",10990,27.48,0,0,1,https://www.kushbreak.cl/shine-glass-tip-boquilla-vidrio,https://cdnx.jumpseller.com/kushbreak-growshop/image/3862215/Shine_papers_glass_tips_boquilla_vidrio.png?1679515240
0.6488,190,kushbreak,10457,"Bonglab Mini Beaker Kit Extractos","Bongs",16133,"Bong Kit Extractos Mini Beaker Bonglab | PIRANHA",39591,69110,"Limpiador Bong Cleaner 250ml - PEC",6990,5.66,1,0,0,https://www.kushbreak.cl/limpiador-bong-cleaner-250ml,https://cdnx.jumpseller.com/kushbreak-growshop/image/48811532/d573a568-d380-43c0-a667-ddb0b8cdb7e7-removebg.png?1715791995
0.6456,174,kushbreak,10331,"Bencina 125mL Zippo","Encendedores y sopletes",15838,"Bencina 125mL Zippo",5990,69137,"Focus V Aeris - Vaporizador de Extractos y Hierbas",249990,41.73,1,0,0,https://www.kushbreak.cl/focus-v-aeris-vaporizador-extractos-cannabis,https://cdnx.jumpseller.com/kushbreak-growshop/image/51633261/focus-v-aeris.jpg?1723658344
0.6437,188,kushbreak,10198,"Estuche Ywiwis Carboncin - OZeta | PIRANHA","Contenedores y estuches",11493,"Estuche Ywiwi Carboncín OZeta | Organizador Anti Olor Compac",27800,69284,"Cap + Dabber cuarzo",14990,1.85,1,0,0,https://www.kushbreak.cl/cap-dabber-cuarzo-rosin,https://cdnx.jumpseller.com/kushbreak-growshop/image/9486565/Cap_dabber_cuarzo_rosin.png?1679515255
0.643,175,kushbreak,10338,"Piedra Humidificadora RAW","Otros parafernalia",17986,"Piedra Purificadora-Raw",1990,69887,"Cenicero KingPalm",14990,7.53,1,0,0,https://www.kushbreak.cl/cenicero-vidrio-kingpalm-tabaco-cannabis,https://cdnx.jumpseller.com/kushbreak-growshop/image/19666151/Cenicero_kingpalm_ashtray_papelillos_tabaqueria_growshop.png?1679515264
0.6404,200,kushbreak,10082,"Moledor Galaxy Ceramics 60mm - GB The Green Brand","Moledores",851,"Ceramics Grinder",29512,69241,"Pipa Ice cream",10990,2.69,0,0,0,https://www.kushbreak.cl/pipa-ice-cream-silicona,https://cdnx.jumpseller.com/kushbreak-growshop/image/18040098/Pipa_silicona_helado_cannabis_pmg_2.png?1679515263
0.639,182,kushbreak,10190,"Bandeja RAW Metálica Classic Mediana","Bandejas y ceniceros",510,"Bandeja Metálica RAW Classic | PIRANHA",4990,69091,"Mushjar 750cc grano estéril",13990,2.8,0,0,0,https://www.kushbreak.cl/mushjar-750cc-grano-integral-esteril,https://cdnx.jumpseller.com/kushbreak-growshop/image/3909754/Mushjar_grano_maiz_fungilabs_hongos.jpg?1679515241
0.6379,169,kushbreak,5356,"Moledor Galaxy Aluminio 7cm 4 Partes | PIRANHA","Moledores",4424,"Moledor 73MM -Galaxy",31990,69887,"Cenicero KingPalm",14990,2.13,1,0,0,https://www.kushbreak.cl/cenicero-vidrio-kingpalm-tabaco-cannabis,https://cdnx.jumpseller.com/kushbreak-growshop/image/19666151/Cenicero_kingpalm_ashtray_papelillos_tabaqueria_growshop.png?1679515264
0.6369,179,kushbreak,10528,"Sploofy Pro Filtro de Aire Personal","Filtros y boquillas",12992,"Sploofy Pro Filtro Personal",29990,69279,"Bandeja KingPalm L",17990,1.67,1,0,0,https://www.kushbreak.cl/bandeja-metalica-kingpalm-conos,https://cdnx.jumpseller.com/kushbreak-growshop/image/14377059/Bandeja_King_palm_para_enrolar_cannabis.png?1679515251
0.6357,187,kushbreak,10343,"Soporte Celular Soulblime | PIRANHA","Otros parafernalia",12384,"Soporte Para Celular Diseños Surtidos 1Ud-Soulblime",1290,69232,"Bandeja OCB Black",11990,9.29,0,0,0,https://www.kushbreak.cl/bandeja-ocb-black,https://cdnx.jumpseller.com/kushbreak-growshop/image/3863818/Bandeja_OCB_negra.png?1679515241
0.6352,188,kushbreak,10343,"Soporte Celular Soulblime | PIRANHA","Otros parafernalia",12384,"Soporte Para Celular Diseños Surtidos 1Ud-Soulblime",1290,69106,"Grav Sherlock classic",25990,20.15,0,0,1,https://www.kushbreak.cl/grav-sherlock-classic-pipa-vidrio,https://cdnx.jumpseller.com/kushbreak-growshop/image/10970723/Grav_Sherlock_classic_pipa_vidrio_blue.png?1679515256
0.6312,185,kushbreak,10240,"Gas Butano 300Ml-Zengaz","Encendedores y sopletes",14031,"Gas Butano Zengaz 300mL",4990,69243,"Contenedor de Vacío California 300ML",11990,2.4,1,0,1,https://www.kushbreak.cl/qnubu-bote-vacio-300ml,https://cdnx.jumpseller.com/kushbreak-growshop/image/42123689/bote-de-vacio-california-300-ml-qnubu.jpg?1700000165
0.6275,191,kushbreak,10190,"Bandeja RAW Metálica Classic Mediana","Bandejas y ceniceros",510,"Bandeja Metálica RAW Classic | PIRANHA",4990,69108,"Grav Sitter sherlock",38990,7.81,0,0,0,https://www.kushbreak.cl/grav-sitter-sherlock-pipa-vidrio,https://cdnx.jumpseller.com/kushbreak-growshop/image/10971847/Grav_sitter_sherlock_pipa_vidrio_lake_green.png?1679515256
0.6267,143,kushbreak,10312,"Puffco Hot Knife - Dabber eléctronico","Accesorios de extraccion",13000,"Puffco Hot Knife - Dabber eléctronico",79990,69334,"Papel Rolling Amsterdam CELULOSA 1 1/4 + TIPS",1190,67.22,1,0,0,https://www.kushbreak.cl/papelillos-rolling-amsterdam-celulosa-tips,https://cdnx.jumpseller.com/kushbreak-growshop/image/42117143/540.webp?1699987975
0.623,199,kushbreak,10671,"Moledor Galaxy Lightning Aluminio 63mm","Moledores",31083,"Lightning Grinder 63Mm-Galaxy - Dorado",23990,68959,"Moledor Natural Glass 63mm 4 piezas.",22990,1.04,1,0,1,https://www.kushbreak.cl/moledor-natural-glass-grinder-aluminio-50-55-63-mm,https://cdnx.jumpseller.com/kushbreak-growshop/image/3997430/Moledor_NaturalGlass_50mm_4_piezas_aluminio_azul.png?1744387384
0.6213,124,kushbreak,10312,"Puffco Hot Knife - Dabber eléctronico","Accesorios de extraccion",13000,"Puffco Hot Knife - Dabber eléctronico",79990,69110,"Limpiador Bong Cleaner 250ml - PEC",6990,11.44,1,0,0,https://www.kushbreak.cl/limpiador-bong-cleaner-250ml,https://cdnx.jumpseller.com/kushbreak-growshop/image/48811532/d573a568-d380-43c0-a667-ddb0b8cdb7e7-removebg.png?1715791995
0.6209,161,kushbreak,10331,"Bencina 125mL Zippo","Encendedores y sopletes",1372,"Bencina 125 ml Zippo – Combustible Original para Encendedore",4900,69336,"Puffco Plus 2023",99990,20.41,1,0,1,https://www.kushbreak.cl/puffco-plus-vaporizador-extracciones-cannabis,https://cdnx.jumpseller.com/kushbreak-growshop/image/63699160/puffco-plus-v2__1_.jpg?1747954719
0.6196,172,kushbreak,10105,"Banger Calvo Flat Bucket 90° - Macho 14mm","Accesorios de extraccion",1410,"Flat Bucket Banger 90° 14mm | Calvo Glass de Cuarzo Durabili",9700,69116,"Pulsar Nectar Collector Borosilicato Colores 25cm.",12990,1.34,1,0,0,https://www.kushbreak.cl/pulsar-nectar-collector-25cm-copiar,https://cdnx.jumpseller.com/kushbreak-growshop/image/51638267/pulsar-nectar-collector-dab-straw__4_.jpg?1723664149
0.6192,182,kushbreak,10549,"Tabaquera Soulblime","Otros parafernalia",18128,"Tabaqueras De Tela-Soulblime",8990,69279,"Bandeja KingPalm L",17990,2,1,0,0,https://www.kushbreak.cl/bandeja-metalica-kingpalm-conos,https://cdnx.jumpseller.com/kushbreak-growshop/image/14377059/Bandeja_King_palm_para_enrolar_cannabis.png?1679515251
0.6174,180,kushbreak,10082,"Moledor Galaxy Ceramics 60mm - GB The Green Brand","Moledores",4712,"Ceramics Grinder -Galaxy",35990,69248,"Grenco Science - G Pen Elite II Vaporizer",249990,6.95,1,0,0,https://www.kushbreak.cl/vaporizador-grenco-elite-gpen-ll-cannabis,https://cdnx.jumpseller.com/kushbreak-growshop/image/47056957/grenco-science-g-pen-elite-ii-vaporizer.jpg?1711569871
0.617,192,kushbreak,6772,"Pipa De Mano Heavy Gear","Pipas",1278,"Cabo Pipa Heavy Gear Black 20mm",11990,69218,"Pipa de gravedad Bukket",21990,1.83,0,0,0,https://www.kushbreak.cl/pipa-de-gravedad-bukket,https://cdnx.jumpseller.com/kushbreak-growshop/image/2569844/Bukket-lagarto.png?1679515229
0.6153,193,kushbreak,10181,"Blazy Susan Deluxe Rolling Kit Pink King Size","Papelillos",728,"Papelillo Pink King Size Slim Deluxe Kit 1U-Blazy Susan",2490,69353,"Papelillos RAW® Artesano 1 1/4",2490,1,0,0,0,https://www.kushbreak.cl/papelillos-raw-artesano-1-1/4,https://cdnx.jumpseller.com/kushbreak-growshop/image/2553253/artesano.jpg?1679515203
0.6137,181,kushbreak,5763,"Ozeta Chestbag Circular 4x4 Con Clave - Anti Olor","Contenedores y estuches",11401,"OZeta Chestbag 4×4 Con Clave - GB The Green Brand",38600,69091,"Mushjar 750cc grano estéril",13990,2.76,0,0,0,https://www.kushbreak.cl/mushjar-750cc-grano-integral-esteril,https://cdnx.jumpseller.com/kushbreak-growshop/image/3909754/Mushjar_grano_maiz_fungilabs_hongos.jpg?1679515241
0.613,200,kushbreak,10181,"Blazy Susan Deluxe Rolling Kit Pink King Size","Papelillos",728,"Papelillo Pink King Size Slim Deluxe Kit 1U-Blazy Susan",2490,69091,"Mushjar 750cc grano estéril",13990,5.62,0,0,0,https://www.kushbreak.cl/mushjar-750cc-grano-integral-esteril,https://cdnx.jumpseller.com/kushbreak-growshop/image/3909754/Mushjar_grano_maiz_fungilabs_hongos.jpg?1679515241
0.6046,191,kushbreak,5341,"Bong Jelly Drop Bonglab | Bong de Vidrio Compacto y Resisten","Bongs",2248,"Bong Jelly Drop Bonglab | Bong de Vidrio Compacto y Resisten",24500,69084,"Contenedor de vacío 1,35L (1.350cc)",19990,1.23,1,0,0,https://www.kushbreak.cl/contenedor-de-vacio-135l-1350cc,https://cdnx.jumpseller.com/kushbreak-growshop/image/43387553/contenedor-1350cc.png?1702323820
0.5953,194,kushbreak,10198,"Estuche Ywiwis Carboncin - OZeta | PIRANHA","Contenedores y estuches",11493,"Estuche Ywiwi Carboncín OZeta | Organizador Anti Olor Compac",27800,69101,"Contenedor metálico con tapa - Soulblime",1990,13.97,0,0,0,https://www.kushbreak.cl/contenedor-metalico-con-tapa-soulblime,https://cdnx.jumpseller.com/kushbreak-growshop/image/32596430/caja-soulblime.png?1679515268
0.5919,186,kushbreak,10508,"Weecke Vaporizador Fenix Mini Plus","Vaporizadores herbales",17814,"Vaporizador Hierba Fenix Mini Plus- Weecke",113990,69006,"Encendedor Clipper®",1000,113.99,1,0,0,https://www.kushbreak.cl/encendedor-clipper-raw-black-recagable-butano,https://cdnx.jumpseller.com/kushbreak-growshop/image/21763564/Encendedor_Clipper_RAW_black_recargable_butano.png?1679515257
0.5895,187,kushbreak,5741,"Vaporizador Crafty+ Plus","Vaporizadores herbales",451,"Storz &amp; Bickel Vaporizador Crafty+ Plus",279990,69110,"Limpiador Bong Cleaner 250ml - PEC",6990,40.06,1,0,0,https://www.kushbreak.cl/limpiador-bong-cleaner-250ml,https://cdnx.jumpseller.com/kushbreak-growshop/image/48811532/d573a568-d380-43c0-a667-ddb0b8cdb7e7-removebg.png?1715791995
0.5876,165,kushbreak,10146,"Papelillo Slim Ultimate King Size- Ocb","Papelillos",317,"OCB Slim Ultimate de origen orgánico",1500,69241,"Pipa Ice cream",10990,7.33,0,0,0,https://www.kushbreak.cl/pipa-ice-cream-silicona,https://cdnx.jumpseller.com/kushbreak-growshop/image/18040098/Pipa_silicona_helado_cannabis_pmg_2.png?1679515263
0.5798,185,kushbreak,10457,"Bonglab Mini Beaker Kit Extractos","Bongs",16133,"Bong Kit Extractos Mini Beaker Bonglab | PIRANHA",39591,69334,"Papel Rolling Amsterdam CELULOSA 1 1/4 + TIPS",1190,33.27,1,0,0,https://www.kushbreak.cl/papelillos-rolling-amsterdam-celulosa-tips,https://cdnx.jumpseller.com/kushbreak-growshop/image/42117143/540.webp?1699987975
0.578,189,kushbreak,10399,"Difusor Bonglab Logo Magenta 14mm 12cm","Repuestos para bongs y vaporizadores",772,"Difusor Logo Magenta 14Mm -Bonglab (14Cm/12Cm)",3990,69329,"Mini rolls x4 KingPalm",4990,1.25,0,0,0,https://www.kushbreak.cl/mini-rolls-king-palm-papelillos-conos,https://cdnx.jumpseller.com/kushbreak-growshop/image/4697843/Mini_rolls_KingPalm_papelillos_1.png?1679515246
0.5752,191,kushbreak,10182,"Blazy Susan Deluxe Rolling Kit Purple King Size","Papelillos",2468,"Blazy Susan Deluxe Rolling Kit Purple King Size",2190,69016,"Gas Clipper®",4990,2.28,0,0,1,https://www.kushbreak.cl/gas-butano-clipper-encendedores,https://cdnx.jumpseller.com/kushbreak-growshop/image/13179759/Gas_clipper_recarga_encendedor_butano.png?1679515258
0.5717,177,kushbreak,10331,"Bencina 125mL Zippo","Encendedores y sopletes",1372,"Bencina 125 ml Zippo – Combustible Original para Encendedore",4900,69311,"HempWrap Strawberry Lion Rolling Circus",1390,3.53,0,0,0,https://www.kushbreak.cl/hempwrap-lion-rolling-circus-strawberry,https://cdnx.jumpseller.com/kushbreak-growshop/image/3744052/Lion-rolling-circus-hemp-wrap-strawberry.png?1679515239
0.5716,186,kushbreak,10172,"Blazy Susan Papelillo en Rollo Purple + 50 Boquillas – Papel","Papelillos",195,"Blazy Susan Papelillos En Rollo Purple + Boquillas",2290,69106,"Grav Sherlock classic",25990,11.35,0,0,1,https://www.kushbreak.cl/grav-sherlock-classic-pipa-vidrio,https://cdnx.jumpseller.com/kushbreak-growshop/image/10970723/Grav_Sherlock_classic_pipa_vidrio_blue.png?1679515256
0.5611,189,kushbreak,10066,"Blazy Susan papelillos king size purple – Papeles de enrolar","Papelillos",1436,"Blazy Susan papelillos king size purple – Papeles de enrolar",400,69271,"PypeTek® Prometheus Nano Pipe",39990,99.97,0,0,0,https://www.kushbreak.cl/pipa-pypetek-prometheus-nano-pipe,https://cdnx.jumpseller.com/kushbreak-growshop/image/19662092/Pipa_Pyptek_nano_prometheus_cannabis_growshop_green.png?1679515184
0.5594,189,kushbreak,10181,"Blazy Susan Deluxe Rolling Kit Pink King Size","Papelillos",728,"Papelillo Pink King Size Slim Deluxe Kit 1U-Blazy Susan",2490,69217,"Pipa Bubbler Cali Crusher® Med",26990,10.84,0,0,1,https://www.kushbreak.cl/pipa-bubbler-cali-crusher-vidrio,https://cdnx.jumpseller.com/kushbreak-growshop/image/3399110/Cali-Bubbler-azul.png?1679515198
0.5533,192,kushbreak,10181,"Blazy Susan Deluxe Rolling Kit Pink King Size","Papelillos",2257,"Papelillo King Size Slim Blazy Susan Deluxe Kit Rosado – Pap",1600,69269,"OZeta Softbag",37990,23.74,1,0,0,https://www.kushbreak.cl/ozeta-softbag,https://cdnx.jumpseller.com/kushbreak-growshop/image/58023710/softbag-abierto-600x600.jpg.jfif?1733339388
0.5532,183,kushbreak,10190,"Bandeja RAW Metálica Classic Mediana","Bandejas y ceniceros",510,"Bandeja Metálica RAW Classic | PIRANHA",4990,69077,"Mushjar 750cc fibra de coco estéril",8990,1.8,0,0,0,https://www.kushbreak.cl/mushjar-750cc-fibra-de-coco-esteril,https://cdnx.jumpseller.com/kushbreak-growshop/image/3909774/Mushjar_fibra_de_coco_fungilabs_hongos.jpg?1679515241
0.5481,187,kushbreak,10066,"Blazy Susan papelillos king size purple – Papeles de enrolar","Papelillos",3532,"Papelillo King Size Slim Blazy Susan Purple | PIRANHA",990,69105,"Grav Pebble spoon",19990,20.19,0,0,0,https://www.kushbreak.cl/grav-pebble-spoon-pipa-vidrio,https://cdnx.jumpseller.com/kushbreak-growshop/image/10971398/Grav_pebble_spoon_pipa_vidrio_amber.png?1679515256
0.5407,200,kushbreak,10198,"Estuche Ywiwis Carboncin - OZeta | PIRANHA","Contenedores y estuches",11493,"Estuche Ywiwi Carboncín OZeta | Organizador Anti Olor Compac",27800,69077,"Mushjar 750cc fibra de coco estéril",8990,3.09,0,0,0,https://www.kushbreak.cl/mushjar-750cc-fibra-de-coco-esteril,https://cdnx.jumpseller.com/kushbreak-growshop/image/3909774/Mushjar_fibra_de_coco_fungilabs_hongos.jpg?1679515241
0.5323,187,kushbreak,5529,"R3 Mini-Bonglab","Bongs",840,"Bong R3 Mini",19593,69312,"HempWrap Natural Lion Rolling Circus",1390,14.1,1,0,0,https://www.kushbreak.cl/hempwrap-natural-lion-rolling-circus,https://cdnx.jumpseller.com/kushbreak-growshop/image/27314207/Hempwrap_Lion_rolling_circus_natural_blunt_ca%C3%B1amo.png?1679515267
0.5244,188,kushbreak,10457,"Bonglab Mini Beaker Kit Extractos","Bongs",18122,"Mini Beaker Kit Extractos-Bonglab",44990,69038,"Shine® pegamento",15990,2.81,0,0,0,https://www.kushbreak.cl/shine-papers-creative-rolling-glue-pegamento,https://cdnx.jumpseller.com/kushbreak-growshop/image/5403777/Shine_papers_creative_rolling_glue_pegamento.png?1679515247
0.5229,192,kushbreak,10182,"Blazy Susan Deluxe Rolling Kit Purple King Size","Papelillos",2686,"Papelillo Purple King Size Slim Deluxe Kit 1U-Blazy Susan",2490,69086,"Tightvac® 0,06L Contenedor",7990,3.21,0,0,0,https://www.kushbreak.cl/contenedor-tightvac-006l-hermetico-vacio,https://cdnx.jumpseller.com/kushbreak-growshop/image/7139585/Tightvac_0.06L_contenedor_cannabis_hermetico.png?1679515228
0.522,193,kushbreak,10671,"Moledor Galaxy Lightning Aluminio 63mm","Moledores",3158,"Grinder Galaxy Lightning",19100,69292,"Filtros pre-enrolados Lion Rolling Circus",6500,2.94,0,0,0,https://www.kushbreak.cl/filtros-pre-enrolados-lion-rolling-circus,https://cdnx.jumpseller.com/kushbreak-growshop/image/3557315/Lion-Rolling_6.png?1679515237
0.5064,200,kushbreak,10182,"Blazy Susan Deluxe Rolling Kit Purple King Size","Papelillos",11066,"Papelillo King Size Slim Blazy Susan Deluxe Kit Purple | PIR",2490,68981,"​Cali Crusher® Hightimes",27990,11.24,0,0,0,https://www.kushbreak.cl/cali-crusher-hightimes-50mm-4-piezas-moledor,https://cdnx.jumpseller.com/kushbreak-growshop/image/3779411/Cali_crusher_hightimes_moledor_2.png?1679515239
0.485,190,kushbreak,10182,"Blazy Susan Deluxe Rolling Kit Purple King Size","Papelillos",2468,"Blazy Susan Deluxe Rolling Kit Purple King Size",2190,69191,"Vaporizador Davinci IQ",209990,95.89,0,0,0,https://www.kushbreak.cl/vaporizador-davinci-iq-portable-cannabis,https://cdnx.jumpseller.com/kushbreak-growshop/image/2555874/IQ-2.png?1679515226
0.4849,196,kushbreak,10198,"Estuche Ywiwis Carboncin - OZeta | PIRANHA","Contenedores y estuches",11493,"Estuche Ywiwi Carboncín OZeta | Organizador Anti Olor Compac",27800,69182,"RAW cone filler",24990,1.11,0,0,0,https://www.kushbreak.cl/raw-cone-filler-maquina-enrolar,https://cdnx.jumpseller.com/kushbreak-growshop/image/9003326/raw_cone_filler_kingsize_enrolar_conos_cannabis.png?1679515252
