id,name,category,brand,brandKey,modelKey,modelSlug,url,offers,stores,storeNames,minPrice,maxPrice,spreadPct,cheapestStore,priciestStore,inStock,hasImage,lastSeenAt,titles
5716,Tips Original De Carton 1 Ud-Raw,Filtros y boquillas,RAW,raw,paper-tip-classic,paper-tip-classic,/productos/raw/paper-tip-classic,3,3,Astro Growshop | Fumetas | Piranha,340,400,18,Astro Growshop,Fumetas,true,true,2026-05-22T15:13:40.996Z,Tips Original De Carton 1 Ud-Raw | Filtro Tips RAW Original | PIRANHA | Boquillas RAW Classic
5717,Tips Perforated Wide-Raw,Filtros y boquillas,RAW,raw,paper-tip-wide-wide,paper-tip-wide-wide,/productos/raw/paper-tip-wide-wide,3,3,Astro Growshop | Fumetas | GrowBarato Chile,390,590,51,Astro Growshop,Fumetas,true,true,2026-05-22T15:16:50.301Z,Tips Perforated Wide-Raw | RAW Perforated Wide Tips de origen orgánico | Boquillas RAW Wide Pre-picadas
5413,Blazy Susan papelillos king size purple – Papeles de enrolar ultra finos,Papelillos,BLAZY SUSAN,blazy-susan,paper-king-size-king-size-slim,purple-king-size-slim,/productos/blazy-susan/purple-king-size-slim,3,3,Astro Growshop | GrowBarato Chile | Piranha,400,990,148,GrowBarato Chile,Astro Growshop,true,true,2026-05-22T15:16:28.202Z,Blazy Susan papelillos king size purple – Papeles de enrolar ultra finos | Papelillo Purple King Size Slim -Blazy Susan | Papelillo King Size Slim Blazy Susan Purple | PIRANHA
5722,Filtros de cartón OCB Premium de color blanco,Filtros y boquillas,OCB,ocb,paper-filter-premium,paper-filter-premium,/productos/ocb/paper-filter-premium,2,2,GrowBarato Chile | Piranha,450,890,98,GrowBarato Chile,Piranha,true,true,2026-05-22T15:19:41.896Z,Filtros de cartón OCB Premium de color blanco | Filtro Premium OCB
5715,Filtros Tips Gummed-Raw,Filtros y boquillas,RAW,raw,gummed-tip-gummed,gummed-tip-gummed,/productos/raw/gummed-tip-gummed,3,3,Astro Growshop | Fumetas | GrowBarato Chile,490,690,41,Astro Growshop,Fumetas,true,true,2026-05-22T15:16:48.810Z,Filtros Tips Gummed-Raw | RAW Perforate Gummed Tips de la marca RAW | Boquillas RAW Gummed Tips - Con pegamento
5459,Papelillo Pink 1 1/4 1Und-Blazy Susan,Papelillos,BLAZY SUSAN,blazy-susan,paper-1-1-4-1-1-4,pink,/productos/blazy-susan/pink,3,3,Astro Growshop | Fumetas | Piranha,490,790,61,Astro Growshop,Piranha,true,true,2026-05-22T15:10:01.912Z,Papelillo Pink 1 1/4 1Und-Blazy Susan | Blazy Susan Papelillos Pink 1 1/4 | Papelillo 1 1/4 Blazy Susan Pink | PIRANHA
5720,Filtro de cartón OCB Virgin sin contaminantes,Filtros y boquillas,OCB,ocb,paper-filter-virgin,paper-filter-virgin,/productos/ocb/paper-filter-virgin,2,2,GrowBarato Chile | Piranha,500,890,78,GrowBarato Chile,Piranha,true,true,2026-05-22T15:20:01.966Z,Filtro de cartón OCB Virgin sin contaminantes | Filtro Virgin OCB
5703,Platinium X2 Zero 1U- Blunt Wrap,Conos y blunts,BLUNT WRAP,blunt-wrap,wrap-platinum-2u,wrap-platinum-2u,/productos/blunt-wrap/wrap-platinum-2u,8,2,Astro Growshop | Fumetas,590,990,68,Astro Growshop,Astro Growshop,true,true,2026-05-22T14:55:31.492Z,BLUNT PLATINUM X2 SABOR WHITE GRAPE | Platinium X2 Zero 1U- Blunt Wrap | Platinium X2 Bubble Gum 1U- Blunt Wrap | Blunt Wrap Platinum x2 | Platinium X2 Piña Colada 1U- Blunt Wrap | Platinium X2 Blueberry 1U- Blunt Wrap | Platinium X2 Grape 1U- Blunt Wrap | Platinium X2 Mojito 1U- Blunt Wrap
6327,Papelillo Virgin 1 1/4 1U-Ocb,Papelillos,OCB,ocb,paper-1-1-4-1-1-4,virgin,/productos/ocb/virgin,4,4,Astro Growshop | Fumetas | GrowBarato Chile | Piranha,650,990,52,Fumetas,Piranha,true,true,2026-05-22T15:20:45.296Z,Papelillos OCB Virgin 1 1/4 | Papelillo Virgin 1 1/4 1U-Ocb | OCB Virgin Extra Fino 1.1/4 sin colorantes | Papelillo OCB Virgin 1 1/4 | PIRANHA
5462,Papel de Liar OCB Bamboo 1.1/4 Vegano Natural Sin Blanqueamiento,Papelillos,OCB,ocb,bamboo-1-1-4,bamboo,/productos/ocb/bamboo,4,4,Astro Growshop | Fumetas | GrowBarato Chile | Piranha,650,990,52,Fumetas,Piranha,true,true,2026-05-22T15:16:29.271Z,Papelillos OCB Bamboo 1 1/4 | Papelillo 1 1/4 Bamboo-Ocb | Papel de Liar OCB Bamboo 1.1/4 Vegano Natural Sin Blanqueamiento | Papelillo OCB Bamboo 1 1/4
