id,name,category,brand,brandKey,modelKey,modelSlug,url,offers,stores,storeNames,minPrice,maxPrice,spreadPct,cheapestStore,priciestStore,inStock,hasImage,lastSeenAt,titles
5716,Tips Original De Carton 1 Ud-Raw,Filtros y boquillas,RAW,raw,paper-tip-classic,paper-tip-classic,/productos/raw/paper-tip-classic,3,3,Astro Growshop | Fumetas | Piranha,340,400,18,Astro Growshop,Fumetas,true,true,2026-05-09T06:26:57.031Z,Tips Original De Carton 1 Ud-Raw | Filtro Tips RAW Original | PIRANHA | Boquillas RAW Classic
5717,Tips Perforated Wide-Raw,Filtros y boquillas,RAW,raw,paper-tip-wide-wide,paper-tip-wide-wide,/productos/raw/paper-tip-wide-wide,3,3,Astro Growshop | Fumetas | GrowBarato Chile,390,590,51,Astro Growshop,Fumetas,true,true,2026-05-09T06:59:35.715Z,Tips Perforated Wide-Raw | RAW Perforated Wide Tips de origen orgánico | Boquillas RAW Wide Pre-picadas
5413,Blazy Susan papelillos king size purple – Papeles de enrolar ultra finos,Papelillos,BLAZY SUSAN,blazy-susan,paper-king-size-king-size-slim,purple-king-size-slim,/productos/blazy-susan/purple-king-size-slim,3,3,Astro Growshop | GrowBarato Chile | Piranha,400,990,148,GrowBarato Chile,Piranha,true,true,2026-05-13T18:58:24.123Z,Blazy Susan papelillos king size purple – Papeles de enrolar ultra finos | Papelillo Purple King Size Slim -Blazy Susan | Papelillo King Size Slim Blazy Susan Purple | PIRANHA
5715,Filtros Tips Gummed-Raw,Filtros y boquillas,RAW,raw,gummed-tip-gummed,gummed-tip-gummed,/productos/raw/gummed-tip-gummed,3,3,Astro Growshop | Fumetas | GrowBarato Chile,490,690,41,Astro Growshop,Fumetas,true,true,2026-05-09T06:59:34.730Z,Filtros Tips Gummed-Raw | RAW Perforate Gummed Tips de la marca RAW | Boquillas RAW Gummed Tips - Con pegamento
5459,Papelillo Pink 1 1/4 1Und-Blazy Susan,Papelillos,BLAZY SUSAN,blazy-susan,paper-1-1-4-1-1-4,pink,/productos/blazy-susan/pink,3,3,Astro Growshop | Fumetas | Piranha,490,790,61,Astro Growshop,Piranha,true,true,2026-05-09T06:57:30.552Z,Papelillo Pink 1 1/4 1Und-Blazy Susan | Papelillo 1 1/4 Blazy Susan Pink | PIRANHA | Blazy Susan Papelillos Pink 1 1/4
5462,Papelillos OCB Bamboo 1 1/4,Papelillos,OCB,ocb,paper-1-1-4-1-1-4,bamboo,/productos/ocb/bamboo,3,3,Astro Growshop | Fumetas | Piranha,650,990,52,Fumetas,Piranha,true,true,2026-05-09T06:31:48.564Z,Papelillos OCB Bamboo 1 1/4 | Papelillo 1 1/4 Bamboo-Ocb | Papelillo OCB Bamboo 1 1/4
5463,Papel de fumar de cáñamo orgánico 1 1/4 OCB,Papelillos,OCB,ocb,paper-1-1-4-1-1-4,organic,/productos/ocb/organic,3,3,Fumetas | GrowBarato Chile | Piranha,700,990,41,GrowBarato Chile,Piranha,true,true,2026-05-13T18:58:19.471Z,Papel de fumar de cáñamo orgánico 1 1/4 OCB | Papelillos OCB Cañamo orgánico 1 1/4 | Papelillo OCB Orgánico 1 ¼
5478,Papelillos Gizeh Pink 1 1/4 Extra Fine,Papelillos,Gizeh,gizeh,paper-1-1-4-1-1-4,pink,/productos/gizeh/pink,3,3,Fumetas | GrowBarato Chile | Piranha,790,990,25,Fumetas,Piranha,true,true,2026-05-13T18:58:18.568Z,Papelillos Gizeh Pink 1 1/4 Extra Fine | Papelillos para liar Gizeh Pink 1 1/4 - GB The Green Brand | Papelillo Gizeh Pink 1 1/4
5460,Blazy Susan Papelillos Purple 1 1/4,Papelillos,Blazy Susan,blazy-susan,paper-1-1-4-1-1-4,purple,/productos/blazy-susan/purple,3,3,Astro Growshop | Fumetas | Piranha,790,790,0,Fumetas,Fumetas,true,true,2026-05-09T06:57:31.438Z,Blazy Susan Papelillos Purple 1 1/4 | Papelillo Purple 1 1/4 1Und-Blazy Susan | Papelillo 1 1/4 Blazy Susan Purple | PIRANHA
5458,Papelillos Raw Classic 1 1/4,Papelillos,RAW,raw,paper-1-1-4-1-1-4,classic,/productos/raw/classic,4,3,Astro Growshop | Fumetas | Piranha,890,990,11,Fumetas,Piranha,true,true,2026-05-09T06:57:34.095Z,Papelillos Raw Classic 1 1/4 | Papelillos RAW Classic 1 1/4 | PIRANHA | Papelillos Classic 1 1/4 1 Ud-Raw | Papelillos Classic 1 1/4 1Ud-Raw
